"latitude";"longitude";"xco2";"date"
"25.4983177185059";"-89.315788269043";"410.654205322266";"20190601"
"25.489013671875";"-89.3212432861328";"410.529083251953";"20190601"
"25.5170421600342";"-89.3207321166992";"412.222076416016";"20190601"
"25.507740020752";"-89.3261795043945";"410.599517822266";"20190601"
"25.4984245300293";"-89.3317489624023";"412.890655517578";"20190601"
"25.489128112793";"-89.3374252319336";"410.771667480469";"20190601"
"25.4799423217773";"-89.343147277832";"410.688140869141";"20190601"
"25.470760345459";"-89.3489685058594";"409.571319580078";"20190601"
"25.4524803161621";"-89.3608627319336";"411.446624755859";"20190601"
"25.5357971191406";"-89.3256988525391";"412.0986328125";"20190601"
"25.5264892578125";"-89.3311386108398";"410.810943603516";"20190601"
"25.5171699523926";"-89.3366928100586";"411.733978271484";"20190601"
"25.5078659057617";"-89.3423538208008";"412.413787841797";"20190601"
"25.4986763000488";"-89.3480682373047";"412.0947265625";"20190601"
"25.4894905090332";"-89.353874206543";"410.740783691406";"20190601"
"25.4803333282471";"-89.3597640991211";"410.832611083984";"20190601"
"25.4711990356445";"-89.3657455444336";"410.488006591797";"20190601"
"25.5266056060791";"-89.347282409668";"410.490173339844";"20190601"
"25.5174121856689";"-89.3529815673828";"410.425628662109";"20190601"
"25.5082168579102";"-89.3587799072266";"410.814971923828";"20190601"
"25.4990520477295";"-89.3646621704102";"410.704010009766";"20190601"
"25.4899101257324";"-89.3706207275391";"410.623474121094";"20190601"
"25.5177459716797";"-89.3695526123047";"410.122528076172";"20190601"
"25.5085983276367";"-89.3755035400391";"410.959045410156";"20190601"
"25.5920066833496";"-89.3405838012695";"410.204071044922";"20190601"
"25.5826835632324";"-89.3459854125977";"409.70166015625";"20190601"
"25.769660949707";"-89.4270629882812";"411.139007568359";"20190601"
"25.7512130737305";"-89.4385833740234";"409.881866455078";"20190601"
"25.7698974609375";"-89.443473815918";"410.619323730469";"20190601"
"25.9652080535889";"-89.4392929077148";"408.909301757812";"20190601"
"25.9557704925537";"-89.4444580078125";"410.531524658203";"20190601"
"25.9463176727295";"-89.4497375488281";"411.035675048828";"20190601"
"25.9647579193115";"-89.4546737670898";"409.514465332031";"20190601"
"25.9553146362305";"-89.4600524902344";"410.869476318359";"20190601"
"25.9459838867188";"-89.4654769897461";"411.792144775391";"20190601"
"25.936653137207";"-89.4710083007812";"411.489318847656";"20190601"
"26.0021076202393";"-89.4492034912109";"412.631286621094";"20190601"
"25.9926605224609";"-89.454345703125";"411.508422851562";"20190601"
