"latitude";"longitude";"xco2";"date"
"28.5241012573242";"-96.1471786499023";"419.748901367188";"20200606"
"28.5256099700928";"-96.1606597900391";"411.565185546875";"20200606"
"28.5966053009033";"-96.1849746704102";"416.823608398438";"20200606"
"28.5982856750488";"-96.1986999511719";"418.794006347656";"20200606"
"28.6184024810791";"-96.2038269042969";"417.077392578125";"20200606"
"28.7448997497559";"-96.203010559082";"416.2119140625";"20200606"
"28.7355308532715";"-96.2070236206055";"415.5361328125";"20200606"
"28.7555103302002";"-96.2119598388672";"408.812835693359";"20200606"
"28.7462482452393";"-96.2160186767578";"416.847930908203";"20200606"
"28.7369842529297";"-96.2201766967773";"414.469970703125";"20200606"
"28.8036689758301";"-96.2053451538086";"414.364685058594";"20200606"
"28.7849311828613";"-96.2130508422852";"409.130737304688";"20200606"
"28.823766708374";"-96.2105407714844";"415.429107666016";"20200606"
"28.7863922119141";"-96.2262573242188";"415.873779296875";"20200606"
"28.843864440918";"-96.2157363891602";"416.872375488281";"20200606"
"28.8344974517822";"-96.2195053100586";"416.811462402344";"20200606"
"28.8251132965088";"-96.2233810424805";"416.259826660156";"20200606"
"28.8639621734619";"-96.2209320068359";"415.741607666016";"20200606"
"28.8545932769775";"-96.2246856689453";"417.450164794922";"20200606"
"28.8452053070068";"-96.2285537719727";"415.795257568359";"20200606"
"28.8358287811279";"-96.2325210571289";"415.738800048828";"20200606"
"28.8265628814697";"-96.2365493774414";"416.894287109375";"20200606"
"28.8746910095215";"-96.2298736572266";"411.275848388672";"20200606"
"28.8652992248535";"-96.2337341308594";"415.802001953125";"20200606"
"28.855920791626";"-96.2376861572266";"415.418243408203";"20200606"
"28.8466510772705";"-96.24169921875";"410.316680908203";"20200606"
"28.8760108947754";"-96.2428436279297";"410.175384521484";"20200606"
"28.8667373657227";"-96.2468490600586";"411.136260986328";"20200606"
"28.8574619293213";"-96.2509460449219";"414.326232910156";"20200606"
"28.8482093811035";"-96.255126953125";"415.1396484375";"20200606"
"29.0443115234375";"-96.2674865722656";"414.107971191406";"20200606"
"29.0349082946777";"-96.271125793457";"413.546417236328";"20200606"
"28.9974689483643";"-96.2866287231445";"409.836456298828";"20200606"
"29.0643444061279";"-96.2726211547852";"414.527404785156";"20200606"
"29.0549392700195";"-96.2762451171875";"415.85009765625";"20200606"
"29.0455131530762";"-96.2799758911133";"412.845611572266";"20200606"
"29.0361003875732";"-96.2838134765625";"409.588470458984";"20200606"
"29.0267963409424";"-96.2877044677734";"405.201568603516";"20200606"
"28.9989318847656";"-96.2999267578125";"414.873138427734";"20200606"
"29.0655422210693";"-96.2850875854492";"411.222534179688";"20200606"
"29.0561256408691";"-96.2889099121094";"412.214141845703";"20200606"
"29.0468158721924";"-96.2927856445312";"409.57080078125";"20200606"
"29.037504196167";"-96.2967681884766";"408.226165771484";"20200606"
"29.0189418792725";"-96.3049774169922";"411.334838867188";"20200606"
"29.1044120788574";"-96.2829513549805";"405.547241210938";"20200606"
"29.0668392181396";"-96.297981262207";"410.461639404297";"20200606"
"29.057523727417";"-96.3019561767578";"414.475646972656";"20200606"
"29.0482311248779";"-96.3060150146484";"413.944396972656";"20200606"
"29.105598449707";"-96.295524597168";"414.536163330078";"20200606"
"29.0961761474609";"-96.2993316650391";"415.025238037109";"20200606"
"29.0868606567383";"-96.3031997680664";"416.398468017578";"20200606"
"29.0775413513184";"-96.3071670532227";"415.178527832031";"20200606"
"29.0682468414307";"-96.3112106323242";"414.430236816406";"20200606"
"29.0589656829834";"-96.3153457641602";"414.967010498047";"20200606"
"29.1068840026855";"-96.3084182739258";"416.201080322266";"20200606"
"29.0975608825684";"-96.312370300293";"415.640747070312";"20200606"
"29.0882625579834";"-96.31640625";"415.536926269531";"20200606"
"29.0789813995361";"-96.3205184936523";"416.361419677734";"20200606"
"29.1083698272705";"-96.3214340209961";"409.207214355469";"20200606"
"29.1846942901611";"-96.3037719726562";"413.580200195312";"20200606"
"29.1752796173096";"-96.3073196411133";"415.170318603516";"20200606"
"29.165843963623";"-96.3109741210938";"408.362884521484";"20200606"
"29.1765422821045";"-96.3197860717773";"413.546112060547";"20200606"
"29.3266315460205";"-96.3530349731445";"409.748992919922";"20200606"
"29.3171787261963";"-96.3567276000977";"414.861846923828";"20200606"
"29.3078346252441";"-96.3604736328125";"412.739379882812";"20200606"
"29.3372688293457";"-96.3622207641602";"406.769409179688";"20200606"
"29.3279228210449";"-96.3659591674805";"415.58154296875";"20200606"
"29.3185691833496";"-96.3697967529297";"416.548217773438";"20200606"
"29.4058361053467";"-96.3624649047852";"411.392822265625";"20200606"
"29.4259433746338";"-96.3677673339844";"408.8212890625";"20200606"
"29.407018661499";"-96.3746871948242";"407.427886962891";"20200606"
"29.4660930633545";"-96.3783187866211";"413.903045654297";"20200606"
"29.4471340179443";"-96.3851776123047";"413.334075927734";"20200606"
"29.4376544952393";"-96.3887634277344";"408.044281005859";"20200606"
"29.4282817840576";"-96.3924102783203";"407.830780029297";"20200606"
"29.4189014434814";"-96.3961563110352";"414.359497070312";"20200606"
"29.48606300354";"-96.3835220336914";"406.446319580078";"20200606"
"29.467098236084";"-96.3903579711914";"415.038909912109";"20200606"
"29.4576148986816";"-96.393928527832";"414.484405517578";"20200606"
"29.4482383728027";"-96.3975601196289";"413.831481933594";"20200606"
"29.4388561248779";"-96.4012908935547";"414.701873779297";"20200606"
"29.4294967651367";"-96.4051132202148";"414.305603027344";"20200606"
"29.4201507568359";"-96.4090118408203";"415.964263916016";"20200606"
"29.506031036377";"-96.3887252807617";"410.294555664062";"20200606"
"29.477575302124";"-96.3990936279297";"413.413818359375";"20200606"
"29.4681968688965";"-96.4027099609375";"413.819854736328";"20200606"
"29.5260448455811";"-96.3939743041992";"413.997528076172";"20200606"
"29.5165748596191";"-96.3973159790039";"411.430053710938";"20200606"
"29.5070838928223";"-96.400764465332";"408.134857177734";"20200606"
"29.4976024627686";"-96.4043197631836";"413.411468505859";"20200606"
"29.4882278442383";"-96.4079360961914";"414.589813232422";"20200606"
"29.4788475036621";"-96.4116516113281";"414.166381835938";"20200606"
"29.4694881439209";"-96.4154510498047";"404.063690185547";"20200606"
"29.546106338501";"-96.3992614746094";"413.953796386719";"20200606"
"29.5366344451904";"-96.4025955200195";"414.356903076172";"20200606"
