network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T01:07:00Z,2.467,6.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T01:12:00Z,1.4,7.39,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T01:15:00Z,1.06,7.43,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T01:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T01:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T01:17:00Z,0.404,7.42,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T01:30:00Z,2.195,3.05,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T01:30:00Z,2.516,7.3,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T01:30:00Z,2.296,5.15,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T01:30:00Z,4.31,3.11,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T01:30:00Z,1.27,4.07,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T01:30:00Z,1.593,6.25,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T01:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T01:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T01:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T01:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T02:00:00Z,2.207,1.96,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T02:00:00Z,2.516,7.19,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T02:00:00Z,2.307,5.24,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T02:00:00Z,4.326,3.63,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T02:00:00Z,1.275,4.05,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T02:00:00Z,1.613,6.36,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T02:00:00Z,2.064,6.03,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T02:00:00Z,2.68,5.65,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T02:00:00Z,2.781,3.84,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T02:00:00Z,1.778,4.91,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T02:00:00Z,1.919,6.57,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T02:00:00Z,2.458,6.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T02:00:00Z,1.67,5.5,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:03:00Z,3.478,6.11,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:05:00Z,2.95,6.71,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:07:00Z,2.472,6.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:10:00Z,1.926,7.16,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:15:00Z,0.921,7.34,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T02:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T02:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T02:17:00Z,0.413,7.34,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T02:30:00Z,2.218,1.09,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T02:30:00Z,2.533,6.09,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T02:30:00Z,2.309,4.64,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T02:30:00Z,4.335,3.63,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T02:30:00Z,1.282,3.79,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T02:30:00Z,1.594,6.19,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T02:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T02:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T02:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T02:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T03:00:00Z,2.234,0.92,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T03:00:00Z,2.553,5.88,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T03:00:00Z,2.31,4.1,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T03:00:00Z,4.353,3.54,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T03:00:00Z,1.309,3.65,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T03:00:00Z,1.6,5.8,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T03:00:00Z,2.164,5.6,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T03:00:00Z,2.76,5.28,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T03:00:00Z,2.737,3.7,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T03:00:00Z,1.741,5.2,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T03:00:00Z,2.104,5.62,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T03:00:00Z,2.446,6.85,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T03:00:00Z,1.81,5.35,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T03:03:00Z,3.413,6.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T03:07:00Z,2.477,6.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T03:10:00Z,1.933,7.23,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T03:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T03:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T03:30:00Z,2.254,1.26,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T03:30:00Z,2.552,6.88,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T03:30:00Z,2.317,3.99,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T03:30:00Z,4.364,3.5,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T03:30:00Z,1.328,3.51,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T03:30:00Z,1.588,5.82,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T03:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T03:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T03:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T03:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T04:00:00Z,2.267,0.93,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T04:00:00Z,2.561,6.88,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T04:00:00Z,2.324,4.16,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T04:00:00Z,4.364,3.47,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T04:00:00Z,1.347,3.87,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T04:00:00Z,1.608,5.23,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T04:00:00Z,2.18,5.54,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T04:00:00Z,2.762,5.16,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T04:00:00Z,2.761,3.74,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T04:00:00Z,1.713,5.22,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T04:00:00Z,2.173,5.15,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T04:00:00Z,2.5,6.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T04:00:00Z,1.87,5.3,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:03:00Z,3.482,5.69,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:05:00Z,2.959,6.77,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:07:00Z,2.488,7.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:10:00Z,1.94,7.16,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:12:00Z,1.445,7.23,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:15:00Z,0.949,7.22,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T04:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T04:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T04:17:00Z,0.54,7.23,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T04:30:00Z,2.285,0.93,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T04:30:00Z,2.567,5.98,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T04:30:00Z,2.345,4.26,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T04:30:00Z,4.366,3.51,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T04:30:00Z,1.385,4.74,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T04:30:00Z,1.605,4.52,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T04:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T04:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T04:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T04:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T05:00:00Z,2.293,0.75,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T05:00:00Z,2.574,5.68,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T05:00:00Z,2.353,3.97,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T05:00:00Z,4.373,3.54,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T05:00:00Z,1.421,4.94,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T05:00:00Z,1.612,4.55,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T05:00:00Z,2.24,5.56,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T05:00:00Z,2.8,5.28,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T05:00:00Z,2.854,3.42,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T05:00:00Z,1.756,4.94,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T05:00:00Z,2.201,5.47,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T05:00:00Z,2.51,6.75,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T05:00:00Z,1.902,5.11,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:03:00Z,3.45,5.74,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:05:00Z,2.998,6.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:07:00Z,2.46,6.88,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:10:00Z,1.988,7.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:12:00Z,1.424,7.18,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:15:00Z,0.929,7.17,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T05:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T05:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T05:17:00Z,0.43,7.18,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T05:30:00Z,2.308,0.83,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T05:30:00Z,2.583,5.49,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T05:30:00Z,2.38,4.18,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T05:30:00Z,4.383,3.54,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T05:30:00Z,1.424,4.96,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T05:30:00Z,1.628,5.14,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T05:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T05:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T05:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T05:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T06:00:00Z,2.312,0.72,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T06:00:00Z,2.6,5.48,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T06:00:00Z,2.382,4.71,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T06:00:00Z,4.395,3.61,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T06:00:00Z,1.438,5.43,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T06:00:00Z,1.635,4.92,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T06:00:00Z,2.28,5.66,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T06:00:00Z,2.85,5.22,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T06:00:00Z,2.852,3.4,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T06:00:00Z,1.782,4.97,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T06:00:00Z,2.177,5.42,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T06:00:00Z,2.53,6.49,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T06:00:00Z,1.95,5.02,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:03:00Z,3.48,6.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:05:00Z,2.958,6.9,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:07:00Z,2.488,6.82,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:10:00Z,1.938,7.09,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:12:00Z,1.444,7.08,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:14:00Z,0.945,7.08,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T06:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T06:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T06:17:00Z,0.444,7.11,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T06:30:00Z,2.345,0.92,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T06:30:00Z,2.62,5.2,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T06:30:00Z,2.422,4.6,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T06:30:00Z,4.409,3.51,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T06:30:00Z,1.45,4.61,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T06:30:00Z,1.652,5.05,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T06:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T06:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T06:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T06:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-09-01T07:00:00Z,2.33,0.79,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-09-01T07:00:00Z,2.633,5.05,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-09-01T07:00:00Z,2.413,4.53,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-09-01T07:00:00Z,4.433,3.51,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-09-01T07:00:00Z,1.467,4.84,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-09-01T07:00:00Z,1.646,5.11,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-09-01T07:00:00Z,2.26,5.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-09-01T07:00:00Z,2.84,5.2,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-09-01T07:00:00Z,2.8,3.64,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-09-01T07:00:00Z,1.797,5.18,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-09-01T07:00:00Z,2.15,5.65,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-09-01T07:00:00Z,2.57,6.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-09-01T07:00:00Z,1.922,4.66,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T07:03:00Z,3.495,5.87,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T07:07:00Z,2.437,7.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T07:10:00Z,1.967,7.07,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-09-01T07:12:00Z,1.463,7.07,1111122 
