network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T02:00:00Z,2.32,7.41 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T02:00:00Z,2.06,4.99 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T02:00:00Z,1.0,3.66 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T02:00:00Z,1.0,5.61 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T02:00:00Z,1.0,6.58 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T02:00:00Z,1.0,6.34 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T02:00:00Z,1.0,6.81 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T02:30:00Z,2.05,5.35 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T02:30:00Z,2.3,7.38 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T02:30:00Z,2.04,4.88 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T03:00:00Z,2.03,4.44 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T03:00:00Z,2.3,7.35 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T03:00:00Z,2.03,6.36 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T03:00:00Z,1.0,3.6 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T03:00:00Z,1.0,5.41 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T03:00:00Z,1.0,6.55 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T03:00:00Z,1.0,6.1 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T03:00:00Z,1.0,6.19 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T03:30:00Z,2.02,3.11 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T03:30:00Z,2.29,7.32 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T03:30:00Z,2.03,7.17 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T04:00:00Z,1.99,2.95 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T04:00:00Z,2.29,7.29 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T04:00:00Z,2.04,6.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T04:00:00Z,2.075,5.78 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T04:00:00Z,1.0,4.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T04:00:00Z,1.0,5.24 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T04:00:00Z,1.0,6.49 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T04:00:00Z,1.0,6.2 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T04:00:00Z,1.0,5.73 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T04:30:00Z,1.98,2.55 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T04:30:00Z,2.31,7.28 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T04:30:00Z,2.02,6.68 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T05:00:00Z,1.96,2.51 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T05:00:00Z,2.3,7.23 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T05:00:00Z,2.03,6.42 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T05:00:00Z,2.032,5.61 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T05:00:00Z,1.0,3.72 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T05:00:00Z,1.0,5.22 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T05:00:00Z,1.0,6.43 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T05:00:00Z,1.0,5.97 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T05:00:00Z,1.0,5.52 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T05:30:00Z,1.95,4.75 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T05:30:00Z,2.32,7.22 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T05:30:00Z,2.04,6.63 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T06:00:00Z,1.96,4.73 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T06:00:00Z,2.35,7.28 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T06:00:00Z,2.04,5.75 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T06:00:00Z,2.021,5.5 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T06:00:00Z,1.0,3.12 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T06:00:00Z,1.0,5.26 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T06:00:00Z,1.0,6.34 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T06:00:00Z,1.0,5.86 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T06:00:00Z,1.0,4.98 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T06:30:00Z,1.97,5.82 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T06:30:00Z,2.36,7.3 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T06:30:00Z,2.06,5.86 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T07:00:00Z,1.99,3.98 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T07:00:00Z,2.4,4.36 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T07:00:00Z,2.07,5.84 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T07:00:00Z,2.017,5.44 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T07:00:00Z,1.0,2.4 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T07:00:00Z,1.0,5.33 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T07:00:00Z,1.0,6.27 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T07:00:00Z,1.0,5.12 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T07:00:00Z,1.0,4.59 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T07:30:00Z,2.01,3.97 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T07:30:00Z,2.43,5.95 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T07:30:00Z,2.1,5.65 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T08:00:00Z,2.04,4.29 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T08:00:00Z,2.45,6.6 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T08:00:00Z,2.1,5.32 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T08:00:00Z,2.041,5.86 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T08:00:00Z,1.0,2.67 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T08:00:00Z,1.0,5.25 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T08:00:00Z,1.0,6.2 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T08:00:00Z,1.0,5.25 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T08:00:00Z,1.0,4.69 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T08:30:00Z,2.08,3.48 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T08:30:00Z,2.47,6.78 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T08:30:00Z,2.15,5.72 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T09:00:00Z,2.11,3.99 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T09:00:00Z,2.5,6.7 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T09:00:00Z,2.18,4.77 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T09:00:00Z,2.078,5.34 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T09:00:00Z,1.0,3.02 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T09:00:00Z,1.0,5.35 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T09:00:00Z,1.0,6.1 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T09:00:00Z,1.0,5.22 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T09:00:00Z,1.0,3.69 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T09:30:00Z,2.14,3.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T09:30:00Z,2.53,6.59 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T09:30:00Z,2.21,4.67 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T10:00:00Z,2.15,3.34 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T10:00:00Z,2.57,6.19 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T10:00:00Z,2.21,4.54 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T10:00:00Z,2.105,5.95 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T10:00:00Z,1.0,2.7 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T10:00:00Z,1.0,5.14 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T10:00:00Z,1.0,6.01 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T10:00:00Z,1.0,5.26 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T10:00:00Z,1.0,4.14 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T10:30:00Z,2.2,3.84 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T10:30:00Z,2.59,6.27 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T10:30:00Z,2.25,4.41 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T11:00:00Z,2.23,3.64 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T11:00:00Z,2.63,6.29 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T11:00:00Z,2.31,5.01 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T11:00:00Z,2.15,6.07 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T11:00:00Z,1.0,1.54 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T11:00:00Z,1.0,5.08 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T11:00:00Z,1.0,6.07 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T11:00:00Z,1.0,5.19 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T11:00:00Z,1.0,4.93 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T11:30:00Z,2.26,3.31 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T11:30:00Z,2.68,6.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T11:30:00Z,2.34,5.24 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T12:00:00Z,2.28,3.13 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T12:00:00Z,2.71,6.03 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T12:00:00Z,2.37,4.83 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T12:00:00Z,2.19,5.71 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T12:00:00Z,1.0,1.26 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T12:00:00Z,1.0,5.04 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T12:00:00Z,1.0,6.01 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T12:00:00Z,1.0,5.05 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T12:00:00Z,1.0,4.87 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T12:30:00Z,2.31,3.31 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T12:30:00Z,2.73,6.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T12:30:00Z,2.36,5.05 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T13:00:00Z,2.36,4.23 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T13:00:00Z,2.77,6.35 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T13:00:00Z,2.41,4.91 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T13:00:00Z,2.195,5.63 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T13:00:00Z,1.0,1.26 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T13:00:00Z,1.0,4.91 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T13:00:00Z,1.0,6.0 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T13:00:00Z,1.0,5.22 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T13:00:00Z,1.0,4.28 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T13:30:00Z,2.41,4.31 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T13:30:00Z,2.81,6.51 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T13:30:00Z,2.46,4.81 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T14:00:00Z,2.46,3.98 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T14:00:00Z,2.84,6.51 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T14:00:00Z,2.49,5.51 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T14:00:00Z,2.161,5.51 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T14:00:00Z,1.0,2.19 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T14:00:00Z,1.0,5.04 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T14:00:00Z,1.0,5.97 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T14:00:00Z,1.0,5.69 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T14:00:00Z,1.0,5.29 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T14:30:00Z,2.48,3.7 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T14:30:00Z,2.86,6.45 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T14:30:00Z,2.51,5.14 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T15:00:00Z,2.51,4.12 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T15:00:00Z,2.88,6.52 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T15:00:00Z,2.52,5.41 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T15:00:00Z,2.172,5.61 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T15:00:00Z,1.0,2.69 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-06-01T15:00:00Z,1.0,5.13 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T15:00:00Z,1.0,5.98 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T15:00:00Z,1.0,6.43 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T15:00:00Z,1.0,6.09 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T15:30:00Z,2.54,3.65 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T15:30:00Z,2.88,6.61 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T15:30:00Z,2.53,5.22 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T16:00:00Z,2.58,3.45 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T16:00:00Z,2.88,5.45 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T16:00:00Z,2.56,5.71 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T16:00:00Z,2.187,5.8 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T16:00:00Z,1.0,6.2 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T16:00:00Z,1.0,6.1 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T16:00:00Z,1.0,7.02 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T16:00:00Z,1.0,6.87 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T16:30:00Z,2.6,3.69 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T16:30:00Z,2.88,4.44 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T16:30:00Z,2.55,5.89 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T17:00:00Z,2.61,3.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T17:00:00Z,2.88,4.09 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T17:00:00Z,2.55,6.44 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T17:00:00Z,2.231,6.07 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T17:00:00Z,1.0,6.32 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T17:00:00Z,1.0,6.16 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T17:00:00Z,1.0,7.72 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T17:00:00Z,1.0,7.64 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T17:30:00Z,2.6,3.77 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T17:30:00Z,2.86,3.74 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T17:30:00Z,2.54,6.31 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T18:00:00Z,2.59,4.07 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T18:00:00Z,2.84,3.61 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T18:00:00Z,2.51,6.95 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T18:00:00Z,2.291,6.02 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T18:00:00Z,1.0,6.46 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T18:00:00Z,1.0,6.3 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T18:00:00Z,1.0,7.72 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T18:00:00Z,1.0,8.37 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T18:30:00Z,2.58,3.56 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T18:30:00Z,2.8,3.77 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T18:30:00Z,2.49,7.15 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T19:00:00Z,2.57,2.24 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T19:00:00Z,2.48,7.05 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T19:00:00Z,2.353,5.8 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T19:00:00Z,1.0,6.7 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T19:00:00Z,1.0,6.35 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T19:00:00Z,1.0,7.55 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T19:00:00Z,1.0,8.39 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T19:30:00Z,2.74,4.14 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T19:30:00Z,2.44,7.22 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T20:00:00Z,2.49,3.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T20:00:00Z,2.7,5.65 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T20:00:00Z,2.401,5.69 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T20:00:00Z,1.0,6.77 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T20:00:00Z,1.0,6.35 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T20:00:00Z,1.0,7.69 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T20:00:00Z,1.0,7.98 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T20:30:00Z,2.52,3.81 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T20:30:00Z,2.64,7.25 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T20:30:00Z,2.38,7.52 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T21:00:00Z,2.49,3.79 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T21:00:00Z,2.58,8.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T21:00:00Z,2.35,7.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T21:00:00Z,2.438,5.51 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T21:00:00Z,1.0,7.1 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T21:00:00Z,1.0,6.42 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T21:00:00Z,1.0,6.49 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T21:00:00Z,1.0,8.56 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T21:30:00Z,2.45,3.95 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T21:30:00Z,2.53,8.03 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T21:30:00Z,2.32,7.9 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-06-01T22:00:00Z,2.4,3.97 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T22:00:00Z,2.49,7.91 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-06-01T22:00:00Z,2.28,7.38 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-06-01T22:00:00Z,2.429,5.67 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-06-01T22:00:00Z,1.0,7.08 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-06-01T22:00:00Z,1.0,6.39 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-06-01T22:00:00Z,1.0,7.57 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-06-01T22:00:00Z,1.0,8.8 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-06-01T22:30:00Z,2.44,7.82 
