network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T00:00:00Z,2.277,6.39,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-11-01T00:00:00Z,2.485,7.69,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T00:00:00Z,2.364,6.03,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-11-01T00:00:00Z,4.203,5.66,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-11-01T00:00:00Z,1.404,7.15,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-11-01T00:00:00Z,1.53,5.91,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T00:00:00Z,1.93,7.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T00:00:00Z,2.51,6.79,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T00:00:00Z,2.522,5.9,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T00:00:00Z,1.644,6.15,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T00:00:00Z,1.994,7.67,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T00:00:00Z,2.32,7.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T00:00:00Z,1.63,7.41,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:03:00Z,3.567,7.17,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:06:00Z,2.959,7.14,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:08:00Z,2.419,7.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:11:00Z,1.936,8.14,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:14:00Z,1.454,8.09,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T00:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:17:00Z,0.999,8.1,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2016-11-01T00:19:00Z,0.479,8.05,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T00:30:00Z,2.305,6.21,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-11-01T00:30:00Z,2.522,7.61,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T00:30:00Z,2.368,5.83,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-11-01T00:30:00Z,4.234,5.74,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-11-01T00:30:00Z,1.426,6.56,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2016-11-01T00:30:00Z,1.553,6.12,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T00:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T01:00:00Z,2.327,5.76,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2016-11-01T01:00:00Z,2.55,7.63,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T01:00:00Z,2.379,6.02,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2016-11-01T01:00:00Z,4.263,5.82,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2016-11-01T01:00:00Z,1.439,6.69,1111122 
