network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-09-01T00:00:00Z,2.225,4.91,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-09-01T00:00:00Z,2.043,8.79,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-09-01T00:00:00Z,3.982,3.88,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-09-01T00:00:00Z,1.26,8.32,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-09-01T00:00:00Z,1.279,5.86,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-09-01T00:00:00Z,1.95,5.52,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-09-01T00:00:00Z,2.52,4.38,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-09-01T00:00:00Z,1.0,1.46,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-09-01T00:00:00Z,1.781,4.82,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-09-01T00:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-09-01T00:00:00Z,1.0,3.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:02:00Z,3.125,4.26,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:05:00Z,2.456,6.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:07:00Z,2.031,7.87,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:10:00Z,1.517,7.84,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:12:00Z,0.912,7.96,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-09-01T00:15:00Z,0.301,7.88,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-09-01T00:15:00Z,1.91,5.51,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-09-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-09-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-09-01T00:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-09-01T00:30:00Z,2.232,5.89,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-09-01T00:30:00Z,2.021,8.18,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-09-01T00:30:00Z,3.99,3.66,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-09-01T00:30:00Z,1.237,8.18,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-09-01T00:30:00Z,1.3,6.27,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-09-01T00:30:00Z,1.883,5.39,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-09-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-09-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-09-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-09-01T00:45:00Z,1.86,5.36,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-09-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-09-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-09-01T00:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-09-01T01:00:00Z,2.242,6.79,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-09-01T01:00:00Z,2.036,7.6,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-09-01T01:00:00Z,4.005,3.5,1111122 
