network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T15:00:00Z,0.0,4.5 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T15:00:00Z,2.34,3.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T15:00:00Z,2.56,5.37 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T15:15:00Z,2.46,6.7 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T15:15:00Z,0.0,6.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T15:30:00Z,2.37,0.96 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T15:30:00Z,2.3,6.31 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T15:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T15:30:00Z,1.0,3.11 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T15:30:00Z,1.0,3.85 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T16:00:00Z,2.29,6.63 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T16:00:00Z,0.0,3.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T16:00:00Z,2.31,5.0 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T16:00:00Z,2.576,5.33 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T16:15:00Z,2.47,6.8 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T16:15:00Z,0.0,6.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T16:30:00Z,2.3,0.95 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T16:30:00Z,2.27,6.89 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T16:30:00Z,1.0,2.92 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T16:30:00Z,1.0,8.55 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T16:30:00Z,1.0,3.68 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T17:00:00Z,2.27,1.21 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T17:00:00Z,2.22,6.72 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T17:00:00Z,0.0,3.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T17:00:00Z,2.23,5.2 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T17:00:00Z,2.544,5.2 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T17:15:00Z,2.45,6.8 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T17:15:00Z,0.0,6.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T17:30:00Z,2.23,1.56 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T17:30:00Z,2.21,7.19 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T17:30:00Z,1.0,2.94 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T17:30:00Z,1.0,8.61 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T17:30:00Z,1.0,4.59 
