network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T00:00:00Z,2.12,5.12 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T00:00:00Z,2.04,6.27 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T00:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T00:00:00Z,0.0,6.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T00:00:00Z,2.01,4.5 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T00:00:00Z,1.0,3.47 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T00:00:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T00:00:00Z,1.0,8.06 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T00:00:00Z,1.0,5.63 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T00:15:00Z,2.29,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T00:15:00Z,0.0,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T00:30:00Z,2.16,5.48 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T00:30:00Z,2.04,6.44 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T00:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T00:30:00Z,1.0,8.14 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T01:00:00Z,2.19,4.5 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T01:00:00Z,2.07,7.04 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T01:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T01:00:00Z,0.0,6.7 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T01:00:00Z,2.07,6.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T01:00:00Z,1.0,2.95 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T01:00:00Z,1.0,6.93 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T01:15:00Z,2.28,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T01:15:00Z,0.0,6.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T01:30:00Z,2.21,2.41 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T01:30:00Z,2.09,7.19 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T01:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T01:30:00Z,1.0,3.04 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T01:30:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T01:30:00Z,1.0,5.48 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T02:00:00Z,2.23,3.47 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T02:00:00Z,2.12,6.34 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T02:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T02:00:00Z,0.0,5.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T02:00:00Z,2.12,6.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T02:15:00Z,2.28,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T02:15:00Z,0.0,6.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T02:30:00Z,2.25,5.54 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T02:30:00Z,2.15,6.26 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T02:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T02:30:00Z,1.0,3.03 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T02:30:00Z,1.0,8.28 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T02:30:00Z,1.0,4.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T03:00:00Z,2.27,5.15 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T03:00:00Z,2.18,6.2 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T03:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T03:00:00Z,0.0,5.3 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T03:00:00Z,2.14,5.9 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T03:15:00Z,2.27,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T03:15:00Z,0.0,6.7 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T03:30:00Z,2.3,5.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T03:30:00Z,2.19,6.71 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T03:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T03:30:00Z,1.0,2.62 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T03:30:00Z,1.0,8.32 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T03:30:00Z,1.0,5.77 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T04:00:00Z,2.33,4.93 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T04:00:00Z,2.21,5.68 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T04:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T04:00:00Z,0.0,5.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T04:00:00Z,2.21,6.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T04:00:00Z,2.4,4.99 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T04:15:00Z,2.27,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T04:15:00Z,0.0,6.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T04:30:00Z,2.36,4.52 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T04:30:00Z,2.24,5.23 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T04:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T04:30:00Z,1.0,2.66 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T04:30:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T04:30:00Z,1.0,8.33 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T04:30:00Z,1.0,5.61 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T05:00:00Z,2.38,4.84 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T05:00:00Z,2.28,4.88 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T05:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T05:00:00Z,0.0,4.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T05:00:00Z,2.26,6.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T05:00:00Z,2.436,5.02 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T05:15:00Z,2.27,6.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T05:15:00Z,0.0,6.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T05:30:00Z,2.41,4.78 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T05:30:00Z,2.32,5.25 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T05:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T05:30:00Z,1.0,2.78 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T05:30:00Z,1.0,8.32 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T05:30:00Z,1.0,5.27 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T06:00:00Z,2.44,4.94 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T06:00:00Z,2.34,4.72 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T06:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T06:00:00Z,0.0,4.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T06:00:00Z,2.28,6.0 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T06:00:00Z,2.45,5.17 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T06:15:00Z,2.28,6.7 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T06:15:00Z,0.0,6.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T06:30:00Z,2.4,0.44 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T06:30:00Z,2.33,5.84 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T06:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T06:30:00Z,1.0,2.6 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T06:30:00Z,1.0,5.21 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T07:00:00Z,2.43,0.58 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T07:00:00Z,2.36,6.0 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T07:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T07:00:00Z,0.0,4.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T07:00:00Z,2.31,5.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T07:00:00Z,2.44,5.16 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T07:15:00Z,2.29,6.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T07:15:00Z,0.0,6.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T07:30:00Z,2.45,0.39 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T07:30:00Z,2.38,5.93 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T07:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T07:30:00Z,1.0,2.61 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T07:30:00Z,1.0,4.87 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T08:00:00Z,2.46,0.11 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T08:00:00Z,2.4,5.88 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T08:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T08:00:00Z,0.0,5.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T08:00:00Z,2.36,5.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T08:00:00Z,2.41,5.13 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T08:15:00Z,2.29,6.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T08:15:00Z,0.0,6.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T08:30:00Z,2.48,0.27 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T08:30:00Z,2.41,5.94 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T08:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T08:30:00Z,1.0,2.19 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T08:30:00Z,1.0,8.35 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T08:30:00Z,1.0,4.44 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T09:00:00Z,2.49,0.12 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T09:00:00Z,2.42,6.17 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T09:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T09:00:00Z,0.0,5.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T09:00:00Z,2.42,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T09:00:00Z,2.38,5.13 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T09:15:00Z,2.37,6.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T09:15:00Z,0.0,5.9 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T09:30:00Z,2.5,0.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T09:30:00Z,2.43,5.99 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T09:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T09:30:00Z,1.0,2.37 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T09:30:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T09:30:00Z,1.0,8.36 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T09:30:00Z,1.0,4.25 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T10:00:00Z,2.5,0.16 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T10:00:00Z,2.44,5.56 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T10:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T10:00:00Z,0.0,5.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T10:00:00Z,2.43,5.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T10:00:00Z,2.343,5.16 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T10:15:00Z,2.36,6.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T10:15:00Z,0.0,6.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T10:30:00Z,2.51,0.11 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T10:30:00Z,2.44,6.41 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T10:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T10:30:00Z,1.0,8.36 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T10:30:00Z,1.0,4.44 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T11:00:00Z,2.49,0.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T11:00:00Z,2.44,6.63 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T11:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T11:00:00Z,0.0,4.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T11:00:00Z,2.42,5.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T11:00:00Z,2.34,5.08 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T11:00:00Z,1.0,2.79 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T11:15:00Z,2.36,6.7 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T11:15:00Z,0.0,6.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T11:30:00Z,2.49,0.13 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T11:30:00Z,2.42,6.58 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T11:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T11:30:00Z,1.0,2.72 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T11:30:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T11:30:00Z,1.0,8.36 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T11:30:00Z,1.0,4.22 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T12:00:00Z,2.47,0.13 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T12:00:00Z,2.43,6.48 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T12:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T12:00:00Z,0.0,3.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T12:00:00Z,2.4,5.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T12:00:00Z,2.38,5.16 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T12:15:00Z,2.43,6.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T12:15:00Z,0.0,6.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T12:30:00Z,2.46,0.48 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T12:30:00Z,2.41,6.3 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T12:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T12:30:00Z,1.0,2.8 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-10-01T12:30:00Z,1.0,1410.71 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T12:30:00Z,1.0,3.81 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T13:00:00Z,2.44,0.68 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T13:00:00Z,2.41,6.43 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T13:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T13:00:00Z,0.0,4.7 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T13:00:00Z,2.38,4.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T13:00:00Z,2.455,5.39 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T13:00:00Z,1.0,8.42 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T13:15:00Z,2.47,6.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T13:15:00Z,0.0,6.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T13:30:00Z,2.43,0.79 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T13:30:00Z,2.39,6.42 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T13:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T13:30:00Z,1.0,2.85 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T13:30:00Z,1.0,4.51 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T14:00:00Z,2.41,1.01 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T14:00:00Z,2.4,7.2 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T14:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-10-01T14:00:00Z,0.0,4.5 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-10-01T14:00:00Z,2.36,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-10-01T14:00:00Z,2.516,5.39 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-10-01T14:15:00Z,2.47,6.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-10-01T14:15:00Z,0.0,6.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T14:30:00Z,2.43,1.02 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T14:30:00Z,2.36,7.15 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T14:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-10-01T14:30:00Z,1.0,3.27 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-10-01T14:30:00Z,1.0,8.54 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-10-01T14:30:00Z,1.0,4.99 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-10-01T15:00:00Z,2.4,1.03 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-10-01T15:00:00Z,2.34,7.24 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-10-01T15:00:00Z,0.0,0.0 
