network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T00:00:00Z,2.13,6.9 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T00:00:00Z,2.11,7.26 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T00:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T00:00:00Z,1.115,6.51 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-08-01T00:00:00Z,1.58,5.3 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-08-01T00:00:00Z,0.0,3.1 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-08-01T00:00:00Z,2.85,1.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-08-01T00:00:00Z,2.08,9.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T00:15:00Z,1.121,6.38 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-08-01T00:15:00Z,2.04,7.3 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-08-01T00:15:00Z,0.0,7.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-08-01T00:15:00Z,0.0,7.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T00:30:00Z,2.15,6.89 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T00:30:00Z,2.13,6.44 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T00:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T00:30:00Z,1.131,6.76 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-08-01T00:30:00Z,1.0,0.08 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-08-01T00:30:00Z,1.0,6.81 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-08-01T00:30:00Z,1.0,7.03 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-08-01T00:30:00Z,1.0,8.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T00:45:00Z,1.141,6.44 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T01:00:00Z,2.16,6.84 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T01:00:00Z,2.14,6.2 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T01:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T01:00:00Z,1.144,6.47 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-08-01T01:00:00Z,1.64,5.2 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-08-01T01:00:00Z,0.0,3.7 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-08-01T01:00:00Z,2.85,1.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-08-01T01:00:00Z,2.12,6.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T01:15:00Z,1.159,6.58 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-08-01T01:15:00Z,2.03,7.3 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-08-01T01:15:00Z,0.0,7.4 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-08-01T01:15:00Z,0.0,7.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T01:30:00Z,2.16,6.89 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T01:30:00Z,2.15,4.55 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T01:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T01:30:00Z,1.161,6.37 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-08-01T01:30:00Z,1.0,0.06 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-08-01T01:30:00Z,1.0,6.77 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-08-01T01:30:00Z,1.0,1.51 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-08-01T01:30:00Z,1.0,6.39 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-08-01T01:30:00Z,1.0,7.64 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T01:45:00Z,1.16,6.21 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T02:00:00Z,2.16,6.63 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T02:00:00Z,2.16,3.94 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T02:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T02:00:00Z,1.175,6.19 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-08-01T02:00:00Z,1.68,5.1 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-08-01T02:00:00Z,0.0,3.4 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-08-01T02:00:00Z,2.85,1.4 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-08-01T02:00:00Z,2.12,6.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T02:15:00Z,1.184,6.06 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-08-01T02:15:00Z,2.03,7.2 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-08-01T02:15:00Z,0.0,7.3 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-08-01T02:15:00Z,0.0,7.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T02:30:00Z,2.15,6.6 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T02:30:00Z,2.17,3.88 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T02:30:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T02:30:00Z,1.195,6.02 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-08-01T02:30:00Z,1.0,0.06 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-08-01T02:30:00Z,1.0,6.73 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-08-01T02:30:00Z,1.0,1.74 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-08-01T02:30:00Z,1.0,5.9 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-08-01T02:30:00Z,1.0,6.35 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T02:45:00Z,1.208,6.15 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-08-01T03:00:00Z,2.15,6.42 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-08-01T03:00:00Z,2.18,3.77 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-08-01T03:00:00Z,0.0,0.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T03:00:00Z,1.214,6.2 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2021-08-01T03:00:00Z,1.71,4.8 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-08-01T03:00:00Z,0.0,3.7 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-08-01T03:00:00Z,2.86,1.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-08-01T03:00:00Z,2.09,7.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-08-01T03:15:00Z,1.215,6.05 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-08-01T03:15:00Z,2.04,7.1 
