network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-01T00:00:00Z,0.0,0.0 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2020-07-01T00:00:00Z,0.908,7.86 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:00:00Z,1.756,7.44 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:00:00Z,2.191,7.26 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:00:00Z,1.731,5.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:15:00Z,1.75,7.36 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:15:00Z,2.211,7.23 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:15:00Z,1.733,4.97 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-01T00:30:00Z,2.0,7.78 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-01T00:30:00Z,2.432,2.08 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-07-01T00:30:00Z,2.203,6.28 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-01T00:30:00Z,3.975,12.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-01T00:30:00Z,1.281,6.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:30:00Z,1.759,7.13 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:30:00Z,2.213,7.38 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:30:00Z,1.739,4.14 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:45:00Z,1.766,6.65 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:45:00Z,2.223,7.46 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:45:00Z,1.75,3.87 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-01T01:00:00Z,0.0,0.0 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2020-07-01T01:00:00Z,0.906,7.29 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:00:00Z,1.784,6.87 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:00:00Z,2.223,7.45 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:00:00Z,1.757,4.81 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:15:00Z,1.793,6.68 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:15:00Z,2.244,7.65 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:15:00Z,1.776,5.02 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-01T01:30:00Z,2.019,7.35 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-01T01:30:00Z,2.461,1.96 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-07-01T01:30:00Z,2.226,6.67 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-01T01:30:00Z,4.002,12.9 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2020-07-01T01:30:00Z,0.977,7.48 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-01T01:30:00Z,1.293,6.24 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:30:00Z,1.795,6.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:30:00Z,2.249,7.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:30:00Z,1.782,4.94 
