network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2015-07-01T00:00:00Z,1.599,6.13,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-07-01T00:00:00Z,1.78,7.23,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-07-01T00:00:00Z,1.652,7.89,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-07-01T00:00:00Z,3.544,7.36,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-07-01T00:00:00Z,0.926,6.36,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-07-01T00:00:00Z,0.956,7.68,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-07-01T00:00:00Z,1.4,8.11,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-07-01T00:00:00Z,2.14,5.8,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-07-01T00:00:00Z,1.0,7.37,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2015-07-01T00:00:00Z,1.501,6.79,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-07-01T00:00:00Z,1.338,7.55,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-07-01T00:00:00Z,1.0,7.74,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-07-01T00:02:00Z,3.025,5.79,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-07-01T00:05:00Z,2.479,6.43,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-07-01T00:07:00Z,1.891,6.82,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-07-01T00:10:00Z,1.533,6.62,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-07-01T00:13:00Z,1.053,6.59,1111122 
