network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T06:00:00Z,2.4,2.46 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T06:00:00Z,1.0,6.98 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T06:00:00Z,1.0,1.27 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T06:15:00Z,2.14,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T06:15:00Z,0.0,6.9 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T06:30:00Z,2.21,6.82 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T06:30:00Z,1.0,10.05 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T06:30:00Z,1.0,5.7 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T06:30:00Z,1.0,6.7 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T06:30:00Z,1.0,6.2 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T06:30:00Z,1.0,1.17 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T06:30:00Z,1.0,5.18 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T07:00:00Z,2.23,6.37 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T07:00:00Z,2.99,6.2 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T07:00:00Z,1.27,1.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T07:00:00Z,2.3,5.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T07:00:00Z,2.415,2.3 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T07:15:00Z,2.15,7.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T07:15:00Z,0.0,6.8 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T07:30:00Z,2.26,6.65 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T07:30:00Z,1.0,4.27 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T07:30:00Z,1.0,5.51 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T07:30:00Z,1.0,6.57 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T07:30:00Z,1.0,6.08 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T07:30:00Z,1.0,0.94 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T07:30:00Z,1.0,4.89 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T08:00:00Z,2.28,6.76 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T08:00:00Z,3.0,5.9 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T08:00:00Z,1.28,1.4 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T08:00:00Z,2.34,5.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T08:00:00Z,2.428,2.9 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T08:15:00Z,2.17,6.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T08:15:00Z,0.0,6.6 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T08:30:00Z,2.3,6.64 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T08:30:00Z,1.0,6.58 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T08:30:00Z,1.0,5.31 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T08:30:00Z,1.0,6.19 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T08:30:00Z,1.0,5.84 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T08:30:00Z,1.0,0.61 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T08:30:00Z,1.0,4.56 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T09:00:00Z,2.32,6.55 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T09:00:00Z,3.03,5.8 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T09:00:00Z,1.32,2.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T09:00:00Z,2.36,4.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T09:00:00Z,2.44,3.05 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T09:15:00Z,2.18,6.2 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T09:15:00Z,0.0,6.5 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T09:30:00Z,2.33,6.43 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T09:30:00Z,1.0,4.02 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T09:30:00Z,1.0,5.4 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T09:30:00Z,1.0,5.86 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T09:30:00Z,1.0,5.74 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T09:30:00Z,1.0,0.77 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T09:30:00Z,1.0,4.11 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T10:00:00Z,2.33,6.51 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T10:00:00Z,3.04,5.6 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T10:00:00Z,1.39,2.2 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T10:00:00Z,2.37,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T10:00:00Z,2.46,3.09 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T10:15:00Z,2.19,6.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T10:15:00Z,0.0,6.4 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T10:30:00Z,2.34,6.58 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T10:30:00Z,1.0,4.35 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T10:30:00Z,1.0,5.59 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T10:30:00Z,1.0,0.61 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T10:30:00Z,1.0,3.7 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T11:00:00Z,2.34,6.6 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T11:00:00Z,3.06,5.5 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T11:00:00Z,1.45,2.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T11:00:00Z,2.38,4.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T11:00:00Z,2.495,2.75 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T11:00:00Z,1.0,5.58 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T11:15:00Z,2.2,5.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T11:15:00Z,0.0,6.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T11:30:00Z,2.33,6.51 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T11:30:00Z,1.0,5.5 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T11:30:00Z,1.0,5.53 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T11:30:00Z,1.0,5.36 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T11:30:00Z,1.0,0.75 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T11:30:00Z,1.0,3.41 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T12:00:00Z,2.33,6.48 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T12:00:00Z,3.08,5.2 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T12:00:00Z,1.48,2.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T12:00:00Z,2.38,4.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T12:00:00Z,2.54,2.37 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T12:15:00Z,2.22,5.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T12:15:00Z,0.0,5.9 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T12:30:00Z,2.34,6.47 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T12:30:00Z,1.0,8.49 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T12:30:00Z,1.0,5.41 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T12:30:00Z,1.0,5.17 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T12:30:00Z,1.0,5.48 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T12:30:00Z,1.0,0.84 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T12:30:00Z,1.0,2.92 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T13:00:00Z,2.32,6.42 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T13:00:00Z,3.1,5.3 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T13:00:00Z,1.5,1.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T13:00:00Z,2.36,4.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T13:00:00Z,2.57,2.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T13:15:00Z,2.23,5.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T13:15:00Z,0.0,5.7 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T13:30:00Z,2.31,6.44 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T13:30:00Z,1.0,3.58 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T13:30:00Z,1.0,5.7 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T13:30:00Z,1.0,5.34 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T13:30:00Z,1.0,0.52 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T13:30:00Z,1.0,2.49 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T14:00:00Z,2.29,6.38 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T14:00:00Z,3.12,5.2 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T14:00:00Z,1.51,1.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T14:00:00Z,2.32,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T14:00:00Z,2.59,2.37 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T14:15:00Z,2.24,5.5 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T14:15:00Z,0.0,5.6 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T14:30:00Z,2.25,6.56 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T14:30:00Z,1.0,7.4 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T14:30:00Z,1.0,5.89 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T14:30:00Z,1.0,4.71 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T14:30:00Z,1.0,0.71 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T14:30:00Z,1.0,2.17 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T15:00:00Z,2.24,6.57 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T15:00:00Z,3.14,5.3 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T15:00:00Z,1.46,1.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T15:00:00Z,2.28,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T15:00:00Z,2.61,2.47 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T15:15:00Z,2.26,5.3 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T15:15:00Z,0.0,5.5 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T15:30:00Z,2.2,6.63 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T15:30:00Z,1.0,7.44 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T15:30:00Z,1.0,5.84 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-09-01T15:30:00Z,1.0,5.33 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T15:30:00Z,1.0,2.38 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T16:00:00Z,2.19,6.74 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T16:00:00Z,3.14,5.5 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T16:00:00Z,1.36,2.4 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T16:00:00Z,2.22,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T16:00:00Z,2.6,2.64 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T16:00:00Z,1.0,4.38 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T16:15:00Z,2.27,5.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T16:15:00Z,0.0,6.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T16:30:00Z,2.15,6.77 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T16:30:00Z,1.0,5.6 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T16:30:00Z,1.0,6.32 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T16:30:00Z,1.0,4.67 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T16:30:00Z,1.0,8.07 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T16:30:00Z,1.0,2.77 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T17:00:00Z,2.12,6.82 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T17:00:00Z,3.13,6.0 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T17:00:00Z,1.25,2.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T17:00:00Z,2.14,4.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T17:00:00Z,2.548,2.61 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T17:15:00Z,2.28,4.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T17:15:00Z,0.0,6.7 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T17:30:00Z,2.06,7.19 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T17:30:00Z,1.0,10.95 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T17:30:00Z,1.0,6.82 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T17:30:00Z,1.0,4.42 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2021-09-01T17:30:00Z,1.0,8.04 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T17:30:00Z,1.0,7.07 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T18:00:00Z,2.04,7.21 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-09-01T18:00:00Z,3.12,5.8 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2021-09-01T18:00:00Z,1.13,3.2 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-09-01T18:00:00Z,2.11,4.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T18:00:00Z,2.487,3.21 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-09-01T18:15:00Z,2.27,4.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-09-01T18:15:00Z,0.0,7.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-09-01T18:30:00Z,2.0,7.58 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-09-01T18:30:00Z,1.0,2.06 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2021-09-01T18:30:00Z,1.0,7.09 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-09-01T18:30:00Z,1.0,5.2 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-09-01T18:30:00Z,1.0,6.57 
