network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T00:00:00Z,2.0,5.83 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T00:00:00Z,2.1,8.92 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T00:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-11-01T00:00:00Z,0.0,8.1 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-11-01T00:00:00Z,2.77,7.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-11-01T00:00:00Z,1.97,9.9 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-11-01T00:15:00Z,2.05,9.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-11-01T00:15:00Z,0.0,9.8 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-11-01T00:15:00Z,0.0,8.7 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T00:30:00Z,2.02,7.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T00:30:00Z,2.11,7.84 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T00:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-11-01T00:30:00Z,1.0,0.82 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-11-01T00:30:00Z,1.0,7.53 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-11-01T00:30:00Z,1.0,8.53 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T01:00:00Z,2.04,7.91 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T01:00:00Z,2.13,8.41 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T01:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-11-01T01:00:00Z,0.0,7.9 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-11-01T01:00:00Z,2.77,7.5 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-11-01T01:00:00Z,1.99,11.0 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-11-01T01:00:00Z,1.0,9.26 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-11-01T01:15:00Z,2.05,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-11-01T01:15:00Z,0.0,9.7 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-11-01T01:15:00Z,0.0,8.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T01:30:00Z,2.07,8.14 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T01:30:00Z,2.15,8.39 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T01:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-11-01T01:30:00Z,1.0,9.87 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2021-11-01T01:30:00Z,1.0,0.83 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-11-01T01:30:00Z,1.0,7.44 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-11-01T01:30:00Z,1.0,8.14 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T02:00:00Z,2.09,8.21 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T02:00:00Z,2.16,8.3 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T02:00:00Z,0.0,0.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2021-11-01T02:00:00Z,0.0,7.9 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2021-11-01T02:00:00Z,2.77,7.3 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2021-11-01T02:00:00Z,2.04,10.9 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2021-11-01T02:15:00Z,2.04,8.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2021-11-01T02:15:00Z,0.0,9.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2021-11-01T02:15:00Z,0.0,8.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T02:30:00Z,2.11,8.22 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T02:30:00Z,2.17,8.69 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2021-11-01T02:30:00Z,0.0,0.0 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2021-11-01T02:30:00Z,1.0,9.81 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2021-11-01T02:30:00Z,1.0,7.33 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2021-11-01T02:30:00Z,1.0,7.71 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2021-11-01T03:00:00Z,2.13,8.32 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2021-11-01T03:00:00Z,2.17,8.64 
