network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2015-06-01T00:00:00Z,1.788,6.13,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-06-01T00:00:00Z,2.084,7.54,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-06-01T00:00:00Z,1.882,8.59,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-06-01T00:00:00Z,3.882,5.39,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-06-01T00:00:00Z,1.091,8.02,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-06-01T00:00:00Z,1.15,6.7,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2015-06-01T00:00:00Z,1.67,3.45,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2015-06-01T00:00:00Z,2.21,6.69,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-06-01T00:00:00Z,1.0,7.35,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2015-06-01T00:00:00Z,1.56,8.78,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-06-01T00:00:00Z,1.487,7.46,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-06-01T00:00:00Z,2.18,4.48,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2015-06-01T00:00:00Z,1.0,6.29,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:02:00Z,3.025,6.42,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:05:00Z,2.47,8.24,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:07:00Z,2.06,8.45,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:10:00Z,1.548,8.61,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:12:00Z,0.94,8.58,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2015-06-01T00:15:00Z,0.591,8.51,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-06-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-06-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-06-01T00:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2015-06-01T00:30:00Z,1.77,6.09,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-06-01T00:30:00Z,2.093,7.39,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-06-01T00:30:00Z,1.885,8.51,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-06-01T00:30:00Z,3.878,5.35,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2015-06-01T00:30:00Z,1.067,7.6,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2015-06-01T00:30:00Z,1.136,6.7,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-06-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-06-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-06-01T00:30:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2015-06-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2015-06-01T00:45:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2015-06-01T00:45:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2015-06-01T01:00:00Z,1.764,5.77,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2015-06-01T01:00:00Z,2.087,6.86,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2015-06-01T01:00:00Z,1.883,8.39,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2015-06-01T01:00:00Z,3.875,5.49,1111122 
