network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T01:30:00Z,1.0,0.64 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T01:30:00Z,1.0,9.45 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T01:30:00Z,1.0,6.05 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T01:30:00Z,1.0,6.25 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T01:30:00Z,1.0,7.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T01:45:00Z,31.24,6.14 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T02:00:00Z,2.57,2.1 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T02:00:00Z,1.9,7.19 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T02:00:00Z,1.53,4.65 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:00:00Z,31.24,6.58 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T02:00:00Z,0.0,4.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T02:00:00Z,0.0,4.4 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T02:00:00Z,3.08,6.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T02:00:00Z,2.2,5.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:15:00Z,31.26,5.16 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T02:15:00Z,0.0,3.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T02:15:00Z,2.3,6.6 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T02:15:00Z,0.0,5.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T02:30:00Z,2.13,4.35 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T02:30:00Z,2.57,2.2 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T02:30:00Z,1.93,7.3 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T02:30:00Z,1.54,5.17 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:30:00Z,31.28,6.62 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T02:30:00Z,1.0,0.67 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T02:30:00Z,1.0,9.11 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T02:30:00Z,1.0,6.09 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T02:30:00Z,1.0,5.57 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T02:30:00Z,1.0,5.46 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:45:00Z,31.3,6.25 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T03:00:00Z,2.14,4.37 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T03:00:00Z,2.58,9.44 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T03:00:00Z,1.93,7.15 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T03:00:00Z,1.55,5.66 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:00:00Z,31.42,6.85 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-09-01T03:00:00Z,0.0,0.3 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T03:00:00Z,0.0,3.9 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T03:00:00Z,0.0,4.9 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T03:00:00Z,3.09,6.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T03:00:00Z,2.22,6.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:15:00Z,31.29,5.85 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T03:15:00Z,0.0,1.8 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T03:15:00Z,2.32,6.4 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T03:15:00Z,0.0,5.9 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T03:30:00Z,2.14,5.13 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T03:30:00Z,2.58,9.59 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T03:30:00Z,1.93,6.76 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T03:30:00Z,1.56,5.81 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:30:00Z,31.3,6.07 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T03:30:00Z,1.0,0.68 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T03:30:00Z,1.0,8.83 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T03:30:00Z,1.0,6.4 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T03:30:00Z,1.0,4.69 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T03:30:00Z,1.0,4.79 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:45:00Z,31.31,2.74 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T04:00:00Z,2.16,5.44 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T04:00:00Z,2.59,9.34 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T04:00:00Z,1.95,6.56 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T04:00:00Z,1.55,6.21 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:00:00Z,31.34,5.92 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-09-01T04:00:00Z,0.0,0.1 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T04:00:00Z,0.0,3.8 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T04:00:00Z,0.0,5.3 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T04:00:00Z,3.1,6.4 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T04:00:00Z,2.26,7.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2022-09-01T04:00:00Z,1.29,6.59 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T04:00:00Z,2.57,6.09 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T04:00:00Z,1.42,4.46 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T04:00:00Z,2.344,4.23 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2022-09-01T04:00:00Z,1.34,3.38 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:15:00Z,31.35,6.36 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T04:15:00Z,0.0,6.2 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T04:15:00Z,2.33,6.3 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T04:15:00Z,0.0,5.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T04:30:00Z,2.6,9.28 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T04:30:00Z,1.96,5.95 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T04:30:00Z,1.55,6.23 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:30:00Z,31.44,6.94 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T04:30:00Z,1.0,0.7 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T04:30:00Z,1.0,8.54 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T04:30:00Z,1.0,5.96 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T04:30:00Z,1.0,4.79 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T04:30:00Z,1.0,4.43 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:45:00Z,31.39,6.16 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T05:00:00Z,2.19,5.92 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T05:00:00Z,2.61,6.12 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T05:00:00Z,1.97,4.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:00:00Z,31.41,4.9 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T05:00:00Z,0.0,2.3 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T05:00:00Z,0.0,5.1 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T05:00:00Z,3.1,5.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T05:00:00Z,2.28,7.3 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2022-09-01T05:00:00Z,1.47,5.68 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T05:00:00Z,2.57,6.01 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T05:00:00Z,1.35,4.09 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T05:00:00Z,2.286,4.14 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2022-09-01T05:00:00Z,1.51,3.84 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:15:00Z,31.43,2.53 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T05:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T05:15:00Z,2.34,6.2 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T05:15:00Z,0.0,5.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T05:30:00Z,2.21,5.62 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T05:30:00Z,2.63,3.81 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T05:30:00Z,1.99,4.38 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T05:30:00Z,1.56,6.02 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:30:00Z,31.45,3.63 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T05:30:00Z,1.0,0.71 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T05:30:00Z,1.0,8.16 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T05:30:00Z,1.0,5.93 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T05:30:00Z,1.0,3.67 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T05:30:00Z,1.0,4.35 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:45:00Z,31.57,5.82 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T06:00:00Z,2.22,2.62 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T06:00:00Z,2.63,3.07 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T06:00:00Z,1.99,4.96 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T06:00:00Z,1.58,6.02 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:00:00Z,31.51,3.94 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T06:00:00Z,0.0,2.5 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T06:00:00Z,0.0,4.6 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T06:00:00Z,3.1,6.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T06:00:00Z,2.3,7.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2022-09-01T06:00:00Z,1.58,4.96 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T06:00:00Z,2.57,5.21 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T06:00:00Z,1.32,4.23 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T06:00:00Z,2.265,3.53 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2022-09-01T06:00:00Z,1.64,4.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:15:00Z,31.47,6.5 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T06:15:00Z,0.0,5.8 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T06:15:00Z,2.34,6.3 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T06:15:00Z,0.0,5.4 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T06:30:00Z,2.23,3.95 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T06:30:00Z,2.65,2.82 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T06:30:00Z,2.01,4.58 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T06:30:00Z,1.57,5.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:30:00Z,31.33,6.42 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T06:30:00Z,1.0,0.72 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T06:30:00Z,1.0,7.71 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T06:30:00Z,1.0,5.74 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T06:30:00Z,1.0,4.05 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T06:30:00Z,1.0,3.87 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:45:00Z,31.28,6.03 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T07:00:00Z,2.25,3.89 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T07:00:00Z,2.66,2.63 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T07:00:00Z,2.01,4.76 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T07:00:00Z,1.57,5.96 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:00:00Z,31.26,5.88 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T07:00:00Z,0.0,2.2 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T07:00:00Z,0.0,4.6 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T07:00:00Z,3.1,5.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T07:00:00Z,2.33,7.1 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2022-09-01T07:00:00Z,1.64,5.81 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T07:00:00Z,2.59,5.08 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T07:00:00Z,1.37,4.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T07:00:00Z,2.312,3.27 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2022-09-01T07:00:00Z,1.72,3.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:15:00Z,31.2,5.53 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T07:15:00Z,0.0,5.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T07:15:00Z,2.34,6.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T07:30:00Z,2.26,5.13 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T07:30:00Z,2.65,1.95 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T07:30:00Z,2.02,6.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T07:30:00Z,1.57,5.78 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:30:00Z,31.18,5.54 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T07:30:00Z,1.0,0.72 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T07:30:00Z,1.0,7.26 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T07:30:00Z,1.0,6.03 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T07:30:00Z,1.0,3.79 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T07:30:00Z,1.0,3.73 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:45:00Z,31.18,5.01 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T08:00:00Z,2.26,5.47 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T08:00:00Z,2.65,1.78 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T08:00:00Z,2.01,6.63 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T08:00:00Z,1.56,5.59 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:00:00Z,31.19,2.9 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2022-09-01T08:00:00Z,0.0,2.2 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2022-09-01T08:00:00Z,0.0,3.7 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-09-01T08:00:00Z,3.11,6.2 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-09-01T08:00:00Z,2.33,6.8 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2022-09-01T08:00:00Z,1.72,5.33 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T08:00:00Z,2.61,5.29 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T08:00:00Z,1.47,3.38 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T08:00:00Z,2.372,3.64 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2022-09-01T08:00:00Z,1.78,3.68 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:15:00Z,31.14,5.2 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-09-01T08:15:00Z,0.0,5.2 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-09-01T08:15:00Z,2.34,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-09-01T08:15:00Z,0.0,5.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T08:30:00Z,2.27,5.16 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T08:30:00Z,2.64,2.01 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T08:30:00Z,2.01,6.76 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T08:30:00Z,1.56,5.33 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:30:00Z,31.15,4.68 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2022-09-01T08:30:00Z,1.0,0.71 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-09-01T08:30:00Z,1.0,7.05 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-09-01T08:30:00Z,1.0,6.19 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-09-01T08:30:00Z,1.0,4.03 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-09-01T08:30:00Z,1.0,3.14 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:45:00Z,31.2,4.08 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-09-01T09:00:00Z,2.25,5.12 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-09-01T09:00:00Z,2.64,2.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-09-01T09:00:00Z,2.0,6.62 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2022-09-01T09:00:00Z,1.57,5.33 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T09:00:00Z,31.13,4.75 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-09-01T09:00:00Z,0.0,0.4 
