network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T03:00:00Z,1.0,5.94 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T03:00:00Z,1.0,5.38 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T03:00:00Z,1.0,6.11 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T03:15:00Z,0.0,7.5 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T03:15:00Z,2.26,6.2 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T03:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T03:15:00Z,0.0,5.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T03:30:00Z,2.1,4.88 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T03:30:00Z,2.18,5.28 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T03:30:00Z,2.0,6.29 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T04:00:00Z,2.09,5.23 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T04:00:00Z,2.19,4.98 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T04:00:00Z,1.99,5.12 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-08-01T04:00:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T04:00:00Z,3.0,5.9 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T04:00:00Z,0.74,4.6 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T04:00:00Z,1.96,5.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T04:00:00Z,2.294,4.67 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T04:00:00Z,1.0,5.72 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T04:00:00Z,1.0,1.04 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T04:00:00Z,1.0,5.86 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T04:00:00Z,1.0,5.25 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T04:00:00Z,1.0,4.87 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T04:15:00Z,0.0,5.2 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T04:15:00Z,2.26,6.3 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T04:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T04:15:00Z,0.0,5.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T04:30:00Z,2.09,4.69 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T04:30:00Z,2.2,5.04 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T04:30:00Z,2.02,3.92 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T05:00:00Z,2.08,5.16 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T05:00:00Z,2.22,5.3 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T05:00:00Z,2.01,3.44 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-08-01T05:00:00Z,0.0,5.2 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T05:00:00Z,2.99,5.8 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T05:00:00Z,0.89,5.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T05:00:00Z,1.96,5.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T05:00:00Z,2.24,4.36 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T05:00:00Z,1.0,5.49 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T05:00:00Z,1.0,1.06 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T05:00:00Z,1.0,5.8 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T05:00:00Z,1.0,5.31 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T05:00:00Z,1.0,4.16 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T05:15:00Z,0.0,5.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T05:15:00Z,2.24,6.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T05:15:00Z,0.0,5.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T05:15:00Z,0.0,5.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T05:30:00Z,2.08,4.11 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T05:30:00Z,2.21,3.38 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T05:30:00Z,2.01,3.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T06:00:00Z,2.09,4.53 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T06:00:00Z,2.22,3.87 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T06:00:00Z,2.0,3.26 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T06:00:00Z,2.98,5.8 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T06:00:00Z,1.05,4.8 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T06:00:00Z,1.98,5.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T06:00:00Z,2.222,4.37 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T06:00:00Z,1.0,5.24 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T06:00:00Z,1.0,1.02 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T06:00:00Z,1.0,5.77 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T06:00:00Z,1.0,5.03 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T06:00:00Z,1.0,3.42 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T06:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T06:15:00Z,2.23,6.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T06:15:00Z,0.0,5.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T06:15:00Z,0.0,5.4 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T06:30:00Z,2.23,4.53 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T06:30:00Z,2.02,3.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T07:00:00Z,2.12,4.32 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T07:00:00Z,2.24,5.57 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T07:00:00Z,2.02,2.8 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T07:00:00Z,2.96,5.7 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T07:00:00Z,1.21,4.7 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T07:00:00Z,2.03,5.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T07:00:00Z,2.241,4.29 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T07:00:00Z,1.0,4.98 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T07:00:00Z,1.0,1.01 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T07:00:00Z,1.0,5.68 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T07:00:00Z,1.0,4.49 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T07:00:00Z,1.0,3.65 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T07:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T07:15:00Z,2.22,5.9 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T07:15:00Z,0.0,5.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T07:15:00Z,0.0,5.4 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T07:30:00Z,2.13,5.15 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T07:30:00Z,2.25,5.59 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T07:30:00Z,2.04,2.98 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T08:00:00Z,2.14,5.05 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T08:00:00Z,2.29,5.64 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T08:00:00Z,2.06,3.52 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T08:00:00Z,2.96,5.7 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T08:00:00Z,1.31,4.7 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T08:00:00Z,2.06,4.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T08:00:00Z,2.282,4.38 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T08:00:00Z,1.0,4.67 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T08:00:00Z,1.0,0.98 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T08:00:00Z,1.0,5.65 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T08:00:00Z,1.0,4.49 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T08:00:00Z,1.0,3.64 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T08:15:00Z,0.0,6.1 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T08:15:00Z,2.21,5.6 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T08:15:00Z,0.0,5.3 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T08:15:00Z,0.0,5.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T08:30:00Z,2.17,5.43 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T08:30:00Z,2.32,5.21 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T08:30:00Z,2.07,3.6 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T09:00:00Z,2.34,5.77 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T09:00:00Z,2.08,3.88 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T09:00:00Z,2.95,5.6 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T09:00:00Z,1.33,1.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T09:00:00Z,2.11,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T09:00:00Z,2.319,5.05 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T09:00:00Z,1.0,0.98 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T09:00:00Z,1.0,5.57 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T09:00:00Z,1.0,4.55 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T09:15:00Z,0.0,6.1 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T09:15:00Z,2.21,5.5 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T09:15:00Z,0.0,5.3 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T09:15:00Z,0.0,5.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T09:30:00Z,2.22,5.38 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T09:30:00Z,2.36,5.71 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T09:30:00Z,2.1,3.66 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T09:30:00Z,1.0,4.42 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T09:30:00Z,1.0,2.11 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T10:00:00Z,2.26,5.35 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T10:00:00Z,2.38,5.36 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T10:00:00Z,2.13,3.29 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T10:00:00Z,2.96,5.5 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T10:00:00Z,1.26,4.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T10:00:00Z,2.18,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T10:00:00Z,2.367,5.14 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T10:00:00Z,1.0,4.08 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T10:00:00Z,1.0,1.0 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T10:00:00Z,1.0,5.48 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T10:00:00Z,1.0,3.98 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T10:00:00Z,1.0,2.08 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T10:15:00Z,0.0,6.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T10:15:00Z,2.2,5.4 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T10:15:00Z,0.0,4.8 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T10:15:00Z,0.0,5.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T10:30:00Z,2.29,5.16 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T10:30:00Z,2.41,5.21 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T10:30:00Z,2.16,3.81 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T11:00:00Z,2.28,5.24 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T11:00:00Z,2.44,5.12 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T11:00:00Z,2.18,3.77 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T11:00:00Z,2.98,5.3 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T11:00:00Z,1.18,4.3 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T11:00:00Z,2.21,5.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T11:00:00Z,2.404,4.54 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T11:00:00Z,1.0,3.65 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T11:00:00Z,1.0,0.97 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T11:00:00Z,1.0,5.28 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T11:00:00Z,1.0,3.8 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T11:00:00Z,1.0,2.61 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T11:15:00Z,0.0,5.1 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T11:15:00Z,2.2,5.5 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T11:15:00Z,0.0,4.7 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T11:15:00Z,0.0,5.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T11:30:00Z,2.31,5.29 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T11:30:00Z,2.44,5.18 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T11:30:00Z,2.19,4.39 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2022-08-01T12:00:00Z,2.3,4.81 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2022-08-01T12:00:00Z,2.45,5.37 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2022-08-01T12:00:00Z,2.2,4.52 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2022-08-01T12:00:00Z,0.0,2.6 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2022-08-01T12:00:00Z,3.0,5.4 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2022-08-01T12:00:00Z,1.07,4.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2022-08-01T12:00:00Z,2.23,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-08-01T12:00:00Z,2.443,4.02 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2022-08-01T12:00:00Z,1.0,2.63 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2022-08-01T12:00:00Z,1.0,0.98 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2022-08-01T12:00:00Z,1.0,5.37 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2022-08-01T12:00:00Z,1.0,3.92 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2022-08-01T12:00:00Z,1.0,2.09 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2022-08-01T12:15:00Z,0.0,5.4 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2022-08-01T12:15:00Z,2.21,5.5 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2022-08-01T12:15:00Z,0.0,4.5 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2022-08-01T12:15:00Z,0.0,4.5 
