network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T00:00:00Z,20.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T00:15:00Z,19.73 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T00:30:00Z,20.77 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T00:45:00Z,19.58 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T01:00:00Z,20.13 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T01:15:00Z,19.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T01:45:00Z,19.55 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:00:00Z,19.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:15:00Z,18.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:30:00Z,20.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T02:45:00Z,17.52 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:00:00Z,18.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:15:00Z,18.71 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:30:00Z,19.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T03:45:00Z,17.26 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:00:00Z,17.99 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T04:00:00Z,2.58 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T04:00:00Z,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T04:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:15:00Z,17.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:30:00Z,20.35 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T04:45:00Z,17.39 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:00:00Z,15.28 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T05:00:00Z,2.65 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T05:00:00Z,5.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T05:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:15:00Z,14.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:30:00Z,16.65 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T05:45:00Z,18.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:00:00Z,14.84 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T06:00:00Z,2.64 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T06:00:00Z,5.2 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T06:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:15:00Z,17.77 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:30:00Z,18.11 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T06:45:00Z,17.43 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:00:00Z,16.81 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T07:00:00Z,3.01 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T07:00:00Z,5.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T07:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:15:00Z,16.32 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:30:00Z,16.01 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T07:45:00Z,16.19 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:00:00Z,15.4 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T08:00:00Z,3.43 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T08:00:00Z,5.3 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T08:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:15:00Z,15.48 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:30:00Z,15.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T08:45:00Z,14.54 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T09:00:00Z,14.88 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T09:00:00Z,4.0 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T09:00:00Z,4.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T09:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T09:15:00Z,16.07 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T09:30:00Z,14.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T09:45:00Z,12.11 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T10:00:00Z,14.74 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T10:00:00Z,3.8 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T10:00:00Z,5.0 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T10:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T10:15:00Z,14.68 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T10:30:00Z,13.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T10:45:00Z,13.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T11:00:00Z,13.61 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T11:00:00Z,3.54 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T11:00:00Z,4.7 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T11:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T11:15:00Z,12.53 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T11:30:00Z,13.41 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T11:45:00Z,12.72 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T12:00:00Z,12.29 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T12:00:00Z,3.66 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T12:00:00Z,4.8 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T12:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T12:15:00Z,12.15 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T12:30:00Z,11.97 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T12:45:00Z,11.54 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T13:00:00Z,30.73 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T13:00:00Z,2.41 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T13:00:00Z,4.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T13:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T13:15:00Z,12.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T13:30:00Z,11.45 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T13:45:00Z,11.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T14:00:00Z,11.37 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T14:00:00Z,2.19 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T14:00:00Z,5.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2022-09-01T14:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T14:15:00Z,15.66 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T14:30:00Z,11.68 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T14:45:00Z,12.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-09-01T15:00:00Z,12.9 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-09-01T15:00:00Z,2.38 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2022-09-01T15:00:00Z,5.2 
