network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:15:00Z,25.97 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:15:00Z,8.44 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:15:00Z,14.08 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:30:00Z,26.19 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:30:00Z,8.41 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:30:00Z,22.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:45:00Z,27.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:45:00Z,8.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:45:00Z,23.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:00:00Z,25.85 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:00:00Z,8.15 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:00:00Z,22.19 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:15:00Z,25.87 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:15:00Z,8.34 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:15:00Z,22.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:30:00Z,24.62 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:30:00Z,8.31 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:30:00Z,21.78 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:45:00Z,23.73 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:45:00Z,8.36 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:45:00Z,21.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:00:00Z,21.56 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:00:00Z,8.71 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:00:00Z,19.48 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:15:00Z,19.12 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:15:00Z,8.28 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:15:00Z,20.15 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T02:30:00Z,20.09 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T02:30:00Z,8.18 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T02:30:00Z,19.76 
