network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T00:00:00Z,26.41 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T00:15:00Z,27.68 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T00:30:00Z,27.76 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T00:45:00Z,28.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T01:00:00Z,27.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T01:15:00Z,26.93 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T01:30:00Z,26.19 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T01:45:00Z,27.26 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T02:00:00Z,27.22 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T02:15:00Z,26.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T02:30:00Z,26.08 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T02:45:00Z,27.26 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T03:00:00Z,26.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T03:15:00Z,26.78 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T03:30:00Z,27.36 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T03:45:00Z,27.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T04:00:00Z,27.05 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T04:00:00Z,6.33 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T04:15:00Z,28.02 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T04:30:00Z,27.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T04:45:00Z,27.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T05:00:00Z,27.42 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T05:00:00Z,4.91 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T05:15:00Z,28.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T05:30:00Z,26.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T05:45:00Z,27.84 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T06:00:00Z,27.78 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T06:00:00Z,19.04 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T06:15:00Z,28.08 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T06:30:00Z,28.39 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T06:45:00Z,28.76 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T07:00:00Z,27.72 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T07:00:00Z,76.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T07:15:00Z,26.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T07:30:00Z,28.32 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T07:45:00Z,27.91 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T08:00:00Z,28.36 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T08:00:00Z,30.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T08:15:00Z,28.14 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T08:30:00Z,26.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T08:45:00Z,24.56 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T09:00:00Z,28.06 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T09:15:00Z,27.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T09:30:00Z,26.91 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T09:45:00Z,26.45 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T10:00:00Z,25.84 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T10:00:00Z,25.19 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T10:15:00Z,24.97 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T10:30:00Z,25.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T10:45:00Z,23.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T11:00:00Z,23.56 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T11:00:00Z,25.07 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T11:15:00Z,23.09 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T11:30:00Z,22.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T11:45:00Z,21.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T12:00:00Z,20.65 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T12:00:00Z,39.36 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T12:15:00Z,19.56 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T12:30:00Z,18.75 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T12:45:00Z,18.55 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T13:00:00Z,18.35 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T13:00:00Z,7.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T13:15:00Z,17.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T13:30:00Z,17.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T13:45:00Z,17.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T14:00:00Z,17.47 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2022-10-01T14:00:00Z,3.12 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T14:15:00Z,17.48 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T15:15:00Z,18.07 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T15:30:00Z,18.32 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T15:45:00Z,18.18 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2022-10-01T16:00:00Z,18.38 
