network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T00:00:00Z,17.64 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T00:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T00:15:00Z,17.05 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T00:15:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T00:30:00Z,17.43 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T00:30:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T00:45:00Z,17.21 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T00:45:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T01:00:00Z,17.17 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T01:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T01:15:00Z,17.17 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T01:15:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T01:30:00Z,16.72 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T01:30:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T01:45:00Z,16.75 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T01:45:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T02:00:00Z,16.98 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T02:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T02:15:00Z,16.76 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T02:15:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T02:30:00Z,16.76 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T02:30:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T02:45:00Z,16.75 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T02:45:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T03:00:00Z,16.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2021-06-01T03:00:00Z,-9999.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2021-06-01T03:15:00Z,16.12 
