network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T04:00:00Z,4.25 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T05:00:00Z,4.75 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T06:00:00Z,4.71 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T07:00:00Z,4.54 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T08:00:00Z,4.55 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T09:00:00Z,4.67 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T10:00:00Z,4.74 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T11:00:00Z,4.46 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T12:00:00Z,4.26 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T13:00:00Z,4.41 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T14:00:00Z,4.28 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T15:00:00Z,4.38 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T16:00:00Z,4.43 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T17:00:00Z,4.78 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T18:00:00Z,5.64 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T19:00:00Z,5.06 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T20:00:00Z,5.69 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T21:00:00Z,5.58 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-01T22:00:00Z,7.32 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T04:00:00Z,4.88 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T05:00:00Z,4.96 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T06:00:00Z,5.38 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T07:00:00Z,5.48 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T08:00:00Z,5.27 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T09:00:00Z,6.39 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T10:00:00Z,6.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T11:00:00Z,6.73 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T12:00:00Z,6.58 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T13:00:00Z,6.45 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T14:00:00Z,5.6 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T15:00:00Z,5.34 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T16:00:00Z,6.12 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T17:00:00Z,7.5 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T18:00:00Z,7.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T19:00:00Z,7.39 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T20:00:00Z,6.98 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T21:00:00Z,5.9 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-02T22:00:00Z,6.05 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T04:00:00Z,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T05:00:00Z,5.18 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T06:00:00Z,5.24 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T07:00:00Z,5.37 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T08:00:00Z,5.43 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T09:00:00Z,5.27 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T10:00:00Z,5.21 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T11:00:00Z,5.33 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T12:00:00Z,5.27 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T13:00:00Z,4.94 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T14:00:00Z,5.26 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T15:00:00Z,5.22 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T16:00:00Z,5.16 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T17:00:00Z,5.08 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T18:00:00Z,5.29 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T19:00:00Z,5.31 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T20:00:00Z,5.63 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T21:00:00Z,5.41 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-03T22:00:00Z,5.63 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T04:00:00Z,5.62 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T05:00:00Z,5.42 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T06:00:00Z,5.05 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T07:00:00Z,5.1 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T08:00:00Z,5.18 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T09:00:00Z,5.32 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T10:00:00Z,5.34 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T11:00:00Z,5.39 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T12:00:00Z,5.42 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T13:00:00Z,5.28 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T14:00:00Z,5.29 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T15:00:00Z,5.21 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T16:00:00Z,5.24 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T17:00:00Z,5.21 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T18:00:00Z,5.59 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T19:00:00Z,5.52 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T20:00:00Z,5.38 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T21:00:00Z,5.33 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-04T22:00:00Z,5.4 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T04:00:00Z,5.64 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T05:00:00Z,5.51 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T06:00:00Z,5.37 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T07:00:00Z,5.45 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T08:00:00Z,5.51 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T09:00:00Z,5.36 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2021-09-05T10:00:00Z,5.42 
