network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:00:00Z,18.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:00:00Z,12.26 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:00:00Z,41.48 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:15:00Z,17.34 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:15:00Z,12.73 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:15:00Z,41.78 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:30:00Z,17.28 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:30:00Z,12.67 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:30:00Z,41.96 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:45:00Z,18.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:45:00Z,12.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:45:00Z,42.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:00:00Z,22.11 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:00:00Z,12.73 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:00:00Z,43.34 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:15:00Z,23.29 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:15:00Z,13.56 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:15:00Z,43.36 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:30:00Z,22.06 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:30:00Z,13.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:30:00Z,43.17 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:45:00Z,21.83 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:45:00Z,15.01 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:45:00Z,44.59 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T02:00:00Z,21.75 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T02:00:00Z,16.08 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T02:00:00Z,44.13 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T02:15:00Z,18.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T02:15:00Z,15.71 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T02:15:00Z,43.88 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T02:30:00Z,19.28 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T02:30:00Z,13.49 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T02:30:00Z,42.81 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T02:45:00Z,19.46 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T02:45:00Z,13.95 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T02:45:00Z,41.69 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T03:00:00Z,22.25 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T03:00:00Z,15.18 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T03:00:00Z,42.13 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T03:15:00Z,24.04 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T03:15:00Z,13.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T03:15:00Z,41.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T03:30:00Z,26.16 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T03:30:00Z,12.65 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T03:30:00Z,42.43 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T03:45:00Z,26.49 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T03:45:00Z,12.26 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T03:45:00Z,41.67 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T04:00:00Z,27.41 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T04:00:00Z,12.26 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T04:00:00Z,40.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T04:15:00Z,28.63 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T04:15:00Z,11.49 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T04:15:00Z,40.61 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T04:30:00Z,29.21 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T04:30:00Z,11.31 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T04:30:00Z,40.74 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T04:45:00Z,29.36 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T04:45:00Z,11.25 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T04:45:00Z,41.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T05:00:00Z,27.04 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T05:00:00Z,10.75 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T05:00:00Z,41.19 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T05:15:00Z,30.22 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T05:15:00Z,11.39 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T05:15:00Z,40.59 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T05:30:00Z,29.82 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T05:30:00Z,11.14 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T05:30:00Z,40.99 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T05:45:00Z,30.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T05:45:00Z,11.19 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T05:45:00Z,40.44 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T06:00:00Z,29.79 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T06:00:00Z,11.11 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T06:00:00Z,40.55 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T06:15:00Z,30.76 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T06:15:00Z,10.85 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T06:15:00Z,40.76 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T06:30:00Z,29.82 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T06:30:00Z,11.28 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T06:30:00Z,39.92 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T06:45:00Z,25.49 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T06:45:00Z,10.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T06:45:00Z,40.72 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T07:00:00Z,30.52 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T07:00:00Z,9.87 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T07:00:00Z,40.35 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T07:15:00Z,29.55 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T07:15:00Z,9.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T07:15:00Z,39.62 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T07:30:00Z,30.07 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T07:30:00Z,9.68 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T07:30:00Z,39.59 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T07:45:00Z,27.37 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T07:45:00Z,9.79 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T07:45:00Z,39.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T08:00:00Z,26.95 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T08:00:00Z,9.39 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T08:00:00Z,39.16 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T08:15:00Z,27.92 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T08:15:00Z,9.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T08:15:00Z,39.22 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T08:30:00Z,26.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T08:30:00Z,8.65 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T08:30:00Z,38.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T08:45:00Z,26.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T08:45:00Z,8.55 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T08:45:00Z,38.13 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T09:00:00Z,25.39 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T09:00:00Z,8.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T09:00:00Z,38.67 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T09:15:00Z,22.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T09:15:00Z,8.22 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T09:15:00Z,38.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T09:30:00Z,22.26 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T09:30:00Z,7.83 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T09:30:00Z,38.47 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T09:45:00Z,20.66 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T09:45:00Z,7.98 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T09:45:00Z,38.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T10:00:00Z,19.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T10:00:00Z,8.04 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T10:00:00Z,39.03 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T10:15:00Z,18.41 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T10:15:00Z,8.05 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T10:15:00Z,38.75 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T10:30:00Z,17.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T10:30:00Z,7.94 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T10:30:00Z,38.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T10:45:00Z,16.98 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T10:45:00Z,7.95 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T10:45:00Z,38.29 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T11:00:00Z,16.04 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T11:00:00Z,8.23 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T11:00:00Z,40.07 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T11:15:00Z,16.66 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T11:15:00Z,8.41 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T11:15:00Z,38.15 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T11:30:00Z,16.13 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T11:30:00Z,8.37 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T11:30:00Z,38.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T11:45:00Z,15.48 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T11:45:00Z,8.02 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T11:45:00Z,32.75 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T12:00:00Z,17.03 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T12:00:00Z,8.03 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T12:00:00Z,32.18 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T12:15:00Z,15.42 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T12:15:00Z,8.39 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T12:15:00Z,32.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T12:30:00Z,16.36 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T12:30:00Z,7.72 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T12:30:00Z,32.46 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T12:45:00Z,15.88 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T12:45:00Z,7.79 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T12:45:00Z,32.46 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T13:00:00Z,16.11 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T13:00:00Z,7.92 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T13:00:00Z,33.64 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T13:15:00Z,16.26 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T13:15:00Z,7.89 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T13:15:00Z,33.68 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T13:30:00Z,15.75 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T13:30:00Z,7.76 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T13:30:00Z,33.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T13:45:00Z,16.46 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T13:45:00Z,7.97 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T13:45:00Z,34.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T14:00:00Z,15.62 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T14:00:00Z,8.15 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T14:00:00Z,34.95 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T14:15:00Z,15.78 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T14:15:00Z,8.77 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T14:15:00Z,35.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T14:30:00Z,16.7 
