network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:00:00Z,22.57,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:00:00Z,23.05,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:15:00Z,22.79,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:15:00Z,24.01,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:30:00Z,22.18,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:30:00Z,24.85,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:45:00Z,22.46,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:45:00Z,24.61,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:00:00Z,22.75,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:00:00Z,24.82,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:15:00Z,22.67,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:15:00Z,25.14,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:30:00Z,22.71,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:30:00Z,25.61,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:45:00Z,22.69,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:45:00Z,25.39,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:00:00Z,22.77,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:00:00Z,25.99,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:15:00Z,22.68,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:15:00Z,25.31,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:30:00Z,22.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:30:00Z,25.24,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:45:00Z,22.35,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:45:00Z,25.46,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:00:00Z,22.41,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:00:00Z,26.29,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:15:00Z,22.36,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:15:00Z,26.23,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:30:00Z,22.32,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:30:00Z,25.83,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:45:00Z,22.43,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:45:00Z,25.67,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:00:00Z,22.54,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:00:00Z,25.99,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T04:00:00Z,4.53,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T04:00:00Z,2.2,11111222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T04:00:00Z,8.67,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T04:00:00Z,4.27,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:15:00Z,22.35,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:15:00Z,26.27,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T04:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:30:00Z,22.14,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:30:00Z,27.13,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:45:00Z,22.43,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:45:00Z,26.62,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:00:00Z,22.65,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:00:00Z,27.16,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T05:00:00Z,4.64,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T05:00:00Z,1.97,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T05:00:00Z,5.75,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T05:00:00Z,4.55,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:15:00Z,22.66,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:15:00Z,24.34,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T05:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:30:00Z,22.86,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:30:00Z,26.67,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:45:00Z,22.63,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:45:00Z,26.14,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:00:00Z,22.35,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:00:00Z,26.92,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T06:00:00Z,4.15,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T06:00:00Z,1.65,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T06:00:00Z,7.08,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T06:00:00Z,4.28,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:15:00Z,23.15,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:15:00Z,25.38,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T06:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:30:00Z,23.81,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:30:00Z,24.66,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:45:00Z,24.13,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:45:00Z,26.12,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:00:00Z,24.78,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:00:00Z,24.14,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T07:00:00Z,3.93,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T07:00:00Z,1.73,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T07:00:00Z,5.35,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T07:00:00Z,4.67,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:15:00Z,25.29,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:15:00Z,25.54,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T07:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:30:00Z,27.21,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:30:00Z,25.51,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:45:00Z,26.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:45:00Z,25.11,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:00:00Z,26.06,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:00:00Z,24.97,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T08:00:00Z,3.36,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T08:00:00Z,1.35,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T08:00:00Z,5.34,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T08:00:00Z,4.59,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:15:00Z,25.16,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:15:00Z,23.26,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T08:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:30:00Z,25.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:30:00Z,22.46,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:45:00Z,25.2,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:45:00Z,19.93,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:00:00Z,25.85,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:00:00Z,16.56,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T09:00:00Z,4.41,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T09:00:00Z,1.28,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T09:00:00Z,5.41,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T09:00:00Z,4.5,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:15:00Z,25.14,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:15:00Z,15.55,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T09:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:30:00Z,24.05,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:30:00Z,13.56,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:45:00Z,24.33,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:45:00Z,12.98,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:00:00Z,23.59,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:00:00Z,13.24,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T10:00:00Z,3.71,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T10:00:00Z,1.21,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T10:00:00Z,5.2,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T10:00:00Z,4.11,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:15:00Z,23.78,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:15:00Z,12.3,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T10:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:30:00Z,24.4,11111222 
