network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T00:00:00Z,20.75,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T00:00:00Z,7.87,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T00:15:00Z,23.04,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T00:15:00Z,8.28,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T00:30:00Z,17.85,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T00:30:00Z,6.99,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T00:45:00Z,20.22,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T00:45:00Z,4.8,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T01:00:00Z,23.76,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T01:00:00Z,4.2,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T01:15:00Z,24.49,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T01:15:00Z,3.99,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T01:30:00Z,27.65,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T01:30:00Z,3.51,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T01:45:00Z,25.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T01:45:00Z,3.23,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T02:00:00Z,22.12,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T02:00:00Z,2.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T02:15:00Z,20.31,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T02:15:00Z,2.12,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T02:30:00Z,21.54,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T02:30:00Z,2.17,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T02:45:00Z,22.98,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T02:45:00Z,1.93,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T03:00:00Z,17.55,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T03:00:00Z,1.7,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T03:15:00Z,19.61,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T03:15:00Z,1.57,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T03:30:00Z,23.02,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T03:30:00Z,1.52,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T03:45:00Z,23.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T03:45:00Z,1.74,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T04:00:00Z,24.69,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T04:00:00Z,1.57,11113222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-11-01T04:00:00Z,10.7,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-11-01T04:00:00Z,1.33,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-11-01T04:00:00Z,6.33,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-11-01T04:00:00Z,3.66,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T04:15:00Z,23.67,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T04:15:00Z,1.41,11113222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-11-01T04:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T04:30:00Z,23.67,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T04:30:00Z,1.64,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T04:45:00Z,20.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-11-01T04:45:00Z,1.13,11113222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T05:00:00Z,19.68,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-11-01T05:00:00Z,15.07,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-11-01T05:00:00Z,1.19,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-11-01T05:00:00Z,6.25,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-11-01T05:00:00Z,4.89,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T05:15:00Z,17.32,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-11-01T05:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T05:30:00Z,17.49,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T05:45:00Z,18.4,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T06:00:00Z,16.07,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-11-01T06:00:00Z,11.12,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-11-01T06:00:00Z,1.97,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-11-01T06:00:00Z,6.29,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-11-01T06:00:00Z,5.79,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T06:15:00Z,16.29,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-11-01T06:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T06:30:00Z,17.43,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T06:45:00Z,16.05,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-11-01T07:00:00Z,17.33,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-11-01T07:00:00Z,9.92,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-11-01T07:00:00Z,1.62,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-11-01T07:00:00Z,6.11,11111222 
