network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T04:00:00Z,7.33,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T04:00:00Z,4.35,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T04:00:00Z,9.16,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T04:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T05:00:00Z,6.63,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T05:00:00Z,4.11,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T05:00:00Z,8.95,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T05:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T06:00:00Z,3.95,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T06:00:00Z,8.02,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T06:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T07:00:00Z,4.43,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T07:00:00Z,8.68,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T07:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T08:00:00Z,5.26,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T08:00:00Z,8.02,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T08:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T09:00:00Z,5.36,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T09:00:00Z,8.01,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T09:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T10:00:00Z,5.42,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T10:00:00Z,7.56,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T10:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T11:00:00Z,5.46,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T11:00:00Z,7.84,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T11:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T12:00:00Z,6.93,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T12:00:00Z,4.67,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T12:00:00Z,8.33,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T12:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T13:00:00Z,5.98,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T13:00:00Z,4.05,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T13:00:00Z,7.74,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T13:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T14:00:00Z,4.82,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T14:00:00Z,3.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T14:00:00Z,7.79,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T14:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T15:00:00Z,4.49,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T15:00:00Z,3.78,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T15:00:00Z,7.64,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T15:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T16:00:00Z,4.23,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T16:00:00Z,3.64,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T16:00:00Z,6.49,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T16:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T17:00:00Z,4.75,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T17:00:00Z,4.03,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T17:00:00Z,7.24,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T17:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T18:00:00Z,9.17,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T18:00:00Z,4.3,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T18:00:00Z,7.24,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T18:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T19:00:00Z,12.76,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T19:00:00Z,5.5,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T19:00:00Z,8.11,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T19:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T20:00:00Z,14.99,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T20:00:00Z,5.34,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T20:00:00Z,8.64,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T20:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T21:00:00Z,18.84,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-10-01T21:00:00Z,5.34,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-10-01T21:00:00Z,9.87,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-10-01T21:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-10-01T22:00:00Z,17.95,1111122 
