network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T00:00:00Z,24.1,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T00:15:00Z,25.88,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T00:30:00Z,26.44,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T00:45:00Z,22.72,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T01:00:00Z,26.45,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T01:15:00Z,26.11,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T01:30:00Z,19.63,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T01:45:00Z,18.01,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T02:00:00Z,15.53,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T02:15:00Z,14.86,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T02:30:00Z,13.98,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T02:45:00Z,14.4,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T03:00:00Z,12.33,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T03:15:00Z,11.06,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T03:30:00Z,9.92,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T03:45:00Z,8.52,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T04:00:00Z,8.7,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T04:00:00Z,17.98,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T04:00:00Z,4.19,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T04:00:00Z,5.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T04:00:00Z,20.75,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T04:15:00Z,9.91,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T04:30:00Z,7.46,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T04:45:00Z,6.16,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T05:00:00Z,8.55,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T05:00:00Z,15.71,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T05:00:00Z,4.31,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T05:00:00Z,5.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T05:00:00Z,21.51,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T05:15:00Z,9.52,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T05:30:00Z,10.62,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T05:45:00Z,9.46,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T06:00:00Z,8.88,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T06:00:00Z,14.62,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T06:00:00Z,4.73,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T06:00:00Z,5.63,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T06:00:00Z,32.88,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T06:15:00Z,9.3,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T06:30:00Z,9.5,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T06:45:00Z,9.9,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T07:00:00Z,9.77,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T07:00:00Z,14.17,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T07:00:00Z,4.65,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T07:00:00Z,5.68,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T07:00:00Z,22.82,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T07:15:00Z,9.64,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T07:30:00Z,9.64,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T07:45:00Z,9.68,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T08:00:00Z,9.76,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T08:00:00Z,14.76,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T08:00:00Z,6.5,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T08:00:00Z,5.83,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T08:00:00Z,19.68,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T08:15:00Z,9.86,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T08:30:00Z,9.92,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T08:45:00Z,10.12,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T09:00:00Z,9.95,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T09:00:00Z,12.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T09:00:00Z,9.46,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T09:00:00Z,5.86,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T09:00:00Z,20.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T09:15:00Z,9.84,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T09:30:00Z,9.89,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T09:45:00Z,9.89,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T10:00:00Z,8.78,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T10:00:00Z,6.93,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-09-01T10:00:00Z,7.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-09-01T10:00:00Z,5.97,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-09-01T10:00:00Z,9.89,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T10:15:00Z,8.53,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T10:30:00Z,8.73,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T10:45:00Z,8.95,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T11:00:00Z,8.42,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-09-01T11:00:00Z,6.86,1111122 
