network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:00:00Z,12.82,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:00:00Z,46.8,11113222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:00:00Z,20.74,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:15:00Z,12.69,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:15:00Z,35.61,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:15:00Z,19.59,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:30:00Z,12.83,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:30:00Z,25.23,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:30:00Z,19.82,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:45:00Z,12.75,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:45:00Z,47.78,11113222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:45:00Z,19.64,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:00:00Z,12.31,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:00:00Z,47.35,11113222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:00:00Z,19.61,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:15:00Z,12.45,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:15:00Z,39.81,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:15:00Z,18.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:30:00Z,12.29,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:30:00Z,44.23,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:30:00Z,18.68,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:45:00Z,11.96,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:45:00Z,45.12,11113222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:45:00Z,18.43,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:00:00Z,12.18,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:00:00Z,51.32,11114222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:00:00Z,18.18,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:15:00Z,12.2,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:15:00Z,42.92,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:15:00Z,18.09,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:30:00Z,12.19,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:30:00Z,59.93,11114222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:30:00Z,18.72,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:45:00Z,11.93,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:45:00Z,47.47,11113222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:45:00Z,18.82,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T03:00:00Z,11.7,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T03:00:00Z,65.86,11114222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T03:00:00Z,19.41,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T03:15:00Z,12.03,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T03:15:00Z,53.73,11114222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T03:15:00Z,19.4,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T03:30:00Z,12.2,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T03:30:00Z,44.43,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T03:30:00Z,19.84,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T03:45:00Z,11.29,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T03:45:00Z,42.18,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T03:45:00Z,19.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T04:00:00Z,12.46,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T04:00:00Z,38.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T04:00:00Z,20.46,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-06-01T04:00:00Z,2.77,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-06-01T04:00:00Z,1.11,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-06-01T04:00:00Z,5.01,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-06-01T04:00:00Z,2.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T04:15:00Z,13.39,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T04:15:00Z,41.99,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T04:15:00Z,20.5,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-06-01T04:15:00Z,-9999.0,99999999 
