network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:00:00Z,5.67,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:15:00Z,19.35,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:15:00Z,5.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:30:00Z,18.71,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:30:00Z,5.71,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:45:00Z,19.97,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:45:00Z,5.09,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:00:00Z,18.98,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:00:00Z,5.26,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:15:00Z,18.25,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:15:00Z,4.2,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:30:00Z,18.81,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:30:00Z,4.87,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:45:00Z,18.54,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:45:00Z,4.89,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:00:00Z,18.86,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T04:00:00Z,4.59,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T04:00:00Z,6.23,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T04:00:00Z,0.62,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T04:00:00Z,4.02,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T04:00:00Z,3.97,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:15:00Z,18.72,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T04:15:00Z,4.13,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T04:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:30:00Z,18.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T04:30:00Z,4.52,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:45:00Z,18.27,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T04:45:00Z,4.37,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T05:00:00Z,18.62,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T05:00:00Z,5.21,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T05:00:00Z,5.95,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T05:00:00Z,0.54,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T05:00:00Z,4.09,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T05:00:00Z,4.14,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T05:15:00Z,18.47,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T05:15:00Z,4.71,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T05:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T05:30:00Z,18.95,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T05:30:00Z,5.09,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T05:45:00Z,18.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T05:45:00Z,4.69,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T06:00:00Z,18.32,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T06:00:00Z,4.76,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T06:00:00Z,5.83,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T06:00:00Z,0.61,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T06:00:00Z,4.33,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T06:00:00Z,3.99,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T06:15:00Z,18.12,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T06:15:00Z,4.7,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T06:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T06:30:00Z,18.17,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T06:30:00Z,4.45,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T06:45:00Z,17.86,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T06:45:00Z,4.5,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T07:00:00Z,17.34,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T07:00:00Z,3.81,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T07:00:00Z,5.4,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T07:00:00Z,0.58,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T07:00:00Z,4.05,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T07:00:00Z,4.12,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T07:15:00Z,17.43,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T07:15:00Z,4.58,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T07:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T07:30:00Z,17.81,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T07:30:00Z,3.43,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T07:45:00Z,18.17,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T07:45:00Z,3.47,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T08:00:00Z,17.31,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T08:00:00Z,3.57,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T08:00:00Z,5.03,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T08:00:00Z,0.54,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T08:00:00Z,4.16,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T08:00:00Z,4.01,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T08:15:00Z,17.61,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T08:15:00Z,3.51,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T08:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T08:30:00Z,17.34,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T08:30:00Z,3.47,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T08:45:00Z,17.05,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T08:45:00Z,3.37,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T09:00:00Z,17.07,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T09:00:00Z,3.63,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T09:00:00Z,4.96,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T09:00:00Z,0.52,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T09:00:00Z,4.11,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T09:00:00Z,3.84,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T09:15:00Z,16.76,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T09:15:00Z,3.55,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T09:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T09:30:00Z,16.52,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T09:30:00Z,3.81,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T09:45:00Z,16.12,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T09:45:00Z,5.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T10:00:00Z,15.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T10:00:00Z,6.55,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T10:00:00Z,5.31,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T10:00:00Z,0.52,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T10:00:00Z,4.03,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T10:00:00Z,3.25,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T10:15:00Z,15.87,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T10:15:00Z,8.11,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T10:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T10:30:00Z,15.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T10:30:00Z,9.14,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T10:45:00Z,15.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T10:45:00Z,9.51,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T11:00:00Z,15.28,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T11:00:00Z,8.91,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T11:00:00Z,5.49,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T11:00:00Z,0.47,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T11:00:00Z,4.04,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T11:00:00Z,3.33,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T11:15:00Z,14.53,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T11:15:00Z,8.42,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T11:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T11:30:00Z,14.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T11:30:00Z,10.43,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T11:45:00Z,13.66,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T11:45:00Z,10.26,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T12:00:00Z,12.95,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T12:00:00Z,11.35,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T12:00:00Z,5.76,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T12:00:00Z,0.55,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T12:00:00Z,4.06,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T12:00:00Z,2.88,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T12:15:00Z,12.82,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T12:15:00Z,12.11,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T12:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T12:30:00Z,12.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T12:30:00Z,11.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T12:45:00Z,14.19,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T12:45:00Z,12.01,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T13:00:00Z,17.42,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T13:00:00Z,13.22,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T13:00:00Z,6.08,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T13:00:00Z,0.55,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T13:00:00Z,3.96,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T13:00:00Z,3.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T13:15:00Z,17.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T13:15:00Z,12.32,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T13:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T13:30:00Z,18.96,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T13:30:00Z,13.75,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T13:45:00Z,14.86,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T13:45:00Z,14.69,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T14:00:00Z,11.86,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T14:00:00Z,13.96,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T14:00:00Z,5.78,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T14:00:00Z,0.58,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T14:00:00Z,3.98,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T14:00:00Z,3.29,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T14:15:00Z,13.26,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T14:15:00Z,15.5,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T14:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T14:30:00Z,14.13,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T14:30:00Z,11.86,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T14:45:00Z,16.94,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T14:45:00Z,10.15,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T15:00:00Z,13.2,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T15:00:00Z,11.04,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T15:00:00Z,5.91,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T15:00:00Z,0.58,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T15:00:00Z,3.96,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T15:00:00Z,3.74,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T15:15:00Z,11.21,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T15:15:00Z,11.11,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T15:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T15:30:00Z,12.14,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T15:30:00Z,10.46,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T15:45:00Z,11.25,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T15:45:00Z,10.51,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T16:00:00Z,12.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T16:00:00Z,10.62,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T16:00:00Z,5.45,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T16:00:00Z,0.59,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T16:00:00Z,4.08,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T16:00:00Z,4.36,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T16:15:00Z,11.98,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T16:15:00Z,10.94,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T16:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T16:30:00Z,10.85,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T16:30:00Z,12.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T16:45:00Z,13.29,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T16:45:00Z,12.11,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T17:00:00Z,11.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T17:00:00Z,13.79,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T17:00:00Z,5.9,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T17:00:00Z,0.56,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T17:00:00Z,4.83,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T17:15:00Z,10.97,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T17:15:00Z,13.38,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T17:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T17:30:00Z,10.91,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T17:30:00Z,14.96,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T17:45:00Z,10.91,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T17:45:00Z,15.25,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T18:00:00Z,10.98,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T18:00:00Z,16.63,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T18:00:00Z,5.54,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T18:00:00Z,0.57,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T18:00:00Z,4.03,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T18:00:00Z,4.51,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T18:15:00Z,11.15,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T18:15:00Z,16.64,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T18:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T18:30:00Z,11.45,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T18:30:00Z,17.04,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T18:45:00Z,12.11,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T18:45:00Z,17.45,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T19:00:00Z,10.79,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T19:00:00Z,17.67,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T19:00:00Z,6.07,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T19:00:00Z,0.65,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T19:00:00Z,4.47,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T19:00:00Z,4.8,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T19:15:00Z,14.72,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T19:15:00Z,16.53,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-10-01T19:15:00Z,-9999.0,99999999 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T19:30:00Z,15.25,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T19:30:00Z,17.02,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T19:45:00Z,16.27,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T19:45:00Z,19.28,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T20:00:00Z,16.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T20:00:00Z,19.2,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T20:00:00Z,5.66,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T20:00:00Z,0.74,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T20:00:00Z,4.19,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T20:00:00Z,5.26,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T20:15:00Z,15.61,11111222 
