network,platform,latitude,longitude,date,mass_concentration_of_chlorophyll_in_sea_water,qcFlag 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T06:45:00Z,15.23,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T06:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T07:00:00Z,15.08,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T07:00:00Z,4.22,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T07:00:00Z,8.29,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T07:00:00Z,2.71,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T07:15:00Z,14.73,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T07:30:00Z,15.11,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T07:45:00Z,15.33,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T07:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T08:00:00Z,15.4,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T08:00:00Z,3.57,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T08:00:00Z,8.08,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T08:00:00Z,2.42,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T08:15:00Z,15.55,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T08:30:00Z,15.54,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T08:45:00Z,15.82,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T08:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T09:00:00Z,15.99,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T09:00:00Z,2.52,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T09:00:00Z,7.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T09:00:00Z,2.35,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T09:15:00Z,16.14,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T09:30:00Z,15.54,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T09:45:00Z,15.51,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T09:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T10:00:00Z,15.2,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T10:00:00Z,2.19,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T10:00:00Z,8.54,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T10:00:00Z,2.23,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T10:15:00Z,14.67,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T10:30:00Z,14.16,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T10:45:00Z,13.7,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T10:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T11:00:00Z,12.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T11:00:00Z,2.16,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T11:00:00Z,8.79,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T11:00:00Z,2.53,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T11:15:00Z,11.01,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T11:30:00Z,11.18,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T11:45:00Z,9.29,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T11:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T12:00:00Z,8.08,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T12:00:00Z,2.18,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T12:00:00Z,7.57,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T12:00:00Z,2.2,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T12:15:00Z,8.24,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T12:30:00Z,7.85,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T12:45:00Z,7.68,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T12:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T13:00:00Z,7.06,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T13:00:00Z,2.55,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T13:00:00Z,7.68,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T13:00:00Z,2.16,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T13:15:00Z,6.74,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T13:30:00Z,6.84,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T13:45:00Z,6.67,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T13:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T14:00:00Z,6.58,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T14:00:00Z,2.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T14:00:00Z,6.51,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T14:00:00Z,2.24,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T14:15:00Z,6.78,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T14:30:00Z,6.72,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T14:45:00Z,6.68,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T14:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T15:00:00Z,6.75,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T15:00:00Z,1.58,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T15:00:00Z,7.21,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T15:00:00Z,2.02,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T15:15:00Z,6.27,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T15:30:00Z,6.6,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T15:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T15:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T16:00:00Z,5.82,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T16:00:00Z,1.93,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T16:00:00Z,7.7,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T16:00:00Z,1.88,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T16:15:00Z,5.93,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T16:30:00Z,6.35,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T16:45:00Z,5.51,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T16:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T17:00:00Z,5.89,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T17:00:00Z,2.54,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T17:00:00Z,7.37,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T17:00:00Z,2.09,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T17:15:00Z,6.71,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T17:30:00Z,6.47,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T17:45:00Z,6.89,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T17:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T18:00:00Z,6.77,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T18:00:00Z,1.97,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T18:00:00Z,8.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T18:00:00Z,1.98,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T18:15:00Z,6.54,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T18:30:00Z,7.38,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T18:45:00Z,7.28,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T18:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T19:00:00Z,6.26,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T19:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T19:00:00Z,8.38,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T19:00:00Z,2.16,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T19:15:00Z,6.61,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T19:30:00Z,7.59,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T19:45:00Z,6.36,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T19:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T20:00:00Z,6.44,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T20:00:00Z,2.4,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T20:00:00Z,8.11,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T20:00:00Z,2.53,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T20:15:00Z,7.4,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T20:30:00Z,8.49,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T20:45:00Z,9.31,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T20:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T21:00:00Z,9.75,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T21:00:00Z,1.94,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T21:00:00Z,8.07,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T21:00:00Z,3.1,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T21:15:00Z,10.7,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T21:30:00Z,11.51,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T21:45:00Z,12.77,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T21:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T22:00:00Z,13.84,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-01T22:00:00Z,2.14,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-01T22:00:00Z,8.65,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-01T22:00:00Z,3.14,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T22:15:00Z,14.42,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T22:30:00Z,15.4,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T22:45:00Z,15.85,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-01T22:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T23:00:00Z,16.78,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T23:15:00Z,17.19,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T23:30:00Z,17.45,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-01T23:45:00Z,17.8,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T00:00:00Z,18.04,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T00:15:00Z,18.64,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T00:30:00Z,18.34,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T00:45:00Z,18.52,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T01:00:00Z,18.96,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T01:15:00Z,18.76,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T01:30:00Z,18.93,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T01:45:00Z,18.57,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T02:00:00Z,18.36,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T02:15:00Z,18.26,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T02:30:00Z,17.92,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T02:45:00Z,17.4,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T03:00:00Z,17.36,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T03:15:00Z,17.26,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T03:30:00Z,16.8,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T03:45:00Z,17.13,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T04:00:00Z,16.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T04:00:00Z,5.94,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T04:00:00Z,7.37,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T04:00:00Z,3.1,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T04:15:00Z,16.21,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T04:30:00Z,16.8,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T04:45:00Z,16.22,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T04:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T05:00:00Z,16.01,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T05:00:00Z,5.71,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T05:00:00Z,7.26,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T05:00:00Z,2.73,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T05:15:00Z,16.1,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T05:30:00Z,15.52,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T05:45:00Z,15.22,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T05:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T06:00:00Z,14.96,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T06:00:00Z,5.56,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T06:00:00Z,7.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T06:00:00Z,2.6,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T06:15:00Z,14.77,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T06:30:00Z,14.79,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T06:45:00Z,14.39,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T06:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T07:00:00Z,14.22,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T07:00:00Z,5.04,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T07:00:00Z,7.76,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T07:00:00Z,2.37,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T07:15:00Z,14.26,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T07:30:00Z,14.1,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T07:45:00Z,13.7,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T07:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T08:00:00Z,14.09,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T08:00:00Z,3.91,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T08:00:00Z,7.8,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T08:00:00Z,2.13,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T08:15:00Z,13.92,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T08:30:00Z,14.06,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T08:45:00Z,14.31,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T08:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T09:00:00Z,14.59,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T09:00:00Z,3.03,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T09:00:00Z,8.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T09:00:00Z,2.15,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T09:15:00Z,14.59,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T09:30:00Z,14.47,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T09:45:00Z,14.27,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2018-06-02T09:45:00Z,-9999.0,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T10:00:00Z,13.95,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-06-02T10:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-06-02T10:00:00Z,8.55,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-06-02T10:00:00Z,1.7,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T10:15:00Z,13.79,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-06-02T10:30:00Z,14.05,1111122 
