network,platform,latitude,longitude,date,relative_humidity,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T04:45:00Z,65.2,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T04:45:00Z,61.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T04:45:00Z,1017.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-07-01T04:45:00Z,79.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-07-01T04:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-07-01T04:45:00Z,99.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-07-01T04:45:00Z,96.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-07-01T04:54:00,79.17,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-07-01T04:54:00,71.27,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-07-01T04:54:00,0.74,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-07-01T04:56:00Z,73.35,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-07-01T04:56:00Z,73.92,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T05:00:00Z,66.7,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T05:00:00Z,60.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T05:00:00Z,1017.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-07-01T05:00:00Z,88.6,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-07-01T05:04:00Z,79.09,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T05:15:00Z,66.7,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T05:15:00Z,61.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T05:15:00Z,1017.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-07-01T05:15:00Z,75.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T05:30:00Z,70.5,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T05:30:00Z,60.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T05:30:00Z,1017.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-07-01T05:35:00,78.51,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-07-01T05:35:00,74.0,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-07-01T05:35:00,78.57,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-07-01T05:41:00Z,69.94,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T05:45:00Z,72.1,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T05:45:00Z,63.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T05:45:00Z,1017.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-07-01T05:45:00Z,76.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-07-01T05:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-07-01T05:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-07-01T05:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-07-01T05:54:00,79.56,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-07-01T05:54:00,71.69,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-07-01T05:54:00,0.69,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-07-01T05:56:00Z,73.62,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-07-01T05:56:00Z,70.91,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T06:00:00Z,71.0,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T06:00:00Z,59.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T06:00:00Z,1017.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-07-01T06:00:00Z,89.9,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-07-01T06:04:00Z,77.12,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-07-01T06:15:00Z,70.5,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T06:15:00Z,57.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T06:15:00Z,1017.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-07-01T06:15:00Z,84.6,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T06:30:00Z,55.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T06:30:00Z,1017.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-07-01T06:35:00,77.88,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-07-01T06:35:00,76.43,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-07-01T06:35:00,80.64,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-07-01T06:41:00Z,69.8,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T06:45:00Z,58.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T06:45:00Z,1017.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-07-01T06:45:00Z,78.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-07-01T06:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-07-01T06:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-07-01T06:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-07-01T06:54:00,80.66,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-07-01T06:54:00,73.03,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-07-01T06:54:00,0.82,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-07-01T06:56:00Z,75.31,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-07-01T06:56:00Z,69.99,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T07:00:00Z,55.2,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T07:00:00Z,1017.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-07-01T07:00:00Z,92.0,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2019-07-01T07:00:00Z,71.3,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-07-01T07:04:00Z,88.0,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T07:15:00Z,58.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T07:15:00Z,1017.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-07-01T07:15:00Z,86.2,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T07:30:00Z,59.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T07:30:00Z,1017.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-07-01T07:35:00,79.13,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-07-01T07:35:00,75.04,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-07-01T07:35:00,79.54,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-07-01T07:41:00Z,67.06,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T07:45:00Z,60.4,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T07:45:00Z,1017.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-07-01T07:45:00Z,84.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-07-01T07:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-07-01T07:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-07-01T07:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-07-01T07:54:00,82.86,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-07-01T07:54:00,71.2,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-07-01T07:54:00,0.68,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-07-01T07:56:00Z,74.74,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-07-01T07:56:00Z,75.21,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T08:00:00Z,57.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T08:00:00Z,1017.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-07-01T08:00:00Z,94.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2019-07-01T08:00:00Z,69.8,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-07-01T08:04:00Z,90.4,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T08:15:00Z,58.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T08:15:00Z,1017.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-07-01T08:15:00Z,84.9,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T08:30:00Z,60.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T08:30:00Z,1017.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-07-01T08:35:00,77.27,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-07-01T08:35:00,78.01,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-07-01T08:35:00,78.14,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-07-01T08:41:00Z,78.67,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T08:45:00Z,57.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T08:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-07-01T08:45:00Z,83.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-07-01T08:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-07-01T08:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-07-01T08:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-07-01T08:54:00,83.35,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-07-01T08:54:00,73.52,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-07-01T08:54:00,0.68,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-07-01T08:56:00Z,73.79,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-07-01T08:56:00Z,75.99,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T09:00:00Z,56.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T09:00:00Z,1017.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-07-01T09:00:00Z,93.3,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2019-07-01T09:00:00Z,70.5,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-07-01T09:04:00Z,91.6,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-07-01T09:15:00Z,61.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-07-01T09:15:00Z,1017.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-07-01T09:15:00Z,82.8,11111222 
