network,platform,latitude,longitude,date,relative_humidity,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T00:00:00Z,68.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T00:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-10-01T00:04:00Z,77.71,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T00:15:00Z,68.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T00:15:00Z,1016.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T00:30:00Z,68.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T00:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-10-01T00:35:00,84.29,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-10-01T00:35:00,76.37,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-10-01T00:43:00Z,75.76,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T00:45:00Z,68.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T00:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2019-10-01T00:45:00Z,83.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-10-01T00:45:00Z,79.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-10-01T00:45:00Z,88.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-10-01T00:45:00Z,76.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-10-01T00:45:00Z,86.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-10-01T00:54:00,75.05,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-10-01T00:54:00,64.98,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-10-01T00:54:00,64.81,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T00:56:00Z,80.4,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-10-01T00:56:00Z,61.95,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T01:00:00Z,69.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T01:00:00Z,1016.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-10-01T01:04:00Z,79.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T01:15:00Z,70.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T01:15:00Z,1016.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T01:30:00Z,70.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T01:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-10-01T01:35:00,84.74,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-10-01T01:35:00,78.95,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-10-01T01:43:00Z,76.28,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T01:45:00Z,70.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T01:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2019-10-01T01:45:00Z,81.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-10-01T01:45:00Z,79.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-10-01T01:45:00Z,90.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-10-01T01:45:00Z,80.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-10-01T01:45:00Z,91.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-10-01T01:54:00,77.89,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-10-01T01:54:00,71.8,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-10-01T01:54:00,64.57,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T01:56:00Z,78.2,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-10-01T01:56:00Z,64.39,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:00:00Z,70.4,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:00:00Z,1016.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-10-01T02:04:00Z,83.5,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:15:00Z,70.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:15:00Z,1016.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:30:00Z,72.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-10-01T02:35:00,78.2,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-10-01T02:35:00,76.4,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-10-01T02:43:00Z,77.52,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T02:45:00Z,71.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T02:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2019-10-01T02:45:00Z,81.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-10-01T02:45:00Z,80.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-10-01T02:45:00Z,79.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-10-01T02:45:00Z,82.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-10-01T02:45:00Z,94.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-10-01T02:54:00,80.94,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-10-01T02:54:00,77.62,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-10-01T02:54:00,58.03,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T02:56:00Z,77.63,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-10-01T02:56:00Z,65.82,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:00:00Z,69.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:00:00Z,1016.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-10-01T03:04:00Z,85.4,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:15:00Z,69.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:15:00Z,1016.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:30:00Z,74.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-10-01T03:35:00,74.66,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-10-01T03:35:00,76.61,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-10-01T03:43:00Z,78.17,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T03:45:00Z,72.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T03:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2019-10-01T03:45:00Z,84.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-10-01T03:45:00Z,80.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-10-01T03:45:00Z,82.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-10-01T03:45:00Z,88.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-10-01T03:45:00Z,96.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-10-01T03:54:00,83.77,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-10-01T03:54:00,80.22,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-10-01T03:54:00,58.9,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T03:56:00Z,77.59,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-10-01T03:56:00Z,66.56,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:00:00Z,72.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-10-01T04:00:00Z,1016.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2019-10-01T04:00:00Z,99.2,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-10-01T04:04:00Z,88.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-10-01T04:15:00Z,72.5,11111222 
