network,platform,latitude,longitude,date,relative_humidity 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-08-01T04:31:00Z,83.6 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-08-01T04:35:00Z,83.99 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-08-01T04:35:00Z,73.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T04:45:00Z,74.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T04:45:00Z,68.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T04:45:00Z,70.8 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-08-01T04:45:00Z,87.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-08-01T04:45:00Z,84.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-08-01T04:45:00Z,84.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-08-01T04:45:00Z,100.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-08-01T04:45:00Z,77.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-08-01T04:49:00Z,74.82 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-08-01T04:54:00Z,87.98 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-08-01T04:54:00Z,78.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T04:57:00Z,76.17 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-08-01T04:57:00Z,77.95 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-08-01T04:59:00Z,161.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T05:00:00Z,73.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T05:00:00Z,67.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T05:00:00Z,68.7 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-08-01T05:00:00Z,85.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-08-01T05:00:00Z,99.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-08-01T05:00:00Z,74.2 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-08-01T05:00:00Z,76.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T05:15:00Z,75.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T05:15:00Z,72.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T05:15:00Z,69.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T05:30:00Z,73.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T05:30:00Z,71.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T05:30:00Z,72.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-08-01T05:30:00Z,84.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-08-01T05:31:00Z,81.1 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-08-01T05:35:00Z,82.83 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-08-01T05:35:00Z,78.72 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T05:45:00Z,73.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T05:45:00Z,70.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T05:45:00Z,70.6 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-08-01T05:45:00Z,87.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-08-01T05:45:00Z,85.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-08-01T05:45:00Z,86.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-08-01T05:45:00Z,98.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-08-01T05:45:00Z,81.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-08-01T05:49:00Z,71.19 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-08-01T05:54:00Z,85.69 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-08-01T05:54:00Z,77.36 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T05:57:00Z,75.97 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-08-01T05:57:00Z,75.64 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-08-01T05:59:00Z,0.746 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T06:00:00Z,73.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T06:00:00Z,73.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T06:00:00Z,71.3 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-08-01T06:00:00Z,86.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-08-01T06:00:00Z,99.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-08-01T06:00:00Z,75.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T06:15:00Z,72.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T06:15:00Z,74.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T06:15:00Z,72.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T06:30:00Z,70.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T06:30:00Z,73.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T06:30:00Z,73.8 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-08-01T06:30:00Z,72.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-08-01T06:30:00Z,84.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-08-01T06:31:00Z,78.82 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-08-01T06:35:00Z,84.26 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-08-01T06:35:00Z,79.57 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T06:45:00Z,72.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T06:45:00Z,72.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T06:45:00Z,72.7 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-08-01T06:45:00Z,86.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-08-01T06:45:00Z,86.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-08-01T06:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-08-01T06:45:00Z,99.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-08-01T06:45:00Z,81.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-08-01T06:49:00Z,76.26 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-08-01T06:54:00Z,75.78 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-08-01T06:54:00Z,76.91 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T06:57:00Z,75.16 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-08-01T06:57:00Z,76.39 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-08-01T06:59:00Z,161.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T07:00:00Z,73.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T07:00:00Z,74.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T07:00:00Z,73.2 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-08-01T07:00:00Z,84.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-08-01T07:00:00Z,99.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-08-01T07:00:00Z,74.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T07:15:00Z,73.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T07:15:00Z,72.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T07:15:00Z,74.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T07:30:00Z,75.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T07:30:00Z,75.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T07:30:00Z,73.6 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-08-01T07:30:00Z,74.1 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-08-01T07:30:00Z,83.7 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-08-01T07:31:00Z,83.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T07:33:00Z,78.54 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-08-01T07:35:00Z,86.01 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-08-01T07:35:00Z,80.43 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T07:45:00Z,75.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T07:45:00Z,72.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T07:45:00Z,73.2 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-08-01T07:45:00Z,85.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-08-01T07:45:00Z,86.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-08-01T07:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-08-01T07:45:00Z,96.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-08-01T07:45:00Z,80.0 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-08-01T07:49:00Z,71.78 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-08-01T07:54:00Z,87.77 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-08-01T07:54:00Z,79.28 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-08-01T07:57:00Z,75.06 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-08-01T07:59:00Z,162.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T08:00:00Z,76.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T08:00:00Z,73.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T08:00:00Z,73.8 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-08-01T08:00:00Z,85.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-08-01T08:00:00Z,98.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-08-01T08:00:00Z,76.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T08:15:00Z,76.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T08:15:00Z,72.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T08:15:00Z,74.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T08:30:00Z,77.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T08:30:00Z,71.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T08:30:00Z,73.7 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-08-01T08:30:00Z,87.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-08-01T08:31:00Z,79.44 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-08-01T08:35:00Z,85.67 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-08-01T08:35:00Z,78.51 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-08-01T08:45:00Z,76.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-08-01T08:45:00Z,73.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-08-01T08:45:00Z,74.3 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-08-01T08:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-08-01T08:45:00Z,87.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-08-01T08:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-08-01T08:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-08-01T08:45:00Z,81.0 
