network,platform,latitude,longitude,date,relative_humidity,qcFlag 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2018-09-01T00:00:00Z,95.68,1111122 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2018-09-01T00:00:00Z,84.71,1111122 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2018-09-01T00:00:00Z,82.86,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-09-01T00:00:00Z,73.6,1111122 
TABS,ioos:station:TABS:X,27.0660,-96.3383,2018-09-01T00:00:00Z,72.4,22222222 
TABS,ioos:station:TABS:X,27.0660,-96.3383,2018-09-01T00:00:00Z,72.4,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2018-09-01T00:00:00Z,66.8,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2018-09-01T00:00:00Z,66.8,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2018-09-01T00:00:00Z,62.6,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2018-09-01T00:00:00Z,62.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2018-09-01T00:00:00Z,68.7,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2018-09-01T00:00:00Z,68.7,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2018-09-01T00:00:00Z,71.4,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2018-09-01T00:00:00Z,71.4,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2018-09-01T00:05:00Z,82.4,1111122 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2018-09-01T00:06:00Z,95.51,1111122 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2018-09-01T00:06:00Z,86.08,1111122 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2018-09-01T00:06:00Z,84.32,1111122 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2018-09-01T00:12:00Z,95.45,1111122 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2018-09-01T00:12:00Z,87.74,1111122 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2018-09-01T00:12:00Z,84.45,1111122 
