network,platform,latitude,longitude,date,relative_humidity,qcFlag 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:00:00Z,69.0,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:00:00Z,69.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:00:00Z,1012.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-06-01T00:04:00Z,74.05,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:15:00Z,69.0,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:15:00Z,70.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:15:00Z,1012.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:30:00Z,68.5,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:30:00Z,68.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:30:00Z,1013.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-06-01T00:35:00,87.61,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-06-01T00:35:00,84.72,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-06-01T00:35:00,85.88,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-06-01T00:41:00Z,68.04,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T00:45:00Z,69.9,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T00:45:00Z,70.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T00:45:00Z,1013.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-06-01T00:45:00Z,73.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-06-01T00:45:00Z,95.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-06-01T00:45:00Z,85.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-06-01T00:45:00Z,69.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-06-01T00:54:00,77.72,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-06-01T00:54:00,77.4,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-06-01T00:54:00,78.31,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-06-01T00:56:00Z,71.59,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-06-01T00:57:00Z,66.56,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:00:00Z,72.0,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:00:00Z,69.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:00:00Z,1013.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-06-01T01:04:00Z,73.05,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:15:00Z,73.1,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:15:00Z,74.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:15:00Z,1013.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:30:00Z,74.7,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:30:00Z,74.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:30:00Z,1013.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-06-01T01:35:00,87.93,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-06-01T01:35:00,86.09,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-06-01T01:35:00,86.71,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-06-01T01:41:00Z,67.76,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T01:45:00Z,72.9,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T01:45:00Z,69.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T01:45:00Z,1013.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-06-01T01:45:00Z,79.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-06-01T01:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-06-01T01:45:00Z,88.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-06-01T01:45:00Z,71.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-06-01T01:54:00,80.71,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-06-01T01:54:00,77.21,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-06-01T01:54:00,0.72,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-06-01T01:56:00Z,72.17,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-06-01T01:57:00Z,67.41,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:00:00Z,76.5,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:00:00Z,68.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:00:00Z,1013.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-06-01T02:04:00Z,76.07,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:15:00Z,75.2,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:15:00Z,66.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:15:00Z,1013.0,11144222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-06-01T02:30:00Z,75.1,11111222 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2019-06-01T02:30:00Z,70.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-06-01T02:30:00Z,1013.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-06-01T02:35:00,88.13,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-06-01T02:35:00,87.02,11111222 
