network,platform,latitude,longitude,date,relative_humidity 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T18:00:00Z,75.2 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T18:00:00Z,75.7 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T18:00:00Z,77.1 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T18:00:00Z,56.07 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T18:15:00Z,71.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T18:15:00Z,76.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T18:15:00Z,76.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T18:30:00Z,70.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T18:30:00Z,74.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T18:30:00Z,75.9 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T18:35:00Z,77.71 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T18:35:00Z,70.87 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T18:45:00Z,70.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T18:45:00Z,75.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T18:45:00Z,75.4 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T18:50:00Z,68.53 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T18:54:00Z,75.24 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T18:54:00Z,71.13 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T18:57:00Z,68.22 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T18:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T19:00:00Z,70.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T19:00:00Z,76.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T19:00:00Z,76.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T19:00:00Z,75.3 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T19:00:00Z,75.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T19:00:00Z,61.94 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T19:01:00Z,75.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T19:15:00Z,70.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T19:15:00Z,75.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T19:15:00Z,75.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T19:30:00Z,69.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T19:30:00Z,77.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T19:30:00Z,75.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T19:31:00Z,74.77 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T19:35:00Z,76.39 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T19:35:00Z,70.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T19:45:00Z,68.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T19:45:00Z,73.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T19:45:00Z,75.5 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T19:50:00Z,72.12 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T19:54:00Z,83.85 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T19:54:00Z,71.44 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T19:57:00Z,65.82 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T19:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T20:00:00Z,67.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T20:00:00Z,73.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T20:00:00Z,71.5 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T20:00:00Z,75.5 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T20:00:00Z,72.5 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T20:00:00Z,61.56 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T20:15:00Z,67.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T20:15:00Z,75.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T20:15:00Z,73.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T20:30:00Z,65.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T20:30:00Z,75.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T20:30:00Z,70.1 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T20:35:00Z,76.17 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T20:35:00Z,73.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T20:45:00Z,62.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T20:45:00Z,73.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T20:45:00Z,71.1 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T20:50:00Z,72.4 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T20:54:00Z,75.64 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T20:54:00Z,72.69 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T20:57:00Z,67.58 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T20:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T21:00:00Z,64.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T21:00:00Z,75.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T21:00:00Z,72.9 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T21:00:00Z,76.6 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T21:00:00Z,70.4 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T21:00:00Z,60.91 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T21:01:00Z,74.66 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T21:15:00Z,60.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T21:15:00Z,74.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T21:15:00Z,74.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T21:30:00Z,60.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T21:30:00Z,73.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T21:30:00Z,75.3 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T21:31:00Z,72.07 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T21:35:00Z,82.11 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T21:35:00Z,72.33 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T21:45:00Z,61.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T21:45:00Z,72.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T21:45:00Z,74.4 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T21:50:00Z,75.44 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T21:54:00Z,78.24 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T21:54:00Z,74.18 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T21:57:00Z,73.87 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T21:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T22:00:00Z,61.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T22:00:00Z,72.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T22:00:00Z,73.1 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T22:00:00Z,80.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T22:00:00Z,61.61 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T22:15:00Z,60.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T22:15:00Z,71.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T22:15:00Z,75.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T22:30:00Z,60.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T22:30:00Z,72.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T22:30:00Z,74.1 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T22:30:00Z,70.9 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T22:35:00Z,79.82 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T22:35:00Z,78.47 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T22:36:00Z,77.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T22:45:00Z,63.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T22:45:00Z,71.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T22:45:00Z,74.2 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T22:50:00Z,76.6 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T22:54:00Z,79.71 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T22:54:00Z,76.57 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T22:57:00Z,74.99 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T22:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T23:00:00Z,62.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T23:00:00Z,71.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T23:00:00Z,73.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T23:00:00Z,78.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-04T23:00:00Z,63.76 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T23:15:00Z,64.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T23:15:00Z,69.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T23:15:00Z,74.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T23:30:00Z,64.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T23:30:00Z,66.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T23:30:00Z,74.4 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-04T23:30:00Z,77.9 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-04T23:30:00Z,71.2 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-04T23:35:00Z,76.24 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-04T23:35:00Z,79.06 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-04T23:38:00Z,80.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-04T23:45:00Z,66.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-04T23:45:00Z,64.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-04T23:45:00Z,74.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-04T23:50:00Z,75.23 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-04T23:54:00Z,74.12 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-04T23:54:00Z,72.18 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-04T23:57:00Z,77.29 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-04T23:59:00Z,81.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T00:00:00Z,67.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T00:00:00Z,67.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T00:00:00Z,74.6 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T00:00:00Z,62.71 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T00:02:00Z,78.28 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T00:15:00Z,68.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T00:15:00Z,69.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T00:15:00Z,75.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T00:30:00Z,69.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T00:30:00Z,68.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T00:30:00Z,75.0 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T00:35:00Z,73.72 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T00:35:00Z,79.09 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-05T00:36:00Z,78.63 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T00:45:00Z,70.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T00:45:00Z,68.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T00:45:00Z,76.9 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T00:50:00Z,79.39 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T00:54:00Z,72.56 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T00:54:00Z,72.14 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T00:57:00Z,77.52 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T00:59:00Z,82.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T01:00:00Z,71.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T01:00:00Z,70.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T01:00:00Z,77.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T01:00:00Z,65.44 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T01:04:00Z,75.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T01:15:00Z,72.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T01:15:00Z,69.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T01:15:00Z,78.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T01:30:00Z,73.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T01:30:00Z,68.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T01:30:00Z,80.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-05T01:32:00Z,82.6 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T01:35:00Z,75.31 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T01:35:00Z,76.36 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T01:45:00Z,74.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T01:45:00Z,71.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T01:45:00Z,80.1 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T01:50:00Z,82.6 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T01:54:00Z,77.94 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T01:54:00Z,70.06 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T01:57:00Z,77.86 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T01:59:00Z,0.339 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T02:00:00Z,74.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T02:00:00Z,71.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T02:00:00Z,78.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T02:00:00Z,67.06 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T02:02:00Z,74.96 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T02:15:00Z,74.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T02:15:00Z,72.1 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T02:15:00Z,78.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T02:30:00Z,76.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T02:30:00Z,74.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T02:30:00Z,78.4 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T02:35:00Z,78.37 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T02:35:00Z,75.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T02:45:00Z,75.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T02:45:00Z,79.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T02:45:00Z,76.6 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T02:50:00Z,83.7 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T02:54:00Z,80.91 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T02:54:00Z,69.96 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T02:57:00Z,82.1 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T02:59:00Z,0.339 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T03:00:00Z,75.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T03:00:00Z,78.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T03:00:00Z,74.6 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T03:00:00Z,68.94 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T03:02:00Z,83.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T03:15:00Z,75.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T03:15:00Z,77.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T03:15:00Z,77.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T03:30:00Z,77.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T03:30:00Z,76.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T03:30:00Z,75.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-05T03:31:00Z,85.7 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T03:35:00Z,78.01 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T03:35:00Z,77.39 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T03:45:00Z,77.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T03:45:00Z,75.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T03:45:00Z,78.2 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T03:50:00Z,79.58 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T03:54:00Z,69.98 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T03:54:00Z,70.56 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T03:57:00Z,85.1 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T03:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T04:00:00Z,77.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T04:00:00Z,74.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T04:00:00Z,76.2 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T04:00:00Z,72.3 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T04:01:00Z,79.34 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T04:15:00Z,76.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T04:15:00Z,72.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T04:15:00Z,77.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T04:30:00Z,74.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T04:30:00Z,72.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T04:30:00Z,77.7 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-07-05T04:30:00Z,74.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-07-05T04:31:00Z,87.3 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T04:35:00Z,78.96 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T04:35:00Z,75.17 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T04:45:00Z,73.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T04:45:00Z,70.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T04:45:00Z,79.2 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T04:50:00Z,79.27 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T04:54:00Z,82.91 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T04:54:00Z,71.53 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T04:57:00Z,90.9 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T04:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T05:00:00Z,75.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T05:00:00Z,72.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T05:00:00Z,78.3 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-07-05T05:00:00Z,82.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-07-05T05:00:00Z,72.3 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-07-05T05:02:00Z,82.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T05:15:00Z,78.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T05:15:00Z,72.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T05:15:00Z,79.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T05:30:00Z,76.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T05:30:00Z,70.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T05:30:00Z,82.2 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-05T05:35:00Z,79.99 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-05T05:35:00Z,75.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T05:45:00Z,77.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-05T05:45:00Z,71.1 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-05T05:45:00Z,80.8 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-07-05T05:50:00Z,85.3 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-07-05T05:54:00Z,76.97 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-07-05T05:54:00Z,72.21 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-07-05T05:57:00Z,94.2 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-07-05T05:59:00Z,0.407 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-05T06:00:00Z,73.1 
