network,platform,latitude,longitude,date,relative_humidity 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T01:00:00Z,70.5 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T01:00:00Z,84.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T01:00:00Z,65.16 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T01:03:00Z,70.98 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T01:15:00Z,76.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T01:15:00Z,72.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T01:30:00Z,76.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T01:30:00Z,75.5 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T01:30:00Z,84.9 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T01:35:00Z,86.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T01:45:00Z,75.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T01:45:00Z,77.1 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T01:45:00Z,82.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T01:45:00Z,73.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T01:45:00Z,99.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T01:54:00Z,68.32 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T01:54:00Z,73.26 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T01:57:00Z,72.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T02:00:00Z,76.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T02:00:00Z,75.4 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T02:00:00Z,85.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T02:00:00Z,65.67 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T02:02:00Z,73.25 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T02:15:00Z,79.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T02:15:00Z,76.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T02:30:00Z,79.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T02:30:00Z,76.8 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T02:30:00Z,85.4 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T02:35:00Z,87.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T02:45:00Z,80.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T02:45:00Z,76.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T02:45:00Z,84.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T02:45:00Z,72.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T02:45:00Z,98.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T02:54:00Z,71.12 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T02:54:00Z,77.52 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T02:57:00Z,74.24 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T03:00:00Z,80.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T03:00:00Z,77.7 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T03:00:00Z,86.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T03:00:00Z,65.83 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T03:02:00Z,77.12 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-11-01T03:15:00Z,82.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T03:15:00Z,76.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T03:30:00Z,78.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T03:30:00Z,85.0 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T03:35:00Z,85.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T03:45:00Z,76.4 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T03:45:00Z,86.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T03:45:00Z,72.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T03:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T03:54:00Z,74.29 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T03:54:00Z,77.11 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T03:57:00Z,72.81 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T04:00:00Z,75.9 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T04:00:00Z,86.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T04:00:00Z,65.99 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T04:02:00Z,82.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T04:15:00Z,76.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T04:30:00Z,75.6 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T04:30:00Z,98.3 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T04:30:00Z,86.2 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T04:35:00Z,87.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T04:45:00Z,77.4 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T04:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T04:45:00Z,72.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T04:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T04:54:00Z,78.49 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T04:54:00Z,78.43 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T04:57:00Z,74.71 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T05:00:00Z,78.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T05:00:00Z,89.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T05:00:00Z,51.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T05:00:00Z,68.97 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T05:02:00Z,83.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T05:15:00Z,79.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T05:30:00Z,80.2 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T05:30:00Z,98.2 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T05:30:00Z,89.0 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T05:35:00Z,87.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T05:45:00Z,79.1 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T05:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T05:45:00Z,72.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T05:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T05:54:00Z,81.63 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T05:54:00Z,78.78 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T05:57:00Z,73.49 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T06:00:00Z,79.2 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T06:00:00Z,91.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T06:00:00Z,50.6 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T06:00:00Z,69.49 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T06:02:00Z,85.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T06:15:00Z,78.5 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T06:27:00Z,73.25 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T06:30:00Z,78.5 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T06:30:00Z,98.2 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T06:30:00Z,50.5 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T06:30:00Z,92.5 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T06:32:00Z,83.5 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T06:35:00Z,87.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T06:45:00Z,77.7 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T06:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T06:45:00Z,73.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T06:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T06:54:00Z,82.39 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T06:54:00Z,81.81 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T07:00:00Z,78.4 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T07:00:00Z,94.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T07:00:00Z,69.95 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T07:15:00Z,77.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T07:30:00Z,76.5 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T07:30:00Z,98.2 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T07:30:00Z,94.2 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T07:35:00Z,87.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T07:45:00Z,76.5 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T07:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T07:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T07:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T07:54:00Z,84.97 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T07:54:00Z,83.23 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T07:57:00Z,77.01 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T08:00:00Z,76.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T08:00:00Z,95.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T08:00:00Z,51.1 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T08:00:00Z,71.8 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T08:02:00Z,80.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T08:15:00Z,75.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T08:30:00Z,75.7 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T08:30:00Z,98.2 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T08:30:00Z,95.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T08:35:00Z,89.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T08:45:00Z,76.4 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T08:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T08:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T08:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T08:54:00Z,86.86 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T08:54:00Z,85.19 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T08:57:00Z,74.51 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T09:00:00Z,74.6 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T09:00:00Z,95.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T09:00:00Z,51.4 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T09:00:00Z,73.7 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T09:03:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T09:15:00Z,75.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T09:30:00Z,76.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T09:30:00Z,98.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T09:30:00Z,95.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T09:35:00Z,88.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T09:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T09:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T09:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T09:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T09:54:00Z,88.8 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T09:54:00Z,86.68 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T09:57:00Z,72.65 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T10:00:00Z,75.8 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T10:00:00Z,96.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T10:00:00Z,51.4 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T10:00:00Z,73.4 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T10:02:00Z,83.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T10:15:00Z,77.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T10:30:00Z,77.7 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T10:30:00Z,98.6 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T10:30:00Z,95.8 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T10:35:00Z,87.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T10:45:00Z,78.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T10:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T10:45:00Z,78.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T10:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T10:54:00Z,91.59 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T10:54:00Z,88.17 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T10:57:00Z,73.93 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T11:00:00Z,81.8 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T11:00:00Z,96.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T11:00:00Z,53.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T11:00:00Z,78.3 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T11:02:00Z,78.04 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T11:15:00Z,82.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T11:30:00Z,77.4 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T11:30:00Z,99.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T11:30:00Z,95.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T11:35:00Z,87.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T11:45:00Z,80.5 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T11:45:00Z,96.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T11:45:00Z,78.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T11:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T11:54:00Z,93.53 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T11:54:00Z,89.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T11:57:00Z,72.58 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T12:00:00Z,81.2 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T12:00:00Z,96.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T12:00:00Z,50.4 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T12:00:00Z,76.8 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T12:02:00Z,76.69 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T12:15:00Z,82.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T12:30:00Z,83.1 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T12:30:00Z,99.1 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T12:30:00Z,96.5 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T12:35:00Z,86.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T12:45:00Z,82.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T12:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T12:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T12:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T12:54:00Z,93.05 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T12:54:00Z,89.07 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T12:57:00Z,72.64 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T13:00:00Z,80.9 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T13:00:00Z,97.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T13:00:00Z,52.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T13:00:00Z,76.2 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T13:02:00Z,75.48 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T13:15:00Z,79.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T13:30:00Z,77.9 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T13:30:00Z,99.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T13:30:00Z,96.2 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T13:32:00Z,72.54 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T13:35:00Z,86.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T13:45:00Z,77.6 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T13:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T13:45:00Z,74.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T13:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T13:54:00Z,89.8 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T13:54:00Z,81.16 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T13:57:00Z,72.27 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T14:00:00Z,76.0 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-11-01T14:00:00Z,95.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-11-01T14:00:00Z,50.5 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-11-01T14:00:00Z,74.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T14:15:00Z,73.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T14:30:00Z,74.3 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-11-01T14:30:00Z,99.1 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-11-01T14:30:00Z,92.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-11-01T14:35:00Z,86.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T14:45:00Z,74.3 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-11-01T14:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-11-01T14:45:00Z,70.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-11-01T14:45:00Z,85.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-11-01T14:54:00Z,80.37 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-11-01T14:54:00Z,78.38 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-11-01T14:57:00Z,68.28 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-11-01T15:00:00Z,68.13 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-11-01T15:00:00Z,72.7 
