network,platform,latitude,longitude,date,relative_humidity 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T00:57:00Z,48.42 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T01:00:00Z,51.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T01:00:00Z,42.9 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T01:00:00Z,52.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T01:00:00Z,32.81 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T01:02:00Z,50.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T01:15:00Z,53.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T01:15:00Z,42.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T01:30:00Z,57.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T01:30:00Z,40.7 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T01:30:00Z,53.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T01:35:00Z,80.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T01:45:00Z,57.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T01:45:00Z,36.6 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T01:45:00Z,65.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T01:45:00Z,70.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T01:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T01:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T01:45:00Z,85.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T01:54:00Z,74.16 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T01:54:00Z,64.25 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T01:57:00Z,49.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T02:00:00Z,61.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T02:00:00Z,37.9 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T02:00:00Z,56.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T02:00:00Z,34.24 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T02:02:00Z,58.81 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T02:15:00Z,59.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T02:15:00Z,42.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T02:30:00Z,60.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T02:30:00Z,44.7 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T02:30:00Z,57.9 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T02:35:00Z,82.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T02:40:00Z,52.51 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T02:45:00Z,59.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T02:45:00Z,49.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T02:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T02:45:00Z,72.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T02:45:00Z,92.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T02:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T02:45:00Z,92.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T02:54:00Z,74.46 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T02:54:00Z,65.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T03:00:00Z,58.7 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T03:00:00Z,58.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T03:00:00Z,37.85 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T03:02:00Z,53.93 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T03:15:00Z,58.7 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T03:27:00Z,53.87 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T03:30:00Z,56.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T03:30:00Z,59.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T03:35:00Z,82.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T03:45:00Z,55.8 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T03:45:00Z,71.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T03:45:00Z,75.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T03:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T03:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T03:45:00Z,96.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T03:54:00Z,85.12 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T03:54:00Z,67.81 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T04:00:00Z,56.7 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T04:00:00Z,60.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T04:00:00Z,40.04 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T04:03:00Z,58.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T04:15:00Z,60.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T04:30:00Z,54.3 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T04:30:00Z,61.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T04:35:00Z,82.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T04:45:00Z,57.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T04:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T04:45:00Z,79.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T04:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T04:45:00Z,91.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T04:45:00Z,98.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T04:54:00Z,80.04 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T04:54:00Z,70.97 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T04:57:00Z,59.21 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T05:00:00Z,58.3 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T05:00:00Z,62.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T05:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T05:00:00Z,43.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T05:00:00Z,40.51 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T05:02:00Z,62.24 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T05:15:00Z,64.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T05:30:00Z,65.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T05:30:00Z,63.0 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T05:35:00Z,83.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T05:45:00Z,62.4 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T05:45:00Z,77.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T05:45:00Z,83.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T05:45:00Z,96.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T05:45:00Z,91.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T05:45:00Z,99.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T05:54:00Z,87.83 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T05:54:00Z,76.54 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T05:57:00Z,76.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T06:00:00Z,60.8 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T06:00:00Z,63.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T06:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T06:00:00Z,49.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T06:00:00Z,41.03 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T06:02:00Z,63.85 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T06:15:00Z,60.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T06:30:00Z,62.2 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T06:30:00Z,64.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T06:35:00Z,83.8 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T06:42:00Z,73.9 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T06:45:00Z,61.5 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T06:45:00Z,80.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T06:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T06:45:00Z,96.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T06:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T06:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T06:54:00Z,86.63 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T06:54:00Z,78.75 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T07:00:00Z,64.6 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T07:00:00Z,67.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T07:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T07:00:00Z,46.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T07:00:00Z,43.75 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T07:02:00Z,64.22 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T07:15:00Z,62.6 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T07:27:00Z,74.13 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T07:30:00Z,66.6 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T07:30:00Z,72.5 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T07:33:00Z,64.7 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T07:35:00Z,84.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T07:45:00Z,68.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T07:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T07:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T07:45:00Z,92.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T07:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T07:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T07:54:00Z,88.94 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T07:54:00Z,77.38 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T08:00:00Z,68.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T08:00:00Z,75.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T08:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T08:00:00Z,42.6 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T08:00:00Z,49.73 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T08:15:00Z,68.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T08:30:00Z,70.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T08:30:00Z,76.3 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T08:35:00Z,85.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T08:45:00Z,69.1 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T08:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T08:45:00Z,82.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T08:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T08:45:00Z,92.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T08:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T08:54:00Z,91.56 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T08:54:00Z,71.41 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T08:57:00Z,73.32 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T09:00:00Z,69.4 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T09:00:00Z,77.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T09:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T09:00:00Z,44.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T09:00:00Z,50.39 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T09:02:00Z,65.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T09:15:00Z,68.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T09:30:00Z,69.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T09:30:00Z,78.7 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T09:32:00Z,66.12 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T09:35:00Z,85.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T09:45:00Z,68.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T09:45:00Z,82.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T09:45:00Z,85.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T09:45:00Z,84.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T09:45:00Z,91.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T09:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T09:54:00Z,92.08 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T09:54:00Z,68.54 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T09:57:00Z,77.31 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T10:00:00Z,70.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T10:00:00Z,89.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T10:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T10:00:00Z,47.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T10:00:00Z,51.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T10:15:00Z,72.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T10:15:00Z,67.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T10:30:00Z,72.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T10:30:00Z,67.8 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T10:30:00Z,90.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T10:35:00Z,85.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T10:36:00Z,77.92 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T10:45:00Z,67.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T10:45:00Z,66.6 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T10:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T10:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T10:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T10:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T10:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T10:54:00Z,88.7 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T10:54:00Z,66.38 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T11:00:00Z,66.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T11:00:00Z,67.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T11:00:00Z,91.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T11:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T11:00:00Z,46.5 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T11:00:00Z,56.45 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-10-01T11:02:00Z,61.37 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T11:15:00Z,70.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T11:15:00Z,64.7 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T11:27:00Z,80.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T11:30:00Z,73.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T11:30:00Z,62.5 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T11:30:00Z,91.6 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T11:35:00Z,85.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T11:45:00Z,66.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T11:45:00Z,66.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T11:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T11:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T11:45:00Z,83.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T11:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T11:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T11:54:00Z,81.59 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T11:54:00Z,68.94 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T12:00:00Z,72.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T12:00:00Z,70.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-10-01T12:00:00Z,91.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-10-01T12:00:00Z,-999.0 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-10-01T12:00:00Z,44.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-10-01T12:00:00Z,55.02 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T12:15:00Z,71.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T12:15:00Z,70.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T12:30:00Z,71.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T12:30:00Z,70.3 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-10-01T12:30:00Z,88.7 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-10-01T12:35:00Z,90.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-10-01T12:45:00Z,67.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-10-01T12:45:00Z,64.0 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-10-01T12:45:00Z,83.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-10-01T12:45:00Z,83.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-10-01T12:45:00Z,74.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-10-01T12:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-10-01T12:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-10-01T12:54:00Z,72.72 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-10-01T12:54:00Z,61.35 
