network,platform,latitude,longitude,date,relative_humidity 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T02:27:00Z,77.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:30:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:30:00Z,85.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:30:00Z,85.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T02:30:00Z,88.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T02:31:00Z,88.7 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T02:32:00Z,83.2 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T02:35:00Z,75.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:45:00Z,83.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:45:00Z,85.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:45:00Z,84.5 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T02:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T02:45:00Z,87.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T02:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T02:45:00Z,91.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T02:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T02:54:00Z,97.07 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T02:54:00Z,91.19 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T02:59:00Z,81.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:00:00Z,83.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:00:00Z,85.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:00:00Z,84.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T03:00:00Z,88.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T03:00:00Z,102.7 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T03:00:00Z,-2.468 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T03:08:00Z,80.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:15:00Z,83.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:15:00Z,85.4 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:15:00Z,85.1 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T03:27:00Z,87.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:30:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:30:00Z,85.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:30:00Z,84.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T03:30:00Z,86.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T03:32:00Z,91.2 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T03:35:00Z,73.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:45:00Z,83.4 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:45:00Z,85.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:45:00Z,84.9 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T03:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T03:45:00Z,87.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T03:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T03:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T03:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T03:54:00Z,96.92 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T03:54:00Z,79.31 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T03:59:00Z,83.1 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T04:00:00Z,85.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T04:00:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T04:00:00Z,85.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T04:00:00Z,84.5 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T04:00:00Z,89.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T04:00:00Z,106.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T04:00:00Z,-2.453 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T04:08:00Z,81.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T04:15:00Z,83.0 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T04:15:00Z,86.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T04:15:00Z,84.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T04:30:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T04:30:00Z,85.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T04:30:00Z,84.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T04:30:00Z,87.0 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T04:31:00Z,90.1 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T04:35:00Z,73.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T04:45:00Z,82.8 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T04:45:00Z,84.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T04:45:00Z,84.5 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T04:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T04:45:00Z,88.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T04:45:00Z,96.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T04:45:00Z,97.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T04:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T04:54:00Z,98.13 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T04:54:00Z,91.16 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T04:57:00Z,87.4 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T04:59:00Z,83.5 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T05:00:00Z,83.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T05:00:00Z,85.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T05:00:00Z,84.4 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T05:00:00Z,88.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-09-01T05:00:00Z,99.4 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-09-01T05:00:00Z,74.7 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T05:00:00Z,-2.472 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T05:00:00Z,104.8 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T05:02:00Z,85.1 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T05:08:00Z,80.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T05:15:00Z,86.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T05:15:00Z,84.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T05:27:00Z,88.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T05:30:00Z,84.6 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T05:30:00Z,84.0 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T05:30:00Z,87.9 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T05:31:00Z,90.0 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T05:35:00Z,75.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T05:45:00Z,84.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T05:45:00Z,84.8 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T05:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T05:45:00Z,89.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T05:45:00Z,97.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T05:45:00Z,99.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T05:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T05:54:00Z,98.75 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T05:54:00Z,90.62 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T05:59:00Z,83.2 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T06:00:00Z,84.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T06:00:00Z,84.3 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T06:00:00Z,88.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-09-01T06:00:00Z,99.3 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-09-01T06:00:00Z,75.8 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T06:00:00Z,111.2 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T06:00:00Z,-2.508 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T06:02:00Z,85.1 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T06:08:00Z,82.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T06:15:00Z,85.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T06:15:00Z,84.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T06:27:00Z,88.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T06:30:00Z,85.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T06:30:00Z,83.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T06:30:00Z,87.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T06:31:00Z,90.9 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T06:35:00Z,75.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T06:45:00Z,84.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T06:45:00Z,83.2 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T06:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T06:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T06:45:00Z,98.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T06:45:00Z,99.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T06:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T06:54:00Z,97.54 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T06:54:00Z,91.97 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T06:59:00Z,84.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T07:00:00Z,84.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T07:00:00Z,83.2 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T07:00:00Z,87.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-09-01T07:00:00Z,99.3 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-09-01T07:00:00Z,75.9 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T07:00:00Z,104.1 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T07:00:00Z,-2.542 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T07:03:00Z,86.8 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T07:08:00Z,83.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T07:15:00Z,85.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T07:15:00Z,83.3 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T07:27:00Z,88.3 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T07:30:00Z,85.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T07:30:00Z,83.5 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-09-01T07:30:00Z,78.1 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T07:30:00Z,85.1 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T07:31:00Z,90.9 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T07:35:00Z,75.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T07:45:00Z,84.2 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T07:45:00Z,83.4 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T07:45:00Z,93.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T07:45:00Z,90.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T07:45:00Z,98.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T07:45:00Z,100.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T07:45:00Z,100.0 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T07:54:00Z,98.95 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T07:54:00Z,91.97 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T07:59:00Z,85.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T08:00:00Z,84.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T08:00:00Z,83.7 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T08:00:00Z,86.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-09-01T08:00:00Z,99.3 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T08:00:00Z,105.0 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T08:00:00Z,-2.559 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T08:02:00Z,87.1 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-09-01T08:08:00Z,83.9 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T08:15:00Z,86.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T08:15:00Z,83.7 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T08:30:00Z,83.3 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T08:30:00Z,83.7 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2020-09-01T08:30:00Z,74.4 
TCOON,ioos:station:TCOON:146,28.1324,-97.0345,2020-09-01T08:30:00Z,86.4 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-09-01T08:31:00Z,90.6 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2020-09-01T08:32:00Z,87.5 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-09-01T08:35:00Z,78.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T08:45:00Z,84.7 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T08:45:00Z,83.1 
NERRS,ioos:station:NOAA.NERRS:apaebmet,29.7909,-84.8834,2020-09-01T08:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2020-09-01T08:45:00Z,91.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2020-09-01T08:45:00Z,98.0 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2020-09-01T08:45:00Z,100.0 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2020-09-01T08:45:00Z,100.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-09-01T08:52:00Z,87.4 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2020-09-01T08:54:00Z,99.33 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2020-09-01T08:54:00Z,92.48 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-09-01T08:59:00Z,86.1 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T09:00:00Z,85.0 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T09:00:00Z,83.1 
NERRS,ioos:station:NOAA.NERRS:marcemet,28.1323,-97.0344,2020-09-01T09:00:00Z,86.0 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2020-09-01T09:00:00Z,99.4 
WAVCIS,ioos:station:WAVCIS:CSI06,28.8667,-90.4833,2020-09-01T09:00:00Z,-2.589 
