network,platform,latitude,longitude,date,relative_humidity,qcFlag 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T04:35:00,81.63,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T04:35:00,68.25,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T04:35:00,81.67,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:45:00Z,64.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-08-01T04:45:00Z,78.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T04:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T04:45:00Z,104.0,11144222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T04:45:00Z,94.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T04:54:00,80.34,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T04:54:00,78.54,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T04:54:00,30.99,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T04:56:00Z,60.81,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T04:57:00Z,57.88,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:00:00Z,64.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:00:00Z,1016.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T05:04:00Z,75.89,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:15:00Z,65.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:15:00Z,1016.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T05:15:00Z,89.3,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T05:21:00Z,76.69,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:30:00Z,67.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T05:35:00,80.81,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T05:35:00,61.61,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T05:35:00,76.64,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:45:00Z,69.4,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-08-01T05:45:00Z,85.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T05:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T05:45:00Z,104.0,11144222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T05:45:00Z,95.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T05:54:00,82.85,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T05:54:00,64.62,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T05:54:00,0.82,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T05:57:00Z,60.51,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T05:57:00Z,60.19,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:00:00Z,70.0,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T06:04:00Z,75.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:15:00Z,74.4,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:15:00Z,1015.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T06:15:00Z,89.6,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T06:21:00Z,72.08,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:30:00Z,73.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:30:00Z,1015.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T06:35:00,77.36,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T06:35:00,63.72,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T06:35:00,78.59,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:45:00Z,73.4,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-08-01T06:45:00Z,88.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T06:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T06:45:00Z,105.0,11144222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T06:45:00Z,96.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T06:54:00,81.32,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T06:54:00,75.45,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T06:54:00,0.7,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T06:56:00Z,65.41,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T06:57:00Z,62.12,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:00:00Z,76.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T07:04:00Z,77.87,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:15:00Z,76.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:15:00Z,1015.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T07:15:00Z,93.3,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T07:21:00Z,73.55,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:30:00Z,71.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:30:00Z,1015.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T07:35:00,75.33,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T07:35:00,75.54,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T07:35:00,83.38,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:45:00Z,74.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-08-01T07:45:00Z,89.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T07:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T07:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T07:45:00Z,96.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T07:54:00,84.04,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T07:54:00,72.07,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T07:54:00,0.75,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T07:56:00Z,82.8,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T07:57:00Z,61.44,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:00:00Z,73.7,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T08:04:00Z,84.5,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:15:00Z,75.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:15:00Z,1015.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T08:15:00Z,93.4,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T08:21:00Z,77.84,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:30:00Z,76.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:30:00Z,1015.0,11144222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T08:35:00,73.98,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T08:35:00,83.89,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T08:45:00Z,78.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T08:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T08:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T08:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T08:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T08:54:00,86.64,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T08:54:00,78.31,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T08:54:00,72.5,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T08:56:00Z,82.5,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T08:57:00Z,64.29,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:00:00Z,79.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T09:04:00Z,87.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:15:00Z,73.3,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:15:00Z,1015.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T09:15:00Z,96.9,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T09:21:00Z,78.59,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:30:00Z,74.5,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:30:00Z,1015.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T09:35:00,80.65,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T09:35:00,74.74,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T09:35:00,84.1,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T09:45:00Z,76.6,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T09:45:00Z,1015.0,11144222 
NERRS,ioos:station:NOAA.NERRS:gndcrmet,30.3592,-88.4200,2019-08-01T09:45:00Z,90.0,11111222 
NERRS,ioos:station:NOAA.NERRS:gtmpcmet,29.6577,-81.2327,2019-08-01T09:45:00Z,100.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkbuhmet,26.0501,-81.7017,2019-08-01T09:45:00Z,101.0,11144222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T09:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T09:54:00,86.04,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T09:54:00,83.89,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T09:54:00,0.67,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T09:56:00Z,83.0,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T09:57:00Z,64.5,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:00:00Z,78.2,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:00:00Z,1015.0,11144222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T10:04:00Z,87.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:15:00Z,78.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:15:00Z,1016.0,11144222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2019-08-01T10:15:00Z,97.3,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T10:21:00Z,77.53,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:30:00Z,78.1,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:30:00Z,1016.0,11144222 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2019-08-01T10:35:00,79.63,11111222 
COMPS,ioos:station:USF.COMPS:C12,27.4980,-83.7220,2019-08-01T10:35:00,75.46,11111222 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2019-08-01T10:35:00,80.72,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T10:45:00Z,78.2,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T10:45:00Z,1016.0,11144222 
NERRS,ioos:station:NOAA.NERRS:wkbshmet,30.4212,-87.8285,2019-08-01T10:45:00Z,97.0,11111222 
COMPS,ioos:station:USF.COMPS:ARP,28.4330,-82.6670,2019-08-01T10:54:00,85.77,11111222 
COMPS,ioos:station:USF.COMPS:FHP,28.1530,-82.8010,2019-08-01T10:54:00,84.24,11111222 
COMPS,ioos:station:USF.COMPS:SHP,30.0600,-84.2910,2019-08-01T10:54:00,0.8,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T10:56:00Z,80.7,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T10:57:00Z,69.24,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T11:00:00Z,80.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T11:00:00Z,1016.0,11144222 
