network,platform,latitude,longitude,date,vertical_datum,sea_water_temperature 
ADCP,ioos:station:wmo:42395,26.4040,-90.7920,2020-07-01T00:00:00Z,0.0,29.06 
ENP,ioos.station.NOAA.NDBC:BDVF1,25.4780,-80.9890,2020-07-01T00:00:00Z,1.0,30.62 
ENP,ioos.station.NOAA.NDBC:BNKF1,25.0870,-80.5190,2020-07-01T00:00:00Z,1.0,33.82 
ENP,ioos.station.NOAA.NDBC:BOBF1,25.0270,-80.6810,2020-07-01T00:00:00Z,1.0,34.04 
ENP,ioos.station.NOAA.NDBC:BWSF1,25.1780,-80.4380,2020-07-01T00:00:00Z,1.0,34.55 
ENP,ioos.station.NOAA.NDBC:CANF1,25.4220,-80.9420,2020-07-01T00:00:00Z,1.0,30.65 
ENP,ioos.station.NOAA.NDBC:CNBF1,25.7020,-81.1860,2020-07-01T00:00:00Z,1.0,36.04 
ENP,ioos.station.NOAA.NDBC:CWAF1,25.2970,-81.0130,2020-07-01T00:00:00Z,1.0,33.57 
ENP,ioos.station.NOAA.NDBC:DKKF1,25.1800,-80.4900,2020-07-01T00:00:00Z,1.0,33.22 
ENP,ioos.station.NOAA.NDBC:GBIF1,25.3780,-81.0290,2020-07-01T00:00:00Z,1.0,32.5 
ENP,ioos.station.NOAA.NDBC:GBTF1,25.1670,-80.8010,2020-07-01T00:00:00Z,1.0,35.29 
ENP,ioos.station.NOAA.NDBC:HCEF1,25.2540,-80.4440,2020-07-01T00:00:00Z,1.0,35.46 
ENP,ioos.station.NOAA.NDBC:JKYF1,25.0530,-80.9040,2020-07-01T00:00:00Z,1.0,35.28 
ENP,ioos.station.NOAA.NDBC:LBSF1,25.2140,-80.4320,2020-07-01T00:00:00Z,1.0,34.28 
ENP,ioos.station.NOAA.NDBC:LMDF1,25.1760,-80.6330,2020-07-01T00:00:00Z,1.0,34.14 
ENP,ioos.station.NOAA.NDBC:LMRF1,25.5560,-81.1690,2020-07-01T00:00:00Z,1.0,33.14 
ENP,ioos.station.NOAA.NDBC:LRIF1,25.2840,-80.8940,2020-07-01T00:00:00Z,1.0,33.71 
ENP,ioos.station.NOAA.NDBC:LRKF1,24.9820,-80.8260,2020-07-01T00:00:00Z,1.0,33.47 
ENP,ioos.station.NOAA.NDBC:LSNF1,25.2350,-80.4570,2020-07-01T00:00:00Z,1.0,34.33 
ENP,ioos.station.NOAA.NDBC:MUKF1,25.1060,-80.9420,2020-07-01T00:00:00Z,1.0,35.35 
ENP,ioos.station.NOAA.NDBC:PKYF1,24.9180,-80.7470,2020-07-01T00:00:00Z,1.0,33.45 
ENP,ioos.station.NOAA.NDBC:TCVF1,25.2130,-80.5330,2020-07-01T00:00:00Z,1.0,34.42 
ENP,ioos.station.NOAA.NDBC:TPEF1,25.4100,-80.9640,2020-07-01T00:00:00Z,1.0,32.65 
ENP,ioos.station.NOAA.NDBC:TRRF1,25.2170,-80.6500,2020-07-01T00:00:00Z,1.0,33.77 
ENP,ioos.station.NOAA.NDBC:WIWF1,25.5870,-81.0440,2020-07-01T00:00:00Z,1.0,32.69 
ENP,ioos.station.NOAA.NDBC:WPLF1,25.7100,-81.2490,2020-07-01T00:00:00Z,1.0,31.0 
ENP,ioos.station.NOAA.NDBC:WRBF1,25.0720,-80.7350,2020-07-01T00:00:00Z,1.0,34.42 
ENP,ioos.station.NOAA.NDBC:WWEF1,25.2320,-80.9380,2020-07-01T00:00:00Z,1.0,34.53 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:00:00Z,1.0,32.95 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:00:00Z,0.0,30.23 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:00:00Z,1.0,33.88 
NDBC,ioos:station:NOAA.NDBC:FWYF1,25.5910,-80.0970,2020-07-01T00:00:00Z,0.0,30.0 
NDBC,ioos:station:NOAA.NDBC:PTAT2,27.8260,-97.0510,2020-07-01T00:00:00Z,0.0,29.9 
NDBC,ioos:station:NOAA.NDBC:SAUF1,29.8570,-81.2650,2020-07-01T00:00:00Z,0.0,28.5 
NDBC,ioos:station:NOAA.NDBC:VENF1,27.0720,-82.4530,2020-07-01T00:00:00Z,0.0,32.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T00:00:00Z,0.0,30.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T00:00:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T00:06:00Z,0.0,29.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:15:00Z,1.0,32.89 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:15:00Z,0.0,30.27 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:15:00Z,1.0,33.9 
Scripps,ioos:station:wmo:42099,27.3400,-84.2750,2020-07-01T00:26:00Z,0.0,31.05 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:30:00Z,1.0,32.83 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:30:00Z,0.0,30.37 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:30:00Z,1.0,33.85 
TABS,ioos:station:wmo:42049,28.3507,-96.0058,2020-07-01T00:30:00Z,-2.0,28.7 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-01T00:35:00Z,-1.0,31.4 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-01T00:35:00Z,1.0,31.47 
FIT,ioos:station:wmo:SIPF1,27.8620,-80.4450,2020-07-01T00:45:00Z,8.0,25.16 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T00:45:00Z,1.0,32.78 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T00:45:00Z,0.0,30.42 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T00:45:00Z,1.0,33.88 
NOS,ioos:station:NOAA.NOS.CO-OPS:8723970,24.7117,-81.1050,2020-07-01T00:48:00Z,1.49,32.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8724580,24.5557,-81.8079,2020-07-01T00:48:00Z,2.38,31.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725110,26.1317,-81.8075,2020-07-01T00:48:00Z,1.31,33.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725520,26.6477,-81.8712,2020-07-01T00:48:00Z,1.04,33.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726520,27.7606,-82.6269,2020-07-01T00:48:00Z,0.0,32.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726724,27.9783,-82.8317,2020-07-01T00:48:00Z,0.0,33.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T00:48:00Z,0.0,30.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729108,30.1523,-85.6669,2020-07-01T00:48:00Z,0.0,29.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729840,30.4044,-87.2112,2020-07-01T00:48:00Z,0.0,31.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8736897,30.6483,-88.0583,2020-07-01T00:48:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8737048,30.7083,-88.0433,2020-07-01T00:48:00Z,0.0,29.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8747437,30.3264,-89.3258,2020-07-01T00:48:00Z,0.0,31.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761305,29.8681,-89.6732,2020-07-01T00:48:00Z,0.0,31.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761927,30.0272,-90.1134,2020-07-01T00:48:00Z,0.0,29.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8762482,29.7886,-90.4202,2020-07-01T00:48:00Z,0.0,32.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T00:48:00Z,0.0,29.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764314,29.2675,-91.3839,2020-07-01T00:48:00Z,0.0,28.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8768094,29.7682,-93.3429,2020-07-01T00:48:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770570,29.7284,-93.8701,2020-07-01T00:48:00Z,0.0,30.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613,29.6817,-94.9850,2020-07-01T00:48:00Z,0.0,29.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8771013,29.4800,-94.9183,2020-07-01T00:48:00Z,0.0,29.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8774770,28.0217,-97.0467,2020-07-01T00:48:00Z,0.0,29.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8779770,26.0600,-97.2150,2020-07-01T00:48:00Z,0.0,28.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8723970,24.7117,-81.1050,2020-07-01T00:54:00Z,1.49,32.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8724580,24.5557,-81.8079,2020-07-01T00:54:00Z,2.38,31.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725110,26.1317,-81.8075,2020-07-01T00:54:00Z,1.31,33.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725520,26.6477,-81.8712,2020-07-01T00:54:00Z,1.04,33.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726520,27.7606,-82.6269,2020-07-01T00:54:00Z,0.0,32.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726724,27.9783,-82.8317,2020-07-01T00:54:00Z,0.0,33.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T00:54:00Z,0.0,30.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729108,30.1523,-85.6669,2020-07-01T00:54:00Z,0.0,29.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729840,30.4044,-87.2112,2020-07-01T00:54:00Z,0.0,31.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8736897,30.6483,-88.0583,2020-07-01T00:54:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8737048,30.7083,-88.0433,2020-07-01T00:54:00Z,0.0,29.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8747437,30.3264,-89.3258,2020-07-01T00:54:00Z,0.0,31.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761305,29.8681,-89.6732,2020-07-01T00:54:00Z,0.0,31.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761927,30.0272,-90.1134,2020-07-01T00:54:00Z,0.0,29.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8762482,29.7886,-90.4202,2020-07-01T00:54:00Z,0.0,32.0 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T00:54:00Z,0.0,29.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764314,29.2675,-91.3839,2020-07-01T00:54:00Z,0.0,28.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8768094,29.7682,-93.3429,2020-07-01T00:54:00Z,0.0,29.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770570,29.7284,-93.8701,2020-07-01T00:54:00Z,0.0,30.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613,29.6817,-94.9850,2020-07-01T00:54:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8771013,29.4800,-94.9183,2020-07-01T00:54:00Z,0.0,29.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8774770,28.0217,-97.0467,2020-07-01T00:54:00Z,0.0,29.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8779770,26.0600,-97.2150,2020-07-01T00:54:00Z,0.0,28.8 
ADCP,ioos:station:wmo:42395,26.4040,-90.7920,2020-07-01T01:00:00Z,0.0,29.02 
ENP,ioos.station.NOAA.NDBC:BDVF1,25.4780,-80.9890,2020-07-01T01:00:00Z,1.0,30.52 
ENP,ioos.station.NOAA.NDBC:BNKF1,25.0870,-80.5190,2020-07-01T01:00:00Z,1.0,33.69 
ENP,ioos.station.NOAA.NDBC:BOBF1,25.0270,-80.6810,2020-07-01T01:00:00Z,1.0,33.78 
ENP,ioos.station.NOAA.NDBC:BWSF1,25.1780,-80.4380,2020-07-01T01:00:00Z,1.0,34.18 
ENP,ioos.station.NOAA.NDBC:CANF1,25.4220,-80.9420,2020-07-01T01:00:00Z,1.0,30.53 
ENP,ioos.station.NOAA.NDBC:CNBF1,25.7020,-81.1860,2020-07-01T01:00:00Z,1.0,35.72 
ENP,ioos.station.NOAA.NDBC:CWAF1,25.2970,-81.0130,2020-07-01T01:00:00Z,1.0,33.44 
ENP,ioos.station.NOAA.NDBC:DKKF1,25.1800,-80.4900,2020-07-01T01:00:00Z,1.0,33.04 
ENP,ioos.station.NOAA.NDBC:GBIF1,25.3780,-81.0290,2020-07-01T01:00:00Z,1.0,31.99 
ENP,ioos.station.NOAA.NDBC:GBTF1,25.1670,-80.8010,2020-07-01T01:00:00Z,1.0,34.9 
ENP,ioos.station.NOAA.NDBC:HCEF1,25.2540,-80.4440,2020-07-01T01:00:00Z,1.0,35.29 
ENP,ioos.station.NOAA.NDBC:JKYF1,25.0530,-80.9040,2020-07-01T01:00:00Z,1.0,34.81 
ENP,ioos.station.NOAA.NDBC:LBSF1,25.2140,-80.4320,2020-07-01T01:00:00Z,1.0,34.04 
ENP,ioos.station.NOAA.NDBC:LMDF1,25.1760,-80.6330,2020-07-01T01:00:00Z,1.0,33.78 
ENP,ioos.station.NOAA.NDBC:LMRF1,25.5560,-81.1690,2020-07-01T01:00:00Z,1.0,33.07 
ENP,ioos.station.NOAA.NDBC:LRIF1,25.2840,-80.8940,2020-07-01T01:00:00Z,1.0,33.72 
ENP,ioos.station.NOAA.NDBC:LRKF1,24.9820,-80.8260,2020-07-01T01:00:00Z,1.0,33.21 
ENP,ioos.station.NOAA.NDBC:LSNF1,25.2350,-80.4570,2020-07-01T01:00:00Z,1.0,34.2 
ENP,ioos.station.NOAA.NDBC:MUKF1,25.1060,-80.9420,2020-07-01T01:00:00Z,1.0,34.61 
ENP,ioos.station.NOAA.NDBC:PKYF1,24.9180,-80.7470,2020-07-01T01:00:00Z,1.0,33.37 
ENP,ioos.station.NOAA.NDBC:TCVF1,25.2130,-80.5330,2020-07-01T01:00:00Z,1.0,34.0 
ENP,ioos.station.NOAA.NDBC:TPEF1,25.4100,-80.9640,2020-07-01T01:00:00Z,1.0,32.45 
ENP,ioos.station.NOAA.NDBC:TRRF1,25.2170,-80.6500,2020-07-01T01:00:00Z,1.0,33.72 
ENP,ioos.station.NOAA.NDBC:WIWF1,25.5870,-81.0440,2020-07-01T01:00:00Z,1.0,32.31 
ENP,ioos.station.NOAA.NDBC:WPLF1,25.7100,-81.2490,2020-07-01T01:00:00Z,1.0,31.0 
ENP,ioos.station.NOAA.NDBC:WRBF1,25.0720,-80.7350,2020-07-01T01:00:00Z,1.0,34.19 
ENP,ioos.station.NOAA.NDBC:WWEF1,25.2320,-80.9380,2020-07-01T01:00:00Z,1.0,34.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:00:00Z,1.0,32.72 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:00:00Z,0.0,30.43 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:00:00Z,1.0,33.75 
NDBC,ioos:station:NOAA.NDBC:FWYF1,25.5910,-80.0970,2020-07-01T01:00:00Z,0.0,30.5 
NDBC,ioos:station:NOAA.NDBC:PTAT2,27.8260,-97.0510,2020-07-01T01:00:00Z,0.0,29.7 
NDBC,ioos:station:NOAA.NDBC:SAUF1,29.8570,-81.2650,2020-07-01T01:00:00Z,0.0,28.6 
NDBC,ioos:station:NOAA.NDBC:VENF1,27.0720,-82.4530,2020-07-01T01:00:00Z,0.0,32.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T01:00:00Z,0.0,30.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8762482,29.7886,-90.4202,2020-07-01T01:00:00Z,0.0,32.0 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T01:00:00Z,0.0,29.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8768094,29.7682,-93.3429,2020-07-01T01:00:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T01:06:00Z,0.0,29.2 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:15:00Z,1.0,32.66 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:15:00Z,0.0,30.47 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:15:00Z,1.0,33.51 
Scripps,ioos:station:wmo:42099,27.3400,-84.2750,2020-07-01T01:26:00Z,0.0,30.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:30:00Z,1.0,32.62 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:30:00Z,0.0,30.61 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:30:00Z,1.0,33.62 
TABS,ioos:station:wmo:42048,27.9396,-96.8429,2020-07-01T01:30:00Z,-2.0,28.6 
COMPS,ioos:station:USF.COMPS:C10,27.1690,-82.9260,2020-07-01T01:35:00Z,-1.0,31.67 
COMPS,ioos:station:USF.COMPS:C13,26.0630,-83.0730,2020-07-01T01:35:00Z,1.0,31.03 
ADCP,ioos:station:wmo:42395,26.4040,-90.7920,2020-07-01T01:40:00Z,0.0,29.02 
FIT,ioos:station:wmo:SIPF1,27.8620,-80.4450,2020-07-01T01:45:00Z,8.0,25.49 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T01:45:00Z,1.0,32.6 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T01:45:00Z,0.0,30.84 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T01:45:00Z,1.0,33.42 
NOS,ioos:station:NOAA.NOS.CO-OPS:8723970,24.7117,-81.1050,2020-07-01T01:48:00Z,1.49,32.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8724580,24.5557,-81.8079,2020-07-01T01:48:00Z,2.38,31.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725110,26.1317,-81.8075,2020-07-01T01:48:00Z,1.31,33.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725520,26.6477,-81.8712,2020-07-01T01:48:00Z,1.04,33.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726520,27.7606,-82.6269,2020-07-01T01:48:00Z,0.0,32.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726724,27.9783,-82.8317,2020-07-01T01:48:00Z,0.0,33.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T01:48:00Z,0.0,30.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729108,30.1523,-85.6669,2020-07-01T01:48:00Z,0.0,29.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729840,30.4044,-87.2112,2020-07-01T01:48:00Z,0.0,31.0 
NOS,ioos:station:NOAA.NOS.CO-OPS:8736897,30.6483,-88.0583,2020-07-01T01:48:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8737048,30.7083,-88.0433,2020-07-01T01:48:00Z,0.0,29.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8747437,30.3264,-89.3258,2020-07-01T01:48:00Z,0.0,31.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761305,29.8681,-89.6732,2020-07-01T01:48:00Z,0.0,31.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761927,30.0272,-90.1134,2020-07-01T01:48:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8762482,29.7886,-90.4202,2020-07-01T01:48:00Z,0.0,31.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T01:48:00Z,0.0,29.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764314,29.2675,-91.3839,2020-07-01T01:48:00Z,0.0,28.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8768094,29.7682,-93.3429,2020-07-01T01:48:00Z,0.0,29.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770570,29.7284,-93.8701,2020-07-01T01:48:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613,29.6817,-94.9850,2020-07-01T01:48:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8771013,29.4800,-94.9183,2020-07-01T01:48:00Z,0.0,29.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8774770,28.0217,-97.0467,2020-07-01T01:48:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8779770,26.0600,-97.2150,2020-07-01T01:48:00Z,0.0,28.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8723970,24.7117,-81.1050,2020-07-01T01:54:00Z,1.49,32.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8724580,24.5557,-81.8079,2020-07-01T01:54:00Z,2.38,31.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725110,26.1317,-81.8075,2020-07-01T01:54:00Z,1.31,33.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8725520,26.6477,-81.8712,2020-07-01T01:54:00Z,1.04,33.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726520,27.7606,-82.6269,2020-07-01T01:54:00Z,0.0,32.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8726724,27.9783,-82.8317,2020-07-01T01:54:00Z,0.0,33.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T01:54:00Z,0.0,30.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729108,30.1523,-85.6669,2020-07-01T01:54:00Z,0.0,29.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8729840,30.4044,-87.2112,2020-07-01T01:54:00Z,0.0,30.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8736897,30.6483,-88.0583,2020-07-01T01:54:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8737048,30.7083,-88.0433,2020-07-01T01:54:00Z,0.0,29.4 
NOS,ioos:station:NOAA.NOS.CO-OPS:8747437,30.3264,-89.3258,2020-07-01T01:54:00Z,0.0,31.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761305,29.8681,-89.6732,2020-07-01T01:54:00Z,0.0,31.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8761927,30.0272,-90.1134,2020-07-01T01:54:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8762482,29.7886,-90.4202,2020-07-01T01:54:00Z,0.0,31.9 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764227,29.4496,-91.3381,2020-07-01T01:54:00Z,0.0,29.1 
NOS,ioos:station:NOAA.NOS.CO-OPS:8764314,29.2675,-91.3839,2020-07-01T01:54:00Z,0.0,28.3 
NOS,ioos:station:NOAA.NOS.CO-OPS:8768094,29.7682,-93.3429,2020-07-01T01:54:00Z,0.0,29.6 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770570,29.7284,-93.8701,2020-07-01T01:54:00Z,0.0,30.2 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613,29.6817,-94.9850,2020-07-01T01:54:00Z,0.0,29.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8771013,29.4800,-94.9183,2020-07-01T01:54:00Z,0.0,29.8 
NOS,ioos:station:NOAA.NOS.CO-OPS:8774770,28.0217,-97.0467,2020-07-01T01:54:00Z,0.0,29.5 
NOS,ioos:station:NOAA.NOS.CO-OPS:8779770,26.0600,-97.2150,2020-07-01T01:54:00Z,0.0,28.8 
ENP,ioos.station.NOAA.NDBC:BDVF1,25.4780,-80.9890,2020-07-01T02:00:00Z,1.0,30.49 
ENP,ioos.station.NOAA.NDBC:BNKF1,25.0870,-80.5190,2020-07-01T02:00:00Z,1.0,33.5 
ENP,ioos.station.NOAA.NDBC:BOBF1,25.0270,-80.6810,2020-07-01T02:00:00Z,1.0,33.54 
ENP,ioos.station.NOAA.NDBC:CANF1,25.4220,-80.9420,2020-07-01T02:00:00Z,1.0,30.45 
ENP,ioos.station.NOAA.NDBC:CNBF1,25.7020,-81.1860,2020-07-01T02:00:00Z,1.0,35.34 
ENP,ioos.station.NOAA.NDBC:GBIF1,25.3780,-81.0290,2020-07-01T02:00:00Z,1.0,32.01 
ENP,ioos.station.NOAA.NDBC:GBTF1,25.1670,-80.8010,2020-07-01T02:00:00Z,1.0,34.73 
ENP,ioos.station.NOAA.NDBC:HCEF1,25.2540,-80.4440,2020-07-01T02:00:00Z,1.0,35.27 
ENP,ioos.station.NOAA.NDBC:JKYF1,25.0530,-80.9040,2020-07-01T02:00:00Z,1.0,34.42 
ENP,ioos.station.NOAA.NDBC:LMDF1,25.1760,-80.6330,2020-07-01T02:00:00Z,1.0,33.55 
ENP,ioos.station.NOAA.NDBC:LMRF1,25.5560,-81.1690,2020-07-01T02:00:00Z,1.0,32.81 
ENP,ioos.station.NOAA.NDBC:LRIF1,25.2840,-80.8940,2020-07-01T02:00:00Z,1.0,33.6 
ENP,ioos.station.NOAA.NDBC:LSNF1,25.2350,-80.4570,2020-07-01T02:00:00Z,1.0,34.48 
ENP,ioos.station.NOAA.NDBC:MUKF1,25.1060,-80.9420,2020-07-01T02:00:00Z,1.0,34.19 
ENP,ioos.station.NOAA.NDBC:TRRF1,25.2170,-80.6500,2020-07-01T02:00:00Z,1.0,33.71 
ENP,ioos.station.NOAA.NDBC:WIWF1,25.5870,-81.0440,2020-07-01T02:00:00Z,1.0,31.8 
ENP,ioos.station.NOAA.NDBC:WPLF1,25.7100,-81.2490,2020-07-01T02:00:00Z,1.0,31.0 
ENP,ioos.station.NOAA.NDBC:WRBF1,25.0720,-80.7350,2020-07-01T02:00:00Z,1.0,34.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-07-01T02:00:00Z,1.0,32.56 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-07-01T02:00:00Z,0.0,30.8 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-07-01T02:00:00Z,1.0,33.31 
NDBC,ioos:station:NOAA.NDBC:FWYF1,25.5910,-80.0970,2020-07-01T02:00:00Z,0.0,30.7 
NDBC,ioos:station:NOAA.NDBC:PTAT2,27.8260,-97.0510,2020-07-01T02:00:00Z,0.0,29.6 
NDBC,ioos:station:NOAA.NDBC:SAUF1,29.8570,-81.2650,2020-07-01T02:00:00Z,0.0,28.4 
NDBC,ioos:station:NOAA.NDBC:VENF1,27.0720,-82.4530,2020-07-01T02:00:00Z,0.0,32.7 
NOS,ioos:station:NOAA.NOS.CO-OPS:8728690,29.7267,-84.9817,2020-07-01T02:00:00Z,0.0,30.6 
