network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T01:00:00Z,2.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T01:00:00Z,2.63,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T01:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T01:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T01:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T01:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T01:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T01:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T01:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T01:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T01:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T01:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T01:45:00Z,15.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T01:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T01:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T01:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T02:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T02:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T02:00:00Z,3.81,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T02:00:00Z,1.19,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T02:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T02:00:00Z,2.71,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T02:00:00Z,13.25,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T02:00:00Z,2.63,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T02:00:00Z,4.23,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T02:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T02:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T02:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T02:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T02:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T02:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T02:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T02:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T02:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T02:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T02:45:00Z,15.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T02:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T02:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T02:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T03:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T03:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T03:00:00Z,5.36,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T03:00:00Z,2.34,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T03:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T03:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T03:00:00Z,17.69,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T03:00:00Z,2.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T03:00:00Z,3.55,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T03:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T03:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T03:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T03:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T03:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T03:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T03:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T03:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T03:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T03:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T03:45:00Z,14.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T03:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T03:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T03:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T04:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T04:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T04:00:00Z,4.97,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T04:00:00Z,2.1,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T04:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T04:00:00Z,2.76,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T04:00:00Z,13.93,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T04:00:00Z,2.83,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T04:00:00Z,3.53,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T04:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T04:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T04:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T04:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T04:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T04:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T04:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T04:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T04:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T04:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T04:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T04:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T04:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T04:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T05:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T05:00:00Z,4.39,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T05:00:00Z,1.75,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T05:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T05:00:00Z,2.51,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T05:00:00Z,14.89,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T05:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T05:00:00Z,2.93,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T05:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T05:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T05:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T05:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T05:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T05:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T05:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T05:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T05:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T05:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T05:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T05:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T05:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T05:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T06:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T06:00:00Z,4.01,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T06:00:00Z,1.92,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T06:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T06:00:00Z,1.97,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T06:00:00Z,13.82,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T06:00:00Z,2.78,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T06:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T06:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T06:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T06:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T06:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T06:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T06:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T06:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T06:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T06:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-11-01T06:45:00Z,638.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T06:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T06:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T06:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T06:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T06:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T07:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T07:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T07:00:00Z,4.48,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T07:00:00Z,1.54,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T07:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T07:00:00Z,2.2,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T07:00:00Z,13.77,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T07:00:00Z,3.12,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T07:00:00Z,2.05,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T07:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T07:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T07:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T07:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T07:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T07:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T07:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T07:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T07:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-11-01T07:45:00Z,638.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T07:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T07:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T07:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T07:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T08:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T08:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T08:00:00Z,3.81,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T08:00:00Z,1.28,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T08:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T08:00:00Z,2.02,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T08:00:00Z,11.63,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T08:00:00Z,2.57,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T08:00:00Z,1.82,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T08:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T08:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T08:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T08:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T08:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T08:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T08:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T08:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T08:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T08:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T08:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T08:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T08:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T08:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T09:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T09:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T09:00:00Z,4.58,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T09:00:00Z,1.25,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T09:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T09:00:00Z,2.19,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T09:00:00Z,11.14,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T09:00:00Z,2.48,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T09:00:00Z,1.93,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T09:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T09:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T09:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T09:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T09:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T09:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T09:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T09:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-11-01T09:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-11-01T09:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-11-01T09:45:00Z,12.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T09:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T09:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T09:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T10:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T10:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-11-01T10:00:00Z,4.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-11-01T10:00:00Z,1.48,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T10:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-11-01T10:00:00Z,2.05,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T10:00:00Z,17.54,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T10:00:00Z,2.35,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-11-01T10:00:00Z,2.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-11-01T10:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-11-01T10:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2016-11-01T10:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-11-01T10:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-11-01T10:30:00Z,99.0,11111222 
