network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T00:00:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T00:00:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T00:15:00Z,13.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T00:30:00Z,289.536345,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T00:30:00Z,135.794239,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T01:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T01:00:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T01:15:00Z,14.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T01:30:00Z,189.63784,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T01:30:00Z,155.096662,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T02:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T02:00:00Z,4.0,11133222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T02:15:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T02:30:00Z,198.781093,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T02:30:00Z,139.857907,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T03:00:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T03:00:00Z,7.0,11133222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T03:15:00Z,11.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T03:30:00Z,190.315118,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T03:30:00Z,141.551102,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T04:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T04:00:00Z,5.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T04:00:00Z,5.75,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T04:00:00Z,2.94,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T04:00:00Z,1.94,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T04:00:00Z,3.2,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T04:15:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T04:30:00Z,172.70589,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T04:30:00Z,168.303583,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T05:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T05:00:00Z,4.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T05:00:00Z,11.99,11131222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T05:00:00Z,2.83,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T05:00:00Z,2.0,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T05:00:00Z,3.29,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T05:15:00Z,9.0,11113222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T05:30:00Z,203.860678,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T05:30:00Z,133.085127,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T06:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T06:00:00Z,4.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T06:00:00Z,8.86,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T06:00:00Z,2.84,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T06:00:00Z,2.04,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T06:00:00Z,2.4,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T06:15:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T06:30:00Z,177.108197,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T06:30:00Z,107.348563,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T07:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T07:00:00Z,3.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T07:00:00Z,8.5,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T07:00:00Z,2.5,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T07:00:00Z,1.7,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T07:00:00Z,2.98,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T07:15:00Z,11.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T07:30:00Z,208.940263,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T07:30:00Z,113.105426,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T08:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T08:00:00Z,3.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T08:00:00Z,6.29,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T08:00:00Z,2.55,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T08:00:00Z,1.7,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T08:00:00Z,4.04,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T08:15:00Z,9.0,11113222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T08:30:00Z,195.056064,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T08:30:00Z,120.555484,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T09:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T09:00:00Z,4.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T09:00:00Z,7.35,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T09:00:00Z,2.7,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T09:00:00Z,1.42,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T09:00:00Z,2.72,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T09:15:00Z,8.0,11113222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T09:30:00Z,196.749259,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T09:30:00Z,174.737724,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T10:00:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T10:00:00Z,7.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T10:00:00Z,5.08,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T10:00:00Z,2.62,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T10:00:00Z,1.31,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T10:00:00Z,2.32,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T10:15:00Z,8.0,11113222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T10:30:00Z,213.681209,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T10:30:00Z,244.835997,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T11:00:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T11:00:00Z,8.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T11:00:00Z,5.86,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T11:00:00Z,2.75,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T11:00:00Z,1.32,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T11:00:00Z,2.21,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T11:15:00Z,7.0,11113222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T11:30:00Z,215.374404,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T11:30:00Z,335.591249,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T12:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T12:00:00Z,11.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T12:00:00Z,4.39,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T12:00:00Z,2.69,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T12:00:00Z,1.68,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T12:00:00Z,2.0,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T12:15:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T12:30:00Z,195.394703,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T12:30:00Z,289.874984,11141222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T13:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T13:00:00Z,10.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T13:00:00Z,4.53,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T13:00:00Z,2.59,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T13:00:00Z,1.46,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T13:00:00Z,1.96,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T13:15:00Z,12.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T13:30:00Z,163.223998,11141222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T13:30:00Z,405.012244,11141222 
