network,platform,latitude,longitude,date,sea_water_turbidity 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T06:30:00Z,139.180629 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T06:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T06:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T06:45:00Z,18.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T07:00:00Z,1722.656593 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T07:00:00Z,2.94 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T07:00:00Z,1.29 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T07:00:00Z,1.31 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T07:00:00Z,3.23 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T07:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T07:15:00Z,11.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T07:30:00Z,32102.9772 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T07:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T07:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T07:45:00Z,20.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T08:00:00Z,2.36 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T08:00:00Z,1.16 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T08:00:00Z,1.24 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T08:00:00Z,2.94 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T08:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T08:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T08:30:00Z,728.751128 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T08:30:00Z,201.490205 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T08:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T08:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T08:45:00Z,20.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T09:00:00Z,928.548138 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T09:00:00Z,2.68 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T09:00:00Z,1.05 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T09:00:00Z,1.33 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T09:00:00Z,3.4 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T09:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T09:15:00Z,10.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T09:30:00Z,225.533574 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T09:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T09:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T09:45:00Z,21.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T10:00:00Z,3.09 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T10:00:00Z,0.75 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T10:00:00Z,1.28 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T10:00:00Z,4.85 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T10:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T10:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T10:30:00Z,267.186171 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T10:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T10:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T10:45:00Z,24.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T11:00:00Z,1.84 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T11:00:00Z,0.8 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T11:00:00Z,1.35 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T11:00:00Z,3.14 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T11:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T11:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T11:30:00Z,313.579714 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T11:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T11:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T11:45:00Z,19.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T12:00:00Z,1037.589896 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T12:00:00Z,2.1 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T12:00:00Z,0.95 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T12:00:00Z,1.34 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T12:00:00Z,3.7 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T12:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T12:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T12:30:00Z,373.518817 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T12:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T12:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T12:45:00Z,20.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T13:00:00Z,1016.932917 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T13:00:00Z,2.32 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T13:00:00Z,1.15 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T13:00:00Z,1.31 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T13:00:00Z,3.6 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T13:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T13:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T13:30:00Z,287.165872 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T13:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T13:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T13:45:00Z,18.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T14:00:00Z,2.25 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T14:00:00Z,1.37 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T14:00:00Z,1.32 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T14:00:00Z,3.62 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T14:15:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T14:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T14:30:00Z,1154.420351 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T14:30:00Z,196.071981 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T14:45:00Z,16.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T14:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T14:45:00Z,16.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T15:00:00Z,2.44 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T15:00:00Z,1.4 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T15:00:00Z,1.26 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T15:00:00Z,3.73 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T15:15:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T15:15:00Z,50.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T15:30:00Z,842.872471 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T15:30:00Z,202.167483 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T15:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T15:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T15:45:00Z,17.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T16:00:00Z,2.05 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T16:00:00Z,1.49 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T16:00:00Z,1.35 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T16:00:00Z,3.98 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T16:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T16:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T16:30:00Z,1106.333613 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T16:30:00Z,225.872213 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T16:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T16:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T16:45:00Z,17.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T17:00:00Z,2.22 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T17:00:00Z,1.44 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T17:00:00Z,1.4 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T17:00:00Z,3.16 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T17:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T17:15:00Z,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T17:30:00Z,1568.575848 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T17:30:00Z,258.381557 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T17:45:00Z,18.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T17:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T17:45:00Z,16.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T18:00:00Z,2.58 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T18:00:00Z,1.06 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T18:00:00Z,1.51 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T18:00:00Z,2.76 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T18:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T18:15:00Z,7.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T18:30:00Z,972.232569 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T18:30:00Z,201.151566 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T18:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T18:45:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T18:45:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T19:00:00Z,881.815956 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T19:00:00Z,3.84 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T19:00:00Z,1.44 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T19:00:00Z,1.49 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T19:00:00Z,2.81 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T19:15:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T19:15:00Z,7.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T19:30:00Z,172.367251 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T19:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T19:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T19:45:00Z,16.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T20:00:00Z,4.1 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T20:00:00Z,1.28 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T20:00:00Z,1.99 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T20:00:00Z,2.88 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T20:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T20:15:00Z,8.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T20:30:00Z,1064.681016 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T20:30:00Z,252.286055 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T20:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T20:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T20:45:00Z,14.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T21:00:00Z,4.67 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T21:00:00Z,1.4 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T21:00:00Z,1.5 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T21:00:00Z,2.99 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T21:15:00Z,22.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T21:15:00Z,70.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T21:30:00Z,1117.847339 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T21:30:00Z,180.833226 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T21:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T21:45:00Z,18.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T21:45:00Z,14.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-08-01T22:00:00Z,4.63 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-08-01T22:00:00Z,1.54 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-08-01T22:00:00Z,1.46 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-08-01T22:00:00Z,3.04 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T22:15:00Z,18.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T22:15:00Z,35.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T22:30:00Z,1143.583903 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T22:30:00Z,105.994007 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T22:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T22:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T22:45:00Z,13.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-01T23:00:00Z,1067.728767 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-01T23:15:00Z,20.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-01T23:15:00Z,22.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-01T23:30:00Z,160.853525 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-01T23:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-01T23:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-01T23:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-02T00:15:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-02T00:15:00Z,607.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-02T00:30:00Z,1435.490721 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-02T00:30:00Z,190.653757 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-08-02T00:45:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-08-02T00:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-08-02T00:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-08-02T01:15:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-08-02T01:15:00Z,122.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-08-02T01:30:00Z,2736.20312 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-08-02T01:30:00Z,129.698737 
