network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T03:30:00Z,42.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T03:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T04:00:00Z,1.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T04:00:00Z,110.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T04:00:00Z,77.68,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T04:00:00Z,1.14,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T04:00:00Z,2.74,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T04:00:00Z,0.99,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T04:30:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T04:30:00Z,42.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T04:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T05:00:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T05:00:00Z,10.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T05:00:00Z,61.47,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T05:00:00Z,1.76,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T05:00:00Z,2.68,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T05:00:00Z,0.8,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T05:30:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T05:30:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T05:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T06:00:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T06:00:00Z,7.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T06:00:00Z,58.48,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T06:00:00Z,1.09,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T06:00:00Z,2.62,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T06:00:00Z,1.19,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T06:30:00Z,1.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T06:30:00Z,6.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T06:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T07:00:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T07:00:00Z,23.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T07:00:00Z,52.34,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T07:00:00Z,1.29,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T07:00:00Z,2.44,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T07:00:00Z,1.11,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T07:30:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T07:30:00Z,15.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T07:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T08:00:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T08:00:00Z,8.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T08:00:00Z,59.11,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T08:00:00Z,1.49,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T08:00:00Z,2.57,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T08:00:00Z,1.19,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T08:30:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T08:30:00Z,23.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T08:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T09:00:00Z,2.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T09:00:00Z,14.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T09:00:00Z,58.12,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T09:00:00Z,1.42,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T09:00:00Z,2.7,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T09:00:00Z,0.91,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T09:30:00Z,3.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T09:30:00Z,18.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T09:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T10:00:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T10:00:00Z,13.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T10:00:00Z,63.6,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T10:00:00Z,1.35,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T10:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T10:00:00Z,0.94,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T10:30:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T10:30:00Z,7.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T10:45:00Z,3.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T11:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T11:00:00Z,7.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T11:00:00Z,55.67,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T11:00:00Z,1.28,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T11:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T11:00:00Z,0.9,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T11:30:00Z,3.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T11:30:00Z,11.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T11:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T12:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T12:00:00Z,11.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T12:00:00Z,38.13,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T12:00:00Z,1.14,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T12:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T12:00:00Z,0.84,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T12:30:00Z,3.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T12:30:00Z,10.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T12:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T13:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T13:00:00Z,12.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T13:00:00Z,35.03,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T13:00:00Z,1.11,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T13:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T13:00:00Z,0.86,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T13:30:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T13:30:00Z,22.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T13:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T14:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T14:00:00Z,15.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T14:00:00Z,32.89,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T14:00:00Z,1.75,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T14:00:00Z,2.88,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T14:00:00Z,0.74,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T14:30:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T14:30:00Z,10.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T14:45:00Z,6.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T15:00:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T15:00:00Z,8.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T15:00:00Z,32.04,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T15:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T15:00:00Z,2.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T15:00:00Z,0.75,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T15:30:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T15:30:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T15:45:00Z,6.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T16:00:00Z,11.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T16:00:00Z,6.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T16:00:00Z,36.72,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T16:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T16:00:00Z,3.15,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T16:00:00Z,0.76,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T16:30:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T16:30:00Z,3.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T16:45:00Z,7.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T17:00:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T17:00:00Z,5.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T17:00:00Z,38.48,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T17:00:00Z,1.78,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T17:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T17:00:00Z,0.68,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T17:30:00Z,16.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T17:30:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:gndbcwq,30.3836,-88.4364,2018-10-01T17:45:00Z,9.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T17:45:00Z,8.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T18:00:00Z,26.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T18:00:00Z,7.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T18:00:00Z,56.11,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T18:00:00Z,1.86,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T18:00:00Z,2.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T18:00:00Z,0.65,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T18:30:00Z,13.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T18:30:00Z,8.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T18:45:00Z,6.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T19:00:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T19:00:00Z,5.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T19:00:00Z,51.12,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T19:00:00Z,1.68,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T19:00:00Z,4.04,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T19:00:00Z,0.86,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T19:30:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T19:30:00Z,2.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T19:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T20:00:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T20:00:00Z,3.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T20:00:00Z,37.12,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T20:00:00Z,1.58,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T20:00:00Z,3.53,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T20:00:00Z,0.64,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T20:30:00Z,14.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T20:30:00Z,3.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T20:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T21:00:00Z,13.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T21:00:00Z,4.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T21:00:00Z,74.95,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T21:00:00Z,1.61,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T21:00:00Z,3.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T21:00:00Z,0.74,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T21:30:00Z,17.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T21:30:00Z,5.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T21:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T22:00:00Z,11.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T22:00:00Z,7.0,11133222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-01T22:00:00Z,120.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-01T22:00:00Z,1.63,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-01T22:00:00Z,3.22,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-01T22:00:00Z,0.73,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T22:30:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T22:30:00Z,3.0,11133222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T23:00:00Z,12.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T23:00:00Z,4.0,11133222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T23:30:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T23:30:00Z,3.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T23:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T00:00:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T00:00:00Z,11.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T00:30:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T00:30:00Z,7.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T00:45:00Z,3.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T01:00:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T01:00:00Z,12.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T01:30:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T01:30:00Z,9.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T01:45:00Z,4.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T02:00:00Z,5.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T02:00:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T02:30:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T02:30:00Z,13.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T02:45:00Z,10.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T03:00:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T03:00:00Z,10.0,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T03:30:00Z,8.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T03:30:00Z,16.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T03:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T04:00:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T04:00:00Z,13.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-02T04:00:00Z,81.28,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-02T04:00:00Z,0.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-02T04:00:00Z,2.6,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-02T04:00:00Z,0.95,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T04:30:00Z,4.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T04:30:00Z,8.0,11133222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T04:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T05:00:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T05:00:00Z,13.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-02T05:00:00Z,77.62,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-02T05:00:00Z,1.13,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-02T05:00:00Z,2.88,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-02T05:00:00Z,0.76,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T05:30:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T05:30:00Z,12.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T05:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T06:00:00Z,6.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T06:00:00Z,13.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-02T06:00:00Z,77.93,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-02T06:00:00Z,1.46,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-02T06:00:00Z,2.44,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-02T06:00:00Z,0.95,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T06:30:00Z,7.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T06:30:00Z,14.0,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-02T06:45:00Z,5.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T07:00:00Z,9.0,11133222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-02T07:00:00Z,10.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-10-02T07:00:00Z,80.64,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-10-02T07:00:00Z,0.97,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-10-02T07:00:00Z,2.45,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-10-02T07:00:00Z,0.9,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-02T07:30:00Z,6.0,11133222 
