network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T00:00:00Z,479.851463,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T00:15:00Z,14.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T00:30:00Z,142.567019,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T00:45:00Z,9.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T01:00:00Z,349.814087,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T01:15:00Z,24.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T01:30:00Z,405.689522,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T01:45:00Z,8.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T02:00:00Z,829.66555,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T02:15:00Z,16.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T02:30:00Z,416.864609,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T02:45:00Z,9.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T03:00:00Z,223.50174,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T03:15:00Z,22.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T03:30:00Z,418.219165,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T03:45:00Z,8.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T04:00:00Z,264.477059,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T04:00:00Z,5.83,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T04:00:00Z,2.47,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T04:00:00Z,1.0,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T04:00:00Z,3.25,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T04:15:00Z,1106.0,11143222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T04:30:00Z,396.884908,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T04:45:00Z,8.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T05:00:00Z,284.795399,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T05:00:00Z,4.63,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T05:00:00Z,2.74,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T05:00:00Z,0.98,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T05:00:00Z,3.71,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T05:15:00Z,22.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T05:30:00Z,409.414551,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T05:45:00Z,8.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T06:00:00Z,236.031383,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T06:00:00Z,5.06,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T06:00:00Z,3.58,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T06:00:00Z,2.02,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T06:00:00Z,3.55,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T06:15:00Z,17.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T06:30:00Z,310.193324,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T06:45:00Z,6.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T07:00:00Z,239.079134,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T07:00:00Z,5.26,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T07:00:00Z,3.69,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T07:00:00Z,2.4,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T07:00:00Z,4.2,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T07:15:00Z,30.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T07:30:00Z,290.890901,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-10-01T07:45:00Z,5.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-10-01T08:00:00Z,209.617541,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-10-01T08:00:00Z,4.0,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-10-01T08:00:00Z,3.5,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-10-01T08:00:00Z,1.52,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-10-01T08:00:00Z,2.54,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-10-01T08:15:00Z,19.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-10-01T08:30:00Z,208.262985,11141222 
