network,platform,latitude,longitude,date,sea_water_turbidity 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T11:30:00Z,7182.53319 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T11:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T11:45:00Z,149.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T12:00:00Z,23.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T12:00:00Z,11.88 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T12:00:00Z,3.13 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T12:00:00Z,9.56 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T12:15:00Z,21.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T12:30:00Z,1018.626112 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T12:30:00Z,14070.45045 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T12:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T12:45:00Z,156.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T13:00:00Z,52.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T13:00:00Z,9.71 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T13:00:00Z,2.56 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T13:00:00Z,8.82 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T13:15:00Z,20.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T13:30:00Z,1742.297655 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T13:30:00Z,18547.25803 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T13:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T13:45:00Z,152.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T14:00:00Z,28.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T14:15:00Z,19.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T14:30:00Z,1558.078039 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T14:30:00Z,6471.39129 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T14:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T14:45:00Z,153.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T15:00:00Z,57.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T15:00:00Z,9.23 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T15:00:00Z,2.3 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T15:00:00Z,11.02 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T15:15:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T15:30:00Z,1547.241591 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T15:30:00Z,15760.25906 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T15:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T15:45:00Z,150.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T16:00:00Z,35.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T16:00:00Z,10.05 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T16:00:00Z,3.26 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T16:00:00Z,11.11 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T16:15:00Z,15.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T16:30:00Z,2726.04395 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T16:30:00Z,12116.50342 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T16:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T16:45:00Z,155.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T17:00:00Z,23.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T17:00:00Z,14.52 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T17:00:00Z,5.39 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T17:00:00Z,11.08 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T17:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T17:30:00Z,1711.481506 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T17:30:00Z,8835.09151 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T17:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T17:45:00Z,115.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T18:00:00Z,24.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T18:00:00Z,13.96 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T18:00:00Z,8.69 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T18:00:00Z,8.82 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T18:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T18:30:00Z,2670.507154 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T18:30:00Z,13037.6015 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T18:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T18:45:00Z,94.0 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-07T19:00:00Z,41.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T19:00:00Z,15.58 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T19:00:00Z,16.01 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T19:00:00Z,11.91 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T19:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T19:30:00Z,2506.944517 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T19:30:00Z,16688.12992 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T19:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T19:45:00Z,120.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T20:00:00Z,11.01 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T20:00:00Z,11.14 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T20:00:00Z,12.36 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T20:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T20:30:00Z,3450.73141 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T20:30:00Z,5699.29437 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T20:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T20:45:00Z,126.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T21:00:00Z,8.0 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T21:00:00Z,5.55 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T21:00:00Z,12.09 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T21:15:00Z,13.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T21:30:00Z,3000.34154 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T21:30:00Z,9139.86661 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T21:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T21:45:00Z,120.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-07T22:00:00Z,5.99 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-07T22:00:00Z,5.36 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-07T22:00:00Z,12.56 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T22:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T22:30:00Z,2612.261246 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T22:30:00Z,9400.61864 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T22:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T22:45:00Z,73.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-07T23:00:00Z,3545.55033 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-07T23:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-07T23:30:00Z,9962.75938 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-07T23:45:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-07T23:45:00Z,73.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T00:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T00:30:00Z,5827.97719 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T00:45:00Z,16.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T00:45:00Z,97.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T01:15:00Z,67.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T01:30:00Z,11642.40882 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T01:45:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T01:45:00Z,105.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T02:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T02:30:00Z,11713.52301 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T02:45:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T02:45:00Z,95.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T03:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T03:30:00Z,6379.95876 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T03:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T03:45:00Z,110.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T04:00:00Z,5.27 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T04:00:00Z,2.67 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T04:00:00Z,12.13 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T04:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T04:30:00Z,3274.63913 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T04:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T04:45:00Z,119.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T05:00:00Z,6.81 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T05:00:00Z,2.12 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T05:00:00Z,11.2 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T05:15:00Z,11.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T05:30:00Z,1978.329038 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T05:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T05:45:00Z,134.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T06:00:00Z,10.67 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T06:00:00Z,2.11 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T06:00:00Z,10.01 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T06:15:00Z,9.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T06:30:00Z,2173.723741 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T06:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T06:45:00Z,120.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T07:00:00Z,9.93 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T07:00:00Z,2.2 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T07:00:00Z,9.48 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T07:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T07:30:00Z,5038.94832 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T07:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T07:45:00Z,100.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T08:00:00Z,7.19 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T08:00:00Z,2.56 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T08:00:00Z,9.86 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T08:15:00Z,8.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T08:30:00Z,4415.85256 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T08:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T08:45:00Z,114.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T09:00:00Z,10.46 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T09:00:00Z,3.06 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T09:00:00Z,9.85 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T09:15:00Z,11.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T09:30:00Z,2180.83516 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T09:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T09:45:00Z,129.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T10:00:00Z,12.48 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T10:00:00Z,3.97 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T10:00:00Z,9.87 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T10:15:00Z,1311.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T10:30:00Z,2112.091443 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T10:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T10:45:00Z,146.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T11:00:00Z,7.78 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T11:00:00Z,4.28 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T11:00:00Z,9.75 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T11:15:00Z,15.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T11:30:00Z,2333.899988 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T11:45:00Z,8.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T11:45:00Z,144.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T12:00:00Z,7.41 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T12:00:00Z,3.47 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T12:00:00Z,10.78 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T12:15:00Z,14.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T12:30:00Z,2162.210015 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T12:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T12:45:00Z,155.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T13:00:00Z,5.54 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T13:00:00Z,2.65 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T13:00:00Z,11.3 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T13:15:00Z,16.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T13:30:00Z,1945.142416 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T13:45:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T13:45:00Z,160.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T14:00:00Z,4.87 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T14:00:00Z,1.99 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T14:00:00Z,10.06 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T14:15:00Z,32.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T14:30:00Z,4297.32891 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T14:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T14:45:00Z,166.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T15:00:00Z,5.18 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T15:00:00Z,1.94 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T15:00:00Z,9.98 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T15:15:00Z,30.0 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T15:30:00Z,1356.587834 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T15:45:00Z,7.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T15:45:00Z,172.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T16:00:00Z,5.73 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T16:00:00Z,2.23 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T16:00:00Z,10.28 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T16:15:00Z,21.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T16:30:00Z,3592.95979 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T16:30:00Z,1323.739851 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T16:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T16:45:00Z,161.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T17:00:00Z,7.1 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T17:00:00Z,2.71 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T17:00:00Z,10.23 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T17:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T17:30:00Z,4016.25854 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T17:30:00Z,1694.549556 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T17:45:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T17:45:00Z,138.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T18:00:00Z,21.88 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T18:00:00Z,3.83 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T18:00:00Z,10.41 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T18:15:00Z,13.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T18:30:00Z,4080.59995 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T18:30:00Z,944.80281 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T18:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T18:45:00Z,117.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T19:00:00Z,7.43 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T19:00:00Z,6.17 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T19:00:00Z,11.06 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T19:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T19:30:00Z,3884.18933 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T19:30:00Z,806.638098 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T19:45:00Z,4.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T19:45:00Z,116.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T20:00:00Z,17.67 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T20:00:00Z,7.19 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T20:00:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T20:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T20:30:00Z,3193.36577 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T20:30:00Z,1990.181403 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T20:45:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T20:45:00Z,95.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T21:00:00Z,7.0 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T21:00:00Z,5.07 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T21:00:00Z,10.55 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T21:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T21:30:00Z,1421.945161 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T21:30:00Z,3643.75564 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-08T21:45:00Z,13.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-08T21:45:00Z,83.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-06-08T22:00:00Z,5.39 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2020-06-08T22:00:00Z,3.9 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-06-08T22:00:00Z,10.58 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-08T22:15:00Z,11.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-08T22:30:00Z,1658.315183 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-08T22:30:00Z,1689.80861 
