network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2017-06-01T00:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-06-01T00:00:00Z,99.0,11111222 
NERRS,ioos:station:NOAA.NERRS:marscwq,27.8383,-97.0503,2017-06-01T00:00:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-06-01T00:00:00Z,5.79,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-06-01T00:00:00Z,2.49,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T00:00:00Z,3.93,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2017-06-01T00:00:00Z,2.31,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T00:00:00Z,36.35,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T00:00:00Z,2.25,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-06-01T00:00:00Z,3.07,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T00:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T00:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T00:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2017-06-01T00:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-06-01T00:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T00:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T00:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T00:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2017-06-01T00:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T00:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T00:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T00:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2017-06-01T01:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-06-01T01:00:00Z,99.0,11111222 
NERRS,ioos:station:NOAA.NERRS:marscwq,27.8383,-97.0503,2017-06-01T01:00:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-06-01T01:00:00Z,6.34,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-06-01T01:00:00Z,2.47,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T01:00:00Z,3.48,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2017-06-01T01:00:00Z,2.53,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T01:00:00Z,36.53,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T01:00:00Z,2.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-06-01T01:00:00Z,3.79,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-06-01T01:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-06-01T01:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-06-01T01:15:00Z,-9999.0,1111122 
