network,platform,latitude,longitude,date,sea_water_turbidity 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T15:00:00Z,3.09 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T15:00:00Z,4.99 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T15:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T15:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T15:15:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T15:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T15:45:00Z,13.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T16:00:00Z,3.14 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T16:00:00Z,3.08 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T16:00:00Z,4.72 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T16:15:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T16:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T16:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T16:30:00Z,306.806934 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T16:45:00Z,4.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T16:45:00Z,13.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T17:00:00Z,5.3 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T17:00:00Z,2.73 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T17:00:00Z,4.44 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T17:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T17:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T17:15:00Z,17.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T17:30:00Z,326.447996 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T17:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T17:45:00Z,19.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T18:00:00Z,311.886519 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T18:00:00Z,2.09 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T18:00:00Z,2.89 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T18:00:00Z,4.12 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T18:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T18:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T18:15:00Z,22.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T18:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T18:45:00Z,19.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T19:00:00Z,329.834386 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T19:00:00Z,3.22 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T19:00:00Z,2.91 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T19:00:00Z,3.84 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T19:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T19:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T19:15:00Z,23.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T19:45:00Z,4.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T19:45:00Z,23.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T20:00:00Z,2.74 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T20:00:00Z,2.86 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T20:00:00Z,3.92 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T20:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T20:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T20:15:00Z,16.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T20:30:00Z,279.377175 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T20:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T20:45:00Z,25.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T21:00:00Z,3.04 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T21:00:00Z,2.94 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T21:00:00Z,3.62 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T21:15:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T21:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T21:15:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T21:30:00Z,411.446385 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T21:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T21:45:00Z,25.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T22:00:00Z,482.221936 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-01T22:00:00Z,2.7 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-01T22:00:00Z,2.62 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-01T22:00:00Z,3.92 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-01T22:15:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-01T22:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-01T22:15:00Z,16.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T22:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T22:45:00Z,24.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-01T23:00:00Z,320.013855 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-01T23:45:00Z,2.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-01T23:45:00Z,19.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T00:15:00Z,15.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T00:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T00:15:00Z,19.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T00:30:00Z,303.081905 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T00:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T00:45:00Z,17.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T01:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T01:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T01:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T01:30:00Z,501.524359 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T01:45:00Z,4.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T01:45:00Z,21.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T02:00:00Z,299.356876 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T02:15:00Z,14.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T02:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T02:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T02:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T02:45:00Z,21.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T03:00:00Z,284.795399 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T03:15:00Z,9.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T03:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T03:15:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T03:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T03:45:00Z,17.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-02T04:00:00Z,3.2 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-02T04:00:00Z,3.26 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-02T04:00:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T04:15:00Z,12.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T04:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T04:15:00Z,9.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T04:30:00Z,325.09344 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T04:45:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T04:45:00Z,18.0 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-02T05:00:00Z,2.7 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-02T05:00:00Z,3.12 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-02T05:00:00Z,5.94 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T05:15:00Z,11.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T05:15:00Z,5.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T05:15:00Z,10.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T05:30:00Z,665.086996 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T05:45:00Z,4.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T05:45:00Z,14.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T06:00:00Z,685.743975 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-02T06:00:00Z,3.02 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2020-10-02T06:00:00Z,2.94 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2020-10-02T06:00:00Z,5.65 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-10-02T06:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-10-02T06:15:00Z,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-10-02T06:15:00Z,10.0 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-10-02T06:45:00Z,3.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-10-02T06:45:00Z,12.0 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-10-02T07:00:00Z,548.256541 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2020-10-02T07:00:00Z,2.53 
