network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T00:00:00Z,609.211561,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T00:15:00Z,25.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T00:30:00Z,213.34257,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T00:45:00Z,10.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T01:00:00Z,126.312347,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T01:15:00Z,22.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T01:30:00Z,268.202088,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T01:45:00Z,8.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T02:00:00Z,125.973708,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T02:15:00Z,26.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T02:30:00Z,295.970486,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T02:45:00Z,7.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T03:00:00Z,104.300812,11141222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T03:15:00Z,25.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T03:30:00Z,332.882137,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T03:45:00Z,6.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T04:00:00Z,139.519268,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T04:00:00Z,4.26,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T04:00:00Z,3.71,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T04:00:00Z,1.91,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T04:00:00Z,3.71,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T04:15:00Z,24.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T04:30:00Z,262.445225,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T04:45:00Z,7.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T05:00:00Z,142.905658,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T05:00:00Z,4.74,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T05:00:00Z,3.17,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T05:00:00Z,1.86,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T05:00:00Z,4.52,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T05:15:00Z,22.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T05:30:00Z,339.316278,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T05:45:00Z,6.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T06:00:00Z,133.423766,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T06:00:00Z,4.33,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T06:00:00Z,4.01,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T06:00:00Z,1.78,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T06:00:00Z,3.44,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T06:15:00Z,27.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T06:30:00Z,188.283284,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T06:45:00Z,5.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T07:00:00Z,207.585707,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T07:00:00Z,4.65,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T07:00:00Z,3.7,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T07:00:00Z,1.77,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T07:00:00Z,3.14,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T07:15:00Z,24.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T07:30:00Z,225.872213,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T07:45:00Z,4.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T08:00:00Z,244.497358,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T08:00:00Z,4.85,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T08:00:00Z,3.49,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T08:00:00Z,1.37,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T08:00:00Z,2.01,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T08:15:00Z,27.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T08:30:00Z,180.833226,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T08:45:00Z,6.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T09:00:00Z,164.917193,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T09:00:00Z,4.82,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T09:00:00Z,3.32,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T09:00:00Z,1.46,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T09:00:00Z,1.48,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T09:15:00Z,28.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T09:30:00Z,236.708661,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T09:45:00Z,5.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T10:00:00Z,245.174636,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T10:00:00Z,3.96,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T10:00:00Z,3.08,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T10:00:00Z,1.47,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T10:00:00Z,1.57,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T10:15:00Z,26.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T10:30:00Z,216.051682,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T10:45:00Z,5.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T11:00:00Z,263.122503,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T11:00:00Z,4.01,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T11:00:00Z,2.48,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T11:00:00Z,1.39,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T11:00:00Z,1.59,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T11:15:00Z,32.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T11:30:00Z,256.688362,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T11:45:00Z,6.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T12:00:00Z,233.66091,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T12:00:00Z,4.04,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T12:00:00Z,3.21,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T12:00:00Z,2.37,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T12:00:00Z,1.49,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T12:15:00Z,29.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T12:30:00Z,213.003931,11141222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-09-01T12:45:00Z,7.0,11113222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-09-01T13:00:00Z,345.41178,11141222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-09-01T13:00:00Z,3.43,11113222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-09-01T13:00:00Z,3.22,11113222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-09-01T13:00:00Z,1.94,11113222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-09-01T13:00:00Z,1.38,11113222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-09-01T13:15:00Z,43.0,11131222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-09-01T13:30:00Z,238.740495,11141222 
