network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T01:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-08-01T01:45:00Z,11.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T01:45:00Z,9.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T01:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T01:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T02:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T02:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T02:00:00Z,6.23,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T02:00:00Z,11.36,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T02:00:00Z,3.68,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T02:00:00Z,2.09,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T02:00:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T02:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T02:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T02:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T02:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T02:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T02:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T02:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T02:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T02:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T02:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T02:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T02:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T03:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T03:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T03:00:00Z,6.08,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T03:00:00Z,20.8,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T03:00:00Z,3.41,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T03:00:00Z,2.39,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T03:00:00Z,7.96,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T03:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T03:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T03:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T03:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T03:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T03:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T03:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T03:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T03:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T03:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T03:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T03:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T04:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T04:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T04:00:00Z,5.11,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T04:00:00Z,76.08,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T04:00:00Z,3.09,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T04:00:00Z,2.14,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T04:00:00Z,6.54,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T04:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T04:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T04:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T04:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T04:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T04:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T04:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T04:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T04:45:00Z,2.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T04:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T04:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T04:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T05:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T05:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T05:00:00Z,5.12,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T05:00:00Z,29.2,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T05:00:00Z,3.22,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T05:00:00Z,2.15,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T05:00:00Z,4.55,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T05:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T05:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T05:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T05:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T05:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T05:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T05:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T05:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T05:45:00Z,2.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T05:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T05:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T05:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T06:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T06:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T06:00:00Z,4.55,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T06:00:00Z,5.62,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T06:00:00Z,3.54,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T06:00:00Z,2.03,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T06:00:00Z,4.47,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T06:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T06:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T06:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T06:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T06:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T06:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T06:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T06:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T06:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T06:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T06:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T06:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T07:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T07:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T07:00:00Z,4.36,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T07:00:00Z,5.87,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T07:00:00Z,2.71,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T07:00:00Z,1.95,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T07:00:00Z,4.26,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T07:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T07:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T07:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T07:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T07:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T07:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T07:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T07:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T07:45:00Z,2.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T07:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T07:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T07:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T08:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T08:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T08:00:00Z,4.7,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T08:00:00Z,11.57,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T08:00:00Z,2.3,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T08:00:00Z,2.03,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T08:00:00Z,4.26,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T08:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T08:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T08:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T08:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T08:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T08:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T08:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T08:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T08:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T08:45:00Z,9.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T08:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T08:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T09:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T09:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T09:00:00Z,5.26,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T09:00:00Z,19.61,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T09:00:00Z,2.08,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T09:00:00Z,1.98,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T09:00:00Z,4.29,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T09:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T09:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T09:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T09:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T09:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T09:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T09:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T09:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T09:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T09:45:00Z,9.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T09:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T09:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T10:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T10:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T10:00:00Z,5.22,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T10:00:00Z,22.91,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T10:00:00Z,2.15,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T10:00:00Z,1.83,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T10:00:00Z,8.63,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T10:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T10:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T10:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T10:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T10:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T10:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T10:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T10:45:00Z,16.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T10:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T10:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T10:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T10:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T11:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T11:00:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T11:00:00Z,3.96,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T11:00:00Z,24.76,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T11:00:00Z,2.36,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T11:00:00Z,1.88,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T11:00:00Z,4.1,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T11:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T11:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T11:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T11:30:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T11:30:00Z,99.0,11111222 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T11:30:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T11:30:00Z,-9999.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2016-08-01T11:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:gndbhwq,30.4178,-88.4054,2016-08-01T11:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2016-08-01T11:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2016-08-01T11:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T11:45:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T11:45:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T12:00:00Z,99.0,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2016-08-01T12:00:00Z,99.0,11111222 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2016-08-01T12:00:00Z,1469.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2016-08-01T12:00:00Z,4.26,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2016-08-01T12:00:00Z,28.02,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T12:00:00Z,2.35,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2016-08-01T12:00:00Z,1.99,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T12:00:00Z,4.52,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2016-08-01T12:00:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2016-08-01T12:15:00Z,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2016-08-01T12:15:00Z,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2016-08-01T12:30:00Z,99.0,11111222 
